years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,84.65560913085938,659576448.0,661224448.0,665761472.0,673329728.0,682550912.0,693054784.0,705647680.0,720191872.0,735852352.0,752647168.0,770992896.0,790243072.0,809817024.0,829515968.0,848426112.0,865819776.0,880279552.0,891480704.0,897926720.0,902904832.0,904919424.0,904098816.0,899082816.0,887386816.0,867815808.0,845683456.0,823421184.0,803079680.0,785556928.0,769324864.0,755280320.0,739993984.0,727078016.0,716267136.0,706434176.0,696571776.0,687063552.0,679783552.0,672547648.0,659482368.0,666564608.0
1995,84.7398452758789,659570496.0,661122688.0,665540608.0,673063744.0,683205888.0,694041984.0,707176704.0,722175424.0,738272192.0,755151360.0,773686016.0,792845376.0,812711232.0,832140736.0,850737920.0,867232000.0,881317056.0,892977024.0,898806272.0,902069440.0,902742656.0,900721856.0,895060480.0,882745984.0,864077696.0,842244672.0,820746688.0,801843008.0,785762048.0,772565248.0,759141312.0,745788224.0,732837952.0,721947072.0,712109952.0,701960704.0,692045504.0,683481600.0,676212224.0,659482368.0,669185024.0
1996,84.6204833984375,659564800.0,661065344.0,665552576.0,673212416.0,683890176.0,695601024.0,708843712.0,724379648.0,740759616.0,757928384.0,776493760.0,795589504.0,815283776.0,834206976.0,852414144.0,868664896.0,882223680.0,892694336.0,898493376.0,900775488.0,899815168.0,897508864.0,890712064.0,877780544.0,860045760.0,838207360.0,818617664.0,800402496.0,785556224.0,773123200.0,762038912.0,750159232.0,737777920.0,727518592.0,717222848.0,706119040.0,696178432.0,686893824.0,678878592.0,659482368.0,671604736.0
1997,84.6446762084961,659561856.0,660996864.0,665420224.0,673128192.0,684137664.0,696699328.0,710481408.0,726302976.0,743286976.0,760672576.0,779164160.0,798363072.0,818003584.0,836333056.0,854472832.0,870137408.0,883331136.0,892973120.0,897808768.0,899566720.0,897853888.0,894505152.0,887274752.0,873601152.0,856031680.0,835263808.0,816982400.0,800537024.0,786144832.0,774434688.0,763877696.0,753922560.0,743663616.0,732716608.0,722847488.0,711696384.0,700846080.0,690830720.0,682104704.0,659482368.0,673648256.0
1998,84.58692169189453,659559744.0,660978560.0,665317760.0,673157440.0,684392896.0,697935872.0,712212224.0,728283776.0,745540160.0,763272832.0,782099520.0,800961088.0,820777728.0,838885888.0,856381696.0,871307968.0,883122112.0,892161920.0,896879104.0,897696192.0,895372544.0,890911488.0,883903936.0,870629760.0,852446400.0,832611584.0,815021952.0,799470144.0,786132352.0,774959104.0,764826048.0,756249920.0,747865280.0,737705920.0,728369280.0,716859904.0,705459328.0,694655872.0,685057088.0,659482368.0,675913472.0
1999,84.63927459716797,659558400.0,660985472.0,665290944.0,673089536.0,684623552.0,698720000.0,713744256.0,730030720.0,747486848.0,765417792.0,784063872.0,803184896.0,822809664.0,840465984.0,857261632.0,871411904.0,882392320.0,890993920.0,895343360.0,896183680.0,893259200.0,888471680.0,881725888.0,869569536.0,851388608.0,832426752.0,814512448.0,799233728.0,786403136.0,776022272.0,766489408.0,758372480.0,750572992.0,742180608.0,733057088.0,721941504.0,710150784.0,698485184.0,687884992.0,659482368.0,678258304.0
2000,84.9776382446289,659557696.0,660979968.0,665235072.0,672801280.0,684499264.0,698759680.0,714166144.0,731038016.0,748577024.0,766560768.0,785500608.0,804770752.0,824284800.0,841495424.0,857441152.0,870625216.0,881159488.0,889287040.0,893892992.0,894906688.0,892807680.0,887942528.0,881500992.0,869882752.0,852627072.0,833766528.0,815076608.0,800297728.0,787388032.0,777850048.0,768862080.0,761621120.0,754011904.0,745929600.0,737647424.0,727370752.0,715438848.0,703257088.0,691491584.0,659482368.0,681209856.0
2001,85.20816802978516,659556736.0,660999872.0,665300096.0,672786496.0,684401024.0,699132224.0,714782720.0,731939136.0,749794624.0,767954240.0,786733696.0,806138112.0,825096704.0,841795072.0,856946432.0,869768320.0,880185920.0,887613568.0,891890432.0,893151232.0,891595072.0,887534208.0,880848832.0,869843392.0,852956992.0,834307328.0,816344960.0,800294336.0,788423296.0,778713536.0,770437696.0,763611904.0,756709568.0,749270080.0,742108096.0,732155136.0,720586368.0,707274240.0,694582272.0,659482368.0,684925952.0
2002,85.55838012695312,659554880.0,661049600.0,665426048.0,672842112.0,684274432.0,699212416.0,715510016.0,732694208.0,750568320.0,768709248.0,787360192.0,806199232.0,824868736.0,841952512.0,856258880.0,868664256.0,878729344.0,886280000.0,890310912.0,891447040.0,890725248.0,887223360.0,880910208.0,870416320.0,853917696.0,835062208.0,818057984.0,801809600.0,789477568.0,779623296.0,772046656.0,765861696.0,759953024.0,752583232.0,745935488.0,738188928.0,726102592.0,712474816.0,698942720.0,659482368.0,690325376.0
2003,85.81792449951172,659559296.0,661180160.0,665584384.0,673007808.0,684429504.0,699385600.0,716171712.0,733390144.0,751253632.0,769493376.0,788035904.0,806576256.0,824318592.0,840562688.0,854776320.0,867023488.0,877156352.0,884653952.0,888910848.0,889892352.0,889687104.0,886899648.0,881309376.0,871116224.0,854841920.0,835469376.0,818578944.0,803026880.0,789853696.0,780561856.0,772750592.0,766783680.0,762979392.0,756075136.0,749498624.0,742687872.0,731811968.0,716903040.0,702891136.0,659482368.0,696335616.0
2004,86.410888671875,659561408.0,661233408.0,665542272.0,672882944.0,684145088.0,699084608.0,715739776.0,733408448.0,751293120.0,769513920.0,788245696.0,805662720.0,822496512.0,838561984.0,852504512.0,865119808.0,874968320.0,882729280.0,887698368.0,888635136.0,888452160.0,886298240.0,882290752.0,872755712.0,857101888.0,838123776.0,821513984.0,806259136.0,792722304.0,782466496.0,774642176.0,769127296.0,765608320.0,759699392.0,753372224.0,747000960.0,737312896.0,722948608.0,707829440.0,659482368.0,704066048.0
2005,87.08816528320312,659563520.0,661261824.0,665486464.0,672711360.0,683902592.0,698638336.0,715169984.0,732691840.0,750834048.0,769221056.0,787244736.0,804689280.0,821013568.0,836381184.0,850063680.0,862952832.0,872758848.0,880953728.0,886287616.0,888025344.0,887377280.0,885184320.0,882059200.0,873695552.0,858852096.0,840962368.0,824328960.0,809162624.0,795787456.0,784696768.0,776720576.0,771614912.0,768262528.0,763615552.0,757851456.0,751672064.0,742956544.0,729145280.0,712609280.0,659482368.0,713397312.0
2006,87.77335357666016,659564992.0,661254720.0,665450368.0,672653248.0,683837312.0,698382720.0,714751488.0,732234688.0,750072768.0,768275072.0,786007040.0,803325760.0,819483008.0,834835904.0,848134144.0,860766464.0,871351104.0,879629632.0,885578688.0,888201792.0,887802496.0,884499200.0,882464832.0,875344512.0,860838208.0,844028288.0,827766400.0,812960704.0,799230720.0,787808768.0,779352512.0,773101504.0,770499392.0,766466432.0,762000768.0,756217088.0,747424384.0,734850752.0,718521472.0,659482368.0,723269696.0
2007,88.62824249267578,659563136.0,661246208.0,665401344.0,672558464.0,683634368.0,698063872.0,714214400.0,731308416.0,749330880.0,767116352.0,784834496.0,802459008.0,818329664.0,833496320.0,846557312.0,858285440.0,868474688.0,876975872.0,883603968.0,887312832.0,888051520.0,884199680.0,881755008.0,877140992.0,864622912.0,848084672.0,831732864.0,817776064.0,804629696.0,792250944.0,783446336.0,776860928.0,773540736.0,770948416.0,766628032.0,761357824.0,752612800.0,740949376.0,725087616.0,659482368.0,736164608.0
2008,89.36299896240234,659566464.0,661272704.0,665435264.0,672617536.0,683776896.0,697966208.0,714106624.0,730887360.0,748616832.0,766192704.0,783608832.0,801047680.0,817242880.0,832017792.0,844790848.0,856084160.0,866543168.0,874760320.0,881072512.0,885551104.0,887553600.0,884842368.0,882142080.0,877383936.0,867249600.0,851571520.0,835678848.0,821726528.0,809656192.0,796861760.0,787411648.0,780552384.0,776129984.0,773793792.0,770072256.0,764879360.0,758164800.0,745197760.0,730632256.0,659482368.0,753186688.0
2009,90.1346664428711,659566080.0,661253376.0,665379456.0,672588672.0,683730880.0,697613120.0,713603904.0,730299008.0,747623680.0,765034688.0,782180096.0,799420544.0,815451968.0,830192192.0,843721088.0,853968128.0,864213504.0,872716992.0,879151104.0,883784448.0,886503680.0,885916160.0,883638848.0,877899328.0,869090752.0,854639936.0,839556736.0,826014464.0,813646592.0,802045440.0,791804544.0,783921856.0,779018624.0,776299776.0,772877184.0,768026560.0,762071680.0,750212864.0,734498432.0,659482368.0,770802304.0
2010,90.7997055053711,659562240.0,661188608.0,665276416.0,672641408.0,683716288.0,697529344.0,713281984.0,730007104.0,747035008.0,763924544.0,780682688.0,797492032.0,813282176.0,827644032.0,841239872.0,852454080.0,861892480.0,869637888.0,877231616.0,882669824.0,885325312.0,886396416.0,885603968.0,879829824.0,870125952.0,857362432.0,842787264.0,829897472.0,817469760.0,806863232.0,797177920.0,788785152.0,783422336.0,779688896.0,775687936.0,769962304.0,763696128.0,753362048.0,737436544.0,659482368.0,783612864.0
2011,91.60808563232422,659561408.0,661117696.0,665091712.0,672524800.0,683443712.0,697086400.0,712656576.0,728999296.0,745831552.0,762415232.0,778655168.0,794848896.0,810368704.0,824742400.0,838363520.0,849902592.0,859580224.0,867581184.0,875039552.0,880539712.0,883462912.0,885960960.0,886021248.0,881196096.0,872037312.0,859929600.0,845450304.0,833482368.0,821313664.0,809928704.0,801475648.0,793347392.0,787876800.0,783304256.0,778865280.0,772978112.0,765687680.0,755857280.0,741094720.0,659482368.0,798623424.0
2012,92.44609832763672,659551936.0,660977408.0,664874112.0,672185792.0,682978496.0,696480128.0,711685056.0,727920640.0,744456448.0,760728448.0,776422336.0,792147072.0,807274432.0,821129024.0,834615936.0,846021504.0,855851904.0,864210816.0,870934592.0,876635008.0,880938368.0,883990464.0,884499456.0,881894080.0,873367616.0,862030720.0,848590080.0,837285120.0,825872000.0,814496640.0,804965056.0,797151360.0,791580160.0,787457152.0,781847232.0,775232384.0,767593408.0,757021248.0,743076160.0,659482368.0,812480896.0
2013,93.46500396728516,659536320.0,660803776.0,664573440.0,671551424.0,682002688.0,695217472.0,710149696.0,726022528.0,742498432.0,758066240.0,773182976.0,788158528.0,802671104.0,816402880.0,829580864.0,840342144.0,850769792.0,859605248.0,867291968.0,874524992.0,880142272.0,884450688.0,884621888.0,883081152.0,875278592.0,865099328.0,851544064.0,839657472.0,828923840.0,817767360.0,808905408.0,801648384.0,794636288.0,790003712.0,784656576.0,778147008.0,768521984.0,757066752.0,743965312.0,659482368.0,824645376.0
2014,93.76737213134766,659533696.0,660706816.0,664438016.0,671455744.0,681833536.0,695180672.0,710414400.0,726481280.0,743372608.0,758935552.0,773312256.0,787715456.0,801712768.0,815704640.0,828287168.0,839024384.0,849413760.0,858133888.0,866156736.0,873419840.0,879177664.0,883960128.0,885099648.0,882481024.0,876367744.0,866317952.0,853692864.0,841740864.0,832019456.0,822576768.0,812846976.0,805353600.0,797508352.0,791918976.0,786266496.0,779870336.0,769237312.0,756257536.0,744246144.0,659482368.0,832363904.0
2015,93.67237091064453,659534976.0,660617472.0,664385152.0,671660672.0,682037376.0,695536448.0,710906176.0,727121984.0,744630208.0,760383040.0,775183744.0,789014464.0,802698304.0,816083776.0,828195904.0,838545088.0,849095744.0,858013248.0,866469824.0,873205696.0,879490112.0,883894336.0,884736512.0,882816512.0,876307072.0,866222848.0,855373312.0,844343808.0,834240576.0,823758208.0,813578880.0,805083072.0,798079936.0,792386112.0,786951808.0,779381696.0,769227328.0,755031680.0,742628608.0,659482368.0,835905920.0
2016,93.48382568359375,659537536.0,660585472.0,664435200.0,671978688.0,682364800.0,696195200.0,711684736.0,727907584.0,745084096.0,761788480.0,777035968.0,790504192.0,803161088.0,815596160.0,827465728.0,838241344.0,848406208.0,857846848.0,865951296.0,873014912.0,879719424.0,884200512.0,884301888.0,881372672.0,875107712.0,865810752.0,856193984.0,844413248.0,833062464.0,822377856.0,813288064.0,805580288.0,798624064.0,792818944.0,787544128.0,779456576.0,769187072.0,754890752.0,741881344.0,659482368.0,837365248.0
2017,93.20512390136719,659541760.0,660575488.0,664417728.0,672219968.0,683047488.0,697275008.0,712872320.0,729040640.0,745681728.0,762586240.0,778065216.0,791110912.0,803890240.0,815995072.0,827716672.0,838523072.0,848879488.0,858490944.0,866060736.0,872708416.0,878499840.0,881633920.0,881996864.0,879527296.0,873061888.0,864657152.0,854220608.0,843462016.0,833493824.0,823180992.0,815404288.0,806996096.0,799203136.0,793053248.0,787120320.0,779699136.0,769144640.0,754992640.0,740640768.0,659482368.0,835034688.0
2018,92.84657287597656,659541248.0,660593920.0,664535360.0,672703936.0,683934080.0,698380160.0,714168256.0,730429440.0,746755200.0,763370368.0,779013952.0,793066496.0,805875712.0,818008384.0,828964672.0,839048256.0,848006656.0,855605824.0,862267456.0,867986240.0,873812224.0,876877440.0,877224128.0,875463040.0,870439616.0,862231616.0,852776704.0,842975040.0,833521408.0,824356352.0,816954432.0,808694336.0,800926016.0,794281856.0,788315200.0,781036928.0,771311616.0,755405760.0,740243392.0,659482368.0,831951040.0
2019,92.11836242675781,659549184.0,660646656.0,664745344.0,673300352.0,685298944.0,700233408.0,716335680.0,732816896.0,749054528.0,765564032.0,781614080.0,796186240.0,808323648.0,818695296.0,828554496.0,836747264.0,845465344.0,852451392.0,859008192.0,865203136.0,870979264.0,873555328.0,872467776.0,868699264.0,863060032.0,855647360.0,846928256.0,838598400.0,831138304.0,823135424.0,816396864.0,809386112.0,801918464.0,795339328.0,789792512.0,782765056.0,772119552.0,756587840.0,740304128.0,659482368.0,824730624.0
2020,91.39860534667969,659551104.0,660712896.0,665098112.0,674168640.0,687263040.0,703281536.0,718970048.0,735303616.0,751677376.0,768640320.0,785036352.0,797507840.0,807472384.0,816666112.0,825426944.0,833453376.0,841172288.0,847046784.0,853319296.0,859738816.0,864458560.0,867803584.0,867738752.0,863846464.0,858930048.0,851776832.0,844862912.0,836605184.0,829221312.0,822142976.0,815904192.0,809663104.0,803293376.0,796811200.0,790871040.0,783154752.0,772782336.0,757839040.0,740328064.0,659482368.0,821573888.0
2021,90.64253234863281,659553920.0,660810432.0,665406208.0,674930304.0,689182720.0,705767552.0,721950464.0,738359168.0,754692864.0,771935808.0,788091456.0,797573056.0,805817344.0,813938240.0,821976576.0,829254208.0,835500864.0,841180160.0,846544832.0,852930240.0,858420992.0,862315264.0,863806976.0,861235456.0,855943040.0,849207104.0,841882816.0,834445696.0,827104320.0,821131200.0,815016640.0,809181760.0,802657280.0,796470912.0,790462464.0,782367040.0,771588288.0,756591424.0,739923456.0,659482368.0,821165632.0
2022,89.54398345947266,659567360.0,660919744.0,665887616.0,675987712.0,691245312.0,708998272.0,725849344.0,742379904.0,758377472.0,775815488.0,790794368.0,798648320.0,804530048.0,811379712.0,819251264.0,825165312.0,830481792.0,836162176.0,841489344.0,847255936.0,852450048.0,856284160.0,859008000.0,858348224.0,854264704.0,847406656.0,839673472.0,832545472.0,826260224.0,819915072.0,814004032.0,807943040.0,801643584.0,794274752.0,788285696.0,779760832.0,768496384.0,752618688.0,737037248.0,659482368.0,815156800.0
2023,88.49018859863281,659569728.0,661190336.0,666639040.0,676978560.0,692872256.0,711743744.0,729295744.0,745429120.0,761117120.0,777996032.0,792324864.0,799044544.0,803600320.0,809762304.0,816889216.0,822606720.0,827876160.0,833403264.0,838268480.0,843813952.0,848865472.0,852726272.0,855054080.0,853773376.0,848644608.0,842579968.0,835744128.0,829156480.0,823066816.0,816005952.0,809965120.0,804730048.0,798131136.0,790850048.0,783588544.0,774461312.0,763462208.0,749646400.0,735882432.0,659482368.0,822478784.0
2024,88.12504577636719,659569792.0,661527424.0,667182336.0,677153280.0,693141376.0,712091264.0,729796736.0,745106368.0,760316096.0,776405248.0,789263104.0,795843136.0,800084032.0,806135296.0,812899136.0,818615744.0,824711488.0,830719808.0,836189120.0,841807552.0,846488576.0,848784320.0,848196992.0,845511808.0,841531264.0,837107008.0,832125696.0,827006976.0,822347648.0,817801344.0,812793408.0,807536320.0,799733888.0,791447808.0,782288768.0,770269184.0,757905536.0,743733504.0,731087680.0,659482368.0,820460672.0
