years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1984,98.33736419677734,58675984.0,58766200.0,58911044.0,59240540.0,59822640.0,60588512.0,61776024.0,63436712.0,65570072.0,68128984.0,71443152.0,75808696.0,81080064.0,87547384.0,95681872.0,104628264.0,113712360.0,123020136.0,133123248.0,142814272.0,153255152.0,162870656.0,170487712.0,174082608.0,168090528.0,151988976.0,130698248.0,109713648.0,92000224.0,79038424.0,70737304.0,65569648.0,62141712.0,60356432.0,59471976.0,59001072.0,58813208.0,58719488.0,58686296.0,58667040.0,58668048.0
1985,98.33817291259766,58676024.0,58766032.0,58911980.0,59239240.0,59822868.0,60585952.0,61774992.0,63433716.0,65566464.0,68142440.0,71431792.0,75803360.0,81074096.0,87568992.0,95678104.0,104625176.0,113681744.0,123030616.0,133161192.0,142822176.0,153248448.0,162889216.0,170503264.0,174080768.0,168016656.0,152002656.0,130700504.0,109719200.0,92030128.0,79035840.0,70716144.0,65570680.0,62142888.0,60358476.0,59476304.0,58999160.0,58813044.0,58719320.0,58686496.0,58667040.0,58668248.0
1986,98.72864532470703,58676016.0,58766468.0,58917672.0,59276064.0,59867568.0,60679672.0,61909204.0,63577488.0,65695584.0,68217768.0,71430752.0,75601088.0,80690656.0,86948472.0,94173248.0,102763272.0,111983752.0,122094424.0,132828328.0,142613856.0,154078048.0,164651040.0,171789984.0,174857840.0,169900784.0,154728736.0,133646304.0,112159752.0,93522464.0,80326096.0,71510472.0,65999912.0,62448440.0,60410856.0,59521844.0,59065608.0,58829000.0,58720068.0,58684220.0,58667040.0,58668252.0
1987,98.5877685546875,58676056.0,58768080.0,58922372.0,59275092.0,59881288.0,60680928.0,61899712.0,63613216.0,65780184.0,68468352.0,71807504.0,76006832.0,81164368.0,87246792.0,94812832.0,103440224.0,112731872.0,122565240.0,133212592.0,143155328.0,154196416.0,163917008.0,170545600.0,172652352.0,167959888.0,153760128.0,134235840.0,113119272.0,94327856.0,81208096.0,71821744.0,66372560.0,62878532.0,60584680.0,59532984.0,59111480.0,58850392.0,58728256.0,58691104.0,58667040.0,58668256.0
1988,98.31824493408203,58676208.0,58769216.0,58936448.0,59295360.0,59905788.0,60779884.0,61996440.0,63752944.0,65966376.0,68688000.0,72115280.0,76404160.0,81398296.0,87693824.0,95418088.0,103952312.0,113009416.0,122842104.0,133645184.0,143922016.0,154475200.0,162984624.0,168504144.0,170245232.0,164926528.0,152698112.0,134003624.0,113345568.0,94869368.0,81778488.0,72308848.0,66703392.0,63026716.0,60743604.0,59566752.0,59129652.0,58857428.0,58736608.0,58692040.0,58667040.0,58668256.0
1989,98.4802017211914,58676120.0,58768464.0,58924408.0,59258152.0,59825184.0,60611920.0,61824068.0,63567620.0,65790740.0,68536296.0,71989920.0,76446144.0,81630864.0,88016920.0,95549928.0,104283320.0,113574784.0,123203440.0,133836232.0,144187264.0,154386352.0,162430496.0,166892800.0,167825376.0,163034752.0,152012032.0,134268368.0,113836184.0,96014336.0,82716848.0,73182256.0,67232024.0,63551824.0,61038912.0,59693536.0,59160620.0,58853768.0,58742728.0,58688996.0,58667040.0,58668460.0
1990,99.1060562133789,58676224.0,58768840.0,58923132.0,59242480.0,59784316.0,60549436.0,61721420.0,63374408.0,65505340.0,68180544.0,71544768.0,75811264.0,80887088.0,87041104.0,94550240.0,103221936.0,112799176.0,122475664.0,133048184.0,143073840.0,153554976.0,161491264.0,165796384.0,166587712.0,163419712.0,153833456.0,136990368.0,116496256.0,98234968.0,84232704.0,74579648.0,67967712.0,64197880.0,61388376.0,59854764.0,59223496.0,58871504.0,58750200.0,58690524.0,58667040.0,58669864.0
1991,99.16328430175781,58676292.0,58770320.0,58924180.0,59232272.0,59782592.0,60560840.0,61758724.0,63448656.0,65621916.0,68420904.0,71885336.0,76068352.0,81113352.0,87323088.0,94759904.0,103476192.0,112728368.0,122297184.0,132429144.0,142604832.0,152616528.0,159717760.0,163694176.0,164477936.0,161899680.0,153696608.0,137979840.0,118475176.0,100138864.0,85783152.0,75739536.0,68845008.0,64918712.0,61954944.0,60071352.0,59294784.0,58918832.0,58761216.0,58693208.0,58667040.0,58670272.0
1992,99.06927490234375,58676412.0,58771720.0,58926528.0,59226328.0,59784352.0,60623596.0,61862324.0,63559064.0,65886104.0,68783216.0,72227096.0,76448696.0,81590320.0,87820864.0,95178256.0,103768984.0,112354048.0,121952808.0,132312944.0,141984832.0,151441808.0,157690240.0,161933856.0,162585216.0,160326384.0,152735040.0,138135760.0,119613680.0,101195272.0,87056288.0,76772400.0,69732232.0,65457472.0,62578244.0,60447356.0,59406104.0,58993832.0,58784456.0,58699856.0,58667040.0,58670680.0
1993,98.83399963378906,58676556.0,58774484.0,58929428.0,59227496.0,59803064.0,60702516.0,61986672.0,63824148.0,66274696.0,69192096.0,72722736.0,77033072.0,82211720.0,88338816.0,95740088.0,103954744.0,112665632.0,122064736.0,132073704.0,141039328.0,149660112.0,155340512.0,159291712.0,160411424.0,157878400.0,150874816.0,137522704.0,120198728.0,102458616.0,88464720.0,77957960.0,70910976.0,66019328.0,62981192.0,61012192.0,59560600.0,59081808.0,58823092.0,58707320.0,58667040.0,58670880.0
1994,98.51029205322266,58676840.0,58777304.0,58934936.0,59241352.0,59864200.0,60805916.0,62206912.0,64192656.0,66742072.0,69655408.0,73278648.0,77544976.0,82694432.0,89034400.0,96444248.0,104460472.0,113056424.0,122038928.0,131385968.0,139761088.0,147325376.0,153011776.0,156096992.0,158011136.0,155219808.0,148235200.0,136015456.0,120656944.0,103986784.0,90003376.0,79272672.0,72125136.0,66890232.0,63356800.0,61449296.0,59929800.0,59208384.0,58880304.0,58718172.0,58667040.0,58670880.0
1995,98.0323257446289,58676944.0,58781432.0,58948312.0,59284648.0,59973048.0,61020480.0,62504880.0,64668216.0,67280488.0,70202632.0,73806984.0,78305848.0,83604016.0,89817280.0,97201072.0,105153816.0,112950032.0,121187672.0,130044048.0,138197232.0,145355792.0,151001472.0,153083296.0,154839296.0,152283008.0,145150832.0,133888648.0,120330320.0,105452800.0,91595872.0,80573072.0,73219680.0,67896128.0,63822312.0,61690416.0,60348952.0,59384300.0,58952720.0,58741228.0,58667040.0,58670480.0
1996,97.42792510986328,58677280.0,58790608.0,58991248.0,59410712.0,60192640.0,61344140.0,62873340.0,65037168.0,67701872.0,70830256.0,74749920.0,79327224.0,84682584.0,90785248.0,97725792.0,104791648.0,111985064.0,119991064.0,128801392.0,136884944.0,143597136.0,148235408.0,150142736.0,151320896.0,148983600.0,142318368.0,132006128.0,119839240.0,106808960.0,93110272.0,81987152.0,74034784.0,68711984.0,64432952.0,61964848.0,60659736.0,59633240.0,59038744.0,58774364.0,58667040.0,58671288.0
1997,97.10414123535156,58677832.0,58808064.0,59055612.0,59573264.0,60478536.0,61594688.0,63095472.0,65366464.0,68179792.0,71412576.0,75419640.0,79932848.0,85106608.0,90779568.0,97118384.0,104087792.0,110947728.0,118528032.0,127496856.0,135321696.0,141637040.0,146061712.0,148358848.0,149025728.0,146597616.0,140781280.0,131096104.0,119890400.0,108443696.0,95430288.0,83784896.0,75134304.0,69564808.0,65246648.0,62291040.0,60957192.0,59847180.0,59139084.0,58811528.0,58667040.0,58673688.0
1998,96.66791534423828,58678656.0,58854704.0,59223100.0,59888112.0,60702304.0,61838600.0,63438936.0,65724952.0,68657176.0,71950928.0,75793280.0,80231696.0,84890104.0,90481568.0,96619840.0,103304640.0,110031608.0,117480112.0,125528464.0,133036720.0,139745152.0,144846256.0,147140144.0,147511648.0,144367776.0,139185280.0,130047800.0,119762392.0,109194608.0,97313952.0,85271448.0,76233760.0,70206736.0,65834568.0,62766344.0,61153288.0,60035128.0,59220148.0,58853616.0,58667040.0,58676096.0
1999,96.4850845336914,58680128.0,58941312.0,59439360.0,60053284.0,60922228.0,62090780.0,63754280.0,66127920.0,68876496.0,72039712.0,75714768.0,80075184.0,84682760.0,90020264.0,96241144.0,102513088.0,108814672.0,115619440.0,123312624.0,131014344.0,138385792.0,143576640.0,145637056.0,146117520.0,143499200.0,138102128.0,129188520.0,119335104.0,110013536.0,98855696.0,87578288.0,78364760.0,71570240.0,66860976.0,63765016.0,61603972.0,60231312.0,59356256.0,58935256.0,58667040.0,58685960.0
