years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,134.2472686767578,403469792.0,403518496.0,403669824.0,403877952.0,404264064.0,404686272.0,405129184.0,405748480.0,406786528.0,407871552.0,409253760.0,411049024.0,413457152.0,416993984.0,421792896.0,427992896.0,436345952.0,446882976.0,461688224.0,482229728.0,510906912.0,553204352.0,615385472.0,702963968.0,813926528.0,928700608.0,1041532288.0,1158527232.0,1206375424.0,1169713152.0,1061899264.0,903836288.0,740967424.0,605774016.0,519633920.0,471398560.0,443507456.0,425406144.0,415113184.0,403465024.0,406502208.0
1995,134.0145263671875,403469344.0,403515776.0,403667232.0,403882496.0,404279904.0,404773600.0,405207200.0,405791328.0,406782016.0,407902720.0,409280160.0,411212416.0,413535552.0,416972672.0,421945856.0,428414368.0,436864576.0,447616704.0,462819968.0,483807808.0,512578688.0,556137280.0,618888640.0,708645056.0,822036288.0,933205824.0,1041806400.0,1158275328.0,1201894016.0,1158023424.0,1043492992.0,892916864.0,734481024.0,604048704.0,520667328.0,473210656.0,444818720.0,426361888.0,415721792.0,403465024.0,406767680.0
1996,133.82196044921875,403469312.0,403510464.0,403665888.0,403889024.0,404330112.0,404873856.0,405326976.0,405933696.0,406814336.0,407995232.0,409414848.0,411335392.0,413720864.0,417132224.0,422015488.0,428508800.0,437100672.0,448422816.0,463440896.0,484774848.0,514623168.0,558229376.0,621717312.0,713568896.0,828073408.0,935226176.0,1039962880.0,1155115648.0,1195805568.0,1147629824.0,1028201216.0,885451712.0,730670208.0,603698880.0,523871040.0,474778304.0,446011360.0,427181120.0,415508320.0,403465024.0,407301568.0
1997,133.80300903320312,403469056.0,403509920.0,403658368.0,403906048.0,404389184.0,405025120.0,405500480.0,405964512.0,406824448.0,408037152.0,409566912.0,411464256.0,413886272.0,417183552.0,422065856.0,428383136.0,436988032.0,448357536.0,463619296.0,484770624.0,514269024.0,556670272.0,620026048.0,711936192.0,828052608.0,936816640.0,1040898112.0,1154206464.0,1194586368.0,1143089408.0,1023325440.0,883228928.0,730907648.0,608261568.0,527526368.0,475825280.0,445932032.0,426756224.0,415069760.0,403465024.0,407281216.0
1998,133.84425354003906,403469184.0,403506912.0,403659232.0,403943584.0,404463552.0,405137728.0,405531328.0,405989504.0,406858176.0,408155136.0,409697088.0,411588192.0,414024512.0,417474528.0,421995200.0,428516928.0,437077376.0,448601120.0,463540992.0,484758720.0,513708544.0,555297088.0,618522240.0,709664896.0,824464832.0,934392320.0,1035102976.0,1145826816.0,1192841088.0,1142808064.0,1025819776.0,886693120.0,737170944.0,614863616.0,530561664.0,476955008.0,445639296.0,426291584.0,414241568.0,403465024.0,406732608.0
1999,133.97998046875,403469088.0,403505920.0,403674432.0,404003264.0,404508160.0,405232096.0,405624544.0,406143360.0,407004928.0,408320128.0,409837152.0,411662912.0,414127744.0,417585280.0,422203872.0,428540736.0,436986592.0,448299776.0,463183136.0,483898208.0,512650624.0,553401536.0,614183936.0,703519488.0,816588864.0,927925888.0,1026279232.0,1135981312.0,1196880000.0,1149985280.0,1032163456.0,892681472.0,745616896.0,622319296.0,535125888.0,479595264.0,445530592.0,425006976.0,413689920.0,403465024.0,406101632.0
2000,134.1895294189453,403469088.0,403507328.0,403709952.0,404029376.0,404552288.0,405316480.0,405760224.0,406232992.0,407113344.0,408371232.0,410033216.0,411962048.0,414213888.0,417850944.0,422467104.0,428566848.0,436834784.0,448124832.0,462759296.0,482658176.0,510785536.0,551106304.0,610077440.0,697052416.0,808994176.0,920939264.0,1016033664.0,1120527744.0,1189079040.0,1155374848.0,1041349440.0,901273728.0,759366272.0,635260800.0,545103616.0,484726304.0,445567136.0,423651392.0,412596672.0,403465024.0,405568128.0
2001,134.5803680419922,403468960.0,403508352.0,403740672.0,404061504.0,404629248.0,405289792.0,405768672.0,406344160.0,407294208.0,408546144.0,410180960.0,412059968.0,414336512.0,417863168.0,422307552.0,428439072.0,436675648.0,447489024.0,461571904.0,480316960.0,507202688.0,546208320.0,602490624.0,685360128.0,794200704.0,908842496.0,1005548352.0,1104865920.0,1185942144.0,1172305664.0,1064081472.0,917327872.0,775089280.0,649659136.0,551917440.0,486851040.0,445431488.0,422204608.0,411338304.0,403465024.0,405408512.0
2002,135.1934356689453,403468736.0,403510400.0,403760800.0,404097344.0,404657856.0,405311072.0,405849024.0,406487744.0,407402816.0,408791936.0,410407200.0,412331200.0,414467488.0,417760256.0,422320768.0,428345536.0,436471264.0,447001280.0,460449408.0,478089472.0,503293696.0,540321280.0,592650624.0,671307392.0,776972928.0,889304192.0,984086016.0,1078325120.0,1169509248.0,1190562944.0,1105071744.0,954166464.0,801840896.0,668841728.0,563439616.0,493217344.0,446161728.0,421374400.0,410818656.0,403465024.0,405517632.0
2003,135.28370666503906,403469536.0,403510112.0,403759648.0,404157952.0,404734656.0,405420032.0,405958880.0,406544256.0,407589888.0,409072800.0,410673760.0,412285952.0,414577632.0,417749344.0,422402496.0,428462528.0,436593824.0,446834464.0,460274016.0,477577568.0,502619680.0,538862144.0,589794432.0,665667072.0,766004224.0,882255040.0,982879104.0,1079346816.0,1167893376.0,1193943040.0,1109733376.0,957066368.0,805858560.0,675144192.0,567381568.0,495438976.0,446861056.0,420760096.0,410155904.0,403465024.0,405263968.0
2004,135.3734130859375,403469664.0,403511360.0,403737920.0,404193056.0,404795328.0,405517664.0,406052896.0,406677792.0,407829280.0,409326176.0,410779072.0,412449504.0,414695904.0,418068608.0,422653344.0,428852672.0,436954816.0,446906080.0,459939808.0,477446080.0,502278240.0,537352192.0,586158720.0,658650624.0,755187904.0,873282816.0,982348992.0,1079485952.0,1166173952.0,1194891648.0,1114473216.0,961843200.0,809862528.0,680104064.0,571469056.0,497723712.0,447971328.0,420921216.0,410075488.0,403465024.0,405162176.0
2005,135.64991760253906,403469312.0,403510560.0,403719456.0,404165632.0,404879232.0,405712320.0,406288256.0,406965344.0,408154368.0,409470112.0,410931328.0,412564352.0,414916768.0,418115840.0,422691328.0,428759136.0,436815360.0,446808064.0,459788480.0,477195232.0,501570560.0,535037184.0,581375360.0,648552832.0,739680448.0,857389696.0,976042880.0,1076382976.0,1161656320.0,1193077760.0,1124268544.0,977000576.0,823187648.0,691004864.0,579708800.0,502401312.0,451534528.0,422605216.0,410559872.0,403465024.0,405359392.0
2006,135.9314727783203,403469184.0,403506368.0,403708928.0,404157408.0,404941696.0,405896384.0,406531360.0,407192800.0,408348032.0,409740608.0,411225984.0,413050944.0,415291552.0,418279808.0,422720320.0,428895648.0,437114880.0,447253056.0,459947712.0,477441216.0,501363776.0,533569920.0,577251712.0,641081024.0,727117760.0,842094080.0,962884928.0,1065290688.0,1148593536.0,1183926528.0,1132164864.0,996730176.0,841468800.0,706520512.0,590819328.0,509492992.0,457114880.0,425300896.0,411811776.0,403465024.0,405733376.0
2007,136.16261291503906,403469120.0,403506112.0,403742016.0,404203712.0,404990432.0,406032768.0,406814752.0,407393728.0,408525632.0,410183904.0,411619104.0,413280608.0,415534688.0,418526752.0,422828544.0,428799488.0,437151968.0,447518144.0,460237120.0,477286432.0,500970432.0,532074816.0,573585536.0,634196416.0,716436864.0,827938176.0,950904192.0,1056083968.0,1140326656.0,1180137600.0,1137827584.0,1009720448.0,853698752.0,715530560.0,600263936.0,518278464.0,463081792.0,429179040.0,413738208.0,403465024.0,406205248.0
2008,136.39251708984375,403469696.0,403514912.0,403774464.0,404300768.0,405026880.0,406101184.0,406917088.0,407693248.0,408861056.0,410284032.0,411804352.0,413566336.0,415768448.0,418986176.0,423391872.0,429400512.0,437563200.0,447848032.0,460402240.0,477462656.0,500168160.0,530370656.0,570273920.0,627599936.0,706095232.0,814401536.0,937704384.0,1048174592.0,1132059136.0,1173768448.0,1139172352.0,1022367232.0,864097152.0,725927168.0,612090112.0,527789216.0,470056320.0,433846880.0,416204704.0,403465024.0,406816320.0
2009,136.81076049804688,403469504.0,403524256.0,403808736.0,404407104.0,405131648.0,406040288.0,407046976.0,407859328.0,408992832.0,410575008.0,412237056.0,413932448.0,416208416.0,419194656.0,423724160.0,429846912.0,437824032.0,447538304.0,459824128.0,476789664.0,499289024.0,528381792.0,566320448.0,619699200.0,694092416.0,797536960.0,919069056.0,1033003136.0,1119110400.0,1163123200.0,1141585792.0,1040425216.0,883995136.0,743430848.0,630071424.0,540141824.0,480189920.0,440478432.0,419912320.0,403465024.0,407738432.0
2010,136.88145446777344,403470304.0,403534784.0,403858496.0,404530752.0,405220128.0,406048544.0,407217024.0,408217408.0,409406592.0,410889536.0,412579968.0,414485696.0,416766944.0,419960384.0,424427936.0,430424480.0,438136640.0,448087936.0,460459392.0,477636352.0,499952224.0,528187456.0,566326016.0,618611072.0,691166464.0,790880064.0,909989568.0,1016420800.0,1096673536.0,1140316032.0,1132945408.0,1052185856.0,904570496.0,759911936.0,643491584.0,548092416.0,485296256.0,444189216.0,422548352.0,403465024.0,408577856.0
2011,137.63780212402344,403470656.0,403543136.0,403891840.0,404577568.0,405435680.0,406258432.0,407295456.0,408378688.0,409559808.0,411108512.0,412495264.0,414391872.0,416887616.0,420147968.0,424303872.0,430130304.0,437558432.0,447178592.0,459600320.0,476013632.0,497118240.0,524367104.0,559364224.0,607057216.0,673606976.0,766913408.0,883091520.0,994890048.0,1083215616.0,1130680064.0,1136593152.0,1072919616.0,936124160.0,787994624.0,667007936.0,567886656.0,498555520.0,453665536.0,427812832.0,403465024.0,410526560.0
2012,138.62478637695312,403469984.0,403546048.0,403901248.0,404588128.0,405565664.0,406432192.0,407300928.0,408350912.0,409638912.0,411305024.0,412802368.0,414421152.0,416751104.0,419968384.0,424071360.0,429867488.0,437284416.0,446466624.0,458645984.0,474228960.0,494639808.0,520251712.0,552266624.0,596164032.0,655162560.0,739528640.0,848113344.0,961485952.0,1059332864.0,1121477760.0,1147084416.0,1102874368.0,976548544.0,822422848.0,694174720.0,593022528.0,515786304.0,465591744.0,435265088.0,403465024.0,413837120.0
2013,140.1177520751953,403469632.0,403532160.0,403801216.0,404371392.0,405296896.0,406285824.0,407255616.0,408340032.0,409697408.0,411296384.0,412862208.0,414583328.0,417002528.0,419801920.0,424001088.0,429804896.0,437124096.0,446350976.0,457684032.0,472455936.0,492060640.0,516019808.0,545042624.0,582745920.0,634898560.0,707135744.0,799551936.0,904245632.0,1007992576.0,1091702272.0,1144137600.0,1136859392.0,1039922624.0,886359040.0,741674752.0,628027648.0,541531776.0,482473408.0,445068928.0,403465024.0,418392192.0
2014,140.55271911621094,403469984.0,403531328.0,403748160.0,404383872.0,405379456.0,406451712.0,407485952.0,408529664.0,409959712.0,411621888.0,413282272.0,415162432.0,417411200.0,420494048.0,424969088.0,430617824.0,437974656.0,446919552.0,458144064.0,472885728.0,491540032.0,514310784.0,541368192.0,576629248.0,625766336.0,693233152.0,781140224.0,884951680.0,992993536.0,1079525504.0,1130422656.0,1130447360.0,1051296128.0,904769280.0,763059456.0,646610752.0,560251264.0,497257216.0,454554688.0,403465024.0,423345344.0
2015,140.5954132080078,403470240.0,403532064.0,403747424.0,404413472.0,405527040.0,406634816.0,407754688.0,409003712.0,410535552.0,412296096.0,414042112.0,415844928.0,418567808.0,421745504.0,426240512.0,432310400.0,439565952.0,448197088.0,458884096.0,473552128.0,491628256.0,513625696.0,539385152.0,572177728.0,618233536.0,680300928.0,764961408.0,868443392.0,983946048.0,1079515648.0,1128473600.0,1125557248.0,1052673344.0,912289216.0,773043456.0,655846912.0,569307392.0,505205728.0,462569024.0,403465024.0,429540928.0
2016,140.39932250976562,403470144.0,403532448.0,403808000.0,404522816.0,405724672.0,406923744.0,408246112.0,409653824.0,411438080.0,413381120.0,415207040.0,417318720.0,419758592.0,422875072.0,427473856.0,433627968.0,440634816.0,448908288.0,459466688.0,473518592.0,490989312.0,512262944.0,536632896.0,568369600.0,612328320.0,671895040.0,752509696.0,857721408.0,977954432.0,1077623808.0,1125254912.0,1118840576.0,1049888512.0,915137152.0,777992192.0,661089536.0,574715776.0,509418560.0,467387808.0,403465024.0,435524704.0
2017,140.26705932617188,403470464.0,403563904.0,404001792.0,404765952.0,405881472.0,407314976.0,408825632.0,410532160.0,412378048.0,414376768.0,416185536.0,418233632.0,420656640.0,423932704.0,428573952.0,434188224.0,440962240.0,448879392.0,458949536.0,472665152.0,490198464.0,509823168.0,533395072.0,564391168.0,606407104.0,664034176.0,741809856.0,848109824.0,970118912.0,1070644864.0,1119627008.0,1111576064.0,1047172928.0,918400128.0,783738176.0,668154688.0,581802432.0,516226880.0,473103488.0,403465024.0,443829664.0
2018,140.28883361816406,403470528.0,403644576.0,404217760.0,405198400.0,406312928.0,407699360.0,409384224.0,411211136.0,413099840.0,415229632.0,417113856.0,419240096.0,421848256.0,424720928.0,428955360.0,434579200.0,441114368.0,448372576.0,458272480.0,471877664.0,488483584.0,506175872.0,529270944.0,559095424.0,600088320.0,654264192.0,729295488.0,835076608.0,956527424.0,1055415168.0,1105321344.0,1103767680.0,1045739520.0,930643840.0,798332672.0,682212480.0,593266944.0,525524160.0,480574272.0,403465024.0,457025248.0
2019,140.1929931640625,403470944.0,403787008.0,404706784.0,405571616.0,406601600.0,408015392.0,409950848.0,412110464.0,414353600.0,416620160.0,418367232.0,420235136.0,422282240.0,425441344.0,429442624.0,434376384.0,440007904.0,447243328.0,457388224.0,470944576.0,486284384.0,503716608.0,526381376.0,555269376.0,593450240.0,644551680.0,717426944.0,819826560.0,941635328.0,1039832512.0,1096616960.0,1100164096.0,1044134400.0,939695680.0,805567488.0,693296000.0,603742272.0,534617248.0,487475008.0,403465024.0,472343008.0
2020,140.4028778076172,403471776.0,404023840.0,404976256.0,405641984.0,406840832.0,408626976.0,411113920.0,413684384.0,415798560.0,417494720.0,418988416.0,420645568.0,422619872.0,425408928.0,429109696.0,433713024.0,439424256.0,446581408.0,456306656.0,469365440.0,484259040.0,501496192.0,522577568.0,549531904.0,586166400.0,634515072.0,702414848.0,800135424.0,918772224.0,1017098176.0,1077628416.0,1090560896.0,1044776064.0,952174976.0,824574336.0,712269568.0,624153088.0,550516736.0,500239168.0,403465024.0,494193184.0
2021,140.69046020507812,403473216.0,404156800.0,405121472.0,405852992.0,407135808.0,409654272.0,413032128.0,415545856.0,416762944.0,418100576.0,419400672.0,421020864.0,422787936.0,425276160.0,428719200.0,433297856.0,439000640.0,446032128.0,455420640.0,468274144.0,482348832.0,498408448.0,518001184.0,543947648.0,578694208.0,623797568.0,685683008.0,776913344.0,890152192.0,989080960.0,1053969152.0,1079950336.0,1047601024.0,970997184.0,852059008.0,731975936.0,643718784.0,570453760.0,514418048.0,403465024.0,518864928.0
2022,140.91685485839844,403474144.0,404223328.0,405243840.0,406178496.0,407768992.0,411326144.0,415384800.0,416631520.0,417330080.0,418510048.0,419743744.0,421077184.0,422822944.0,425348192.0,428700864.0,433063104.0,438696416.0,445823488.0,455052672.0,467183616.0,481020992.0,496386592.0,514763136.0,539458688.0,571776832.0,614317440.0,671287808.0,754694272.0,859504704.0,957055488.0,1026264064.0,1064153280.0,1047810176.0,986398848.0,880109888.0,755552640.0,659912960.0,589456768.0,531348416.0,403465024.0,548925248.0
2023,141.13438415527344,403475392.0,404252096.0,405250144.0,406410720.0,408836224.0,413813568.0,417040384.0,417475712.0,417921248.0,419121216.0,420370432.0,421485312.0,422994720.0,425555968.0,428803648.0,433212032.0,438683520.0,445962368.0,454838496.0,466523680.0,479321984.0,494473440.0,512257792.0,535381408.0,566472384.0,605689216.0,659080832.0,733831552.0,829423552.0,921489408.0,993141760.0,1037151552.0,1040200576.0,995268992.0,904854080.0,785240064.0,683267200.0,607023040.0,550918912.0,403465024.0,587356544.0
2024,141.58633422851562,403492992.0,404221824.0,405143680.0,406679776.0,410425088.0,416413440.0,418649536.0,418315232.0,419065920.0,419788608.0,420605248.0,421868448.0,423786240.0,426477504.0,430087840.0,434634624.0,440471104.0,447749344.0,456668032.0,467181984.0,480111904.0,496039488.0,513544384.0,535929856.0,564705280.0,600053952.0,647474176.0,711183424.0,789407552.0,868910720.0,931837440.0,972231808.0,994124032.0,981201920.0,923121536.0,829475008.0,734273216.0,652712384.0,590893312.0,403465024.0,674545408.0
