years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,123.78104400634766,403477504.0,403640448.0,404155264.0,405195936.0,406940256.0,409631584.0,412728640.0,416393952.0,420806656.0,426079872.0,432595904.0,440598176.0,449771008.0,460731232.0,473762976.0,488459296.0,505408288.0,525084160.0,545520128.0,564500032.0,583829376.0,606494400.0,632348096.0,663169600.0,700545152.0,743894272.0,788847616.0,833857664.0,865229568.0,872649216.0,858974080.0,822150080.0,766687424.0,702566336.0,629533312.0,563300160.0,508465792.0,473593920.0,449537728.0,403465024.0,442217440.0
1995,125.55799865722656,403477312.0,403655840.0,404207520.0,405202336.0,406907168.0,409635296.0,412669888.0,416278816.0,420705408.0,425758080.0,432181984.0,439946816.0,449267072.0,459567008.0,472355200.0,486598592.0,502942848.0,521794208.0,541659008.0,559961344.0,576657088.0,596864128.0,619240448.0,645021568.0,676613120.0,715336640.0,757532608.0,801362944.0,845293952.0,867987776.0,870135552.0,849206400.0,805699072.0,747900032.0,678483520.0,604898624.0,539783168.0,492258112.0,463126176.0,403465024.0,455472672.0
1996,127.2807846069336,403478336.0,403675264.0,404208800.0,405192256.0,406885024.0,409621568.0,412594112.0,416131104.0,420449280.0,425494112.0,431728448.0,439277696.0,448496768.0,458656288.0,470946304.0,484643200.0,500611680.0,518608448.0,537404864.0,554960704.0,569708288.0,588715840.0,608637376.0,630683648.0,657896192.0,691103936.0,730404416.0,773993216.0,819322368.0,855497344.0,872667072.0,867669376.0,836222336.0,787633856.0,723431680.0,647835904.0,577283456.0,516319680.0,477008320.0,403465024.0,470697536.0
1997,128.92608642578125,403478208.0,403683200.0,404191232.0,405175040.0,406934208.0,409599424.0,412580288.0,416005632.0,420210560.0,425220608.0,431383616.0,438633632.0,447682272.0,457715520.0,469493952.0,482912480.0,498208000.0,515594560.0,533531328.0,550402432.0,564126592.0,581204288.0,599932352.0,618668160.0,643392000.0,672226624.0,706823808.0,748275712.0,792312640.0,835662272.0,865267648.0,876323328.0,861789440.0,822226816.0,766304640.0,692741760.0,616181824.0,546776448.0,494667264.0,403465024.0,487294816.0
1998,130.5276336669922,403477984.0,403686080.0,404148320.0,405114048.0,406930368.0,409581696.0,412578944.0,415932608.0,420080064.0,424986752.0,431124928.0,438047616.0,446801216.0,456806080.0,468212512.0,481313760.0,496181664.0,512400608.0,529385536.0,545708544.0,558860608.0,574957824.0,592152256.0,609320128.0,630515136.0,656681344.0,687291072.0,724587712.0,767567360.0,811735936.0,850239872.0,875696512.0,877782784.0,850902272.0,805126272.0,738274176.0,657675264.0,581988672.0,517616768.0,403465024.0,505547200.0
1999,132.06951904296875,403477984.0,403675360.0,404120672.0,405052800.0,406842816.0,409566432.0,412599296.0,415882592.0,419916352.0,424814208.0,430695360.0,437561792.0,446036384.0,455873472.0,466763328.0,479631488.0,493979744.0,509587776.0,525682624.0,541168960.0,554384256.0,569708608.0,585894272.0,601346560.0,620977152.0,643235456.0,671291968.0,705296000.0,744249088.0,787640960.0,830525568.0,864676672.0,883132032.0,872360320.0,836965504.0,778848768.0,702575616.0,619261824.0,546568640.0,403465024.0,527934240.0
2000,133.5382537841797,403477920.0,403666176.0,404088224.0,404981760.0,406721280.0,409439424.0,412618880.0,415916608.0,419887776.0,424650368.0,430287712.0,437026304.0,445155328.0,454769184.0,465487232.0,478063264.0,491856704.0,507336608.0,522239552.0,536928960.0,549949312.0,564909568.0,580130112.0,594607232.0,612047872.0,632306368.0,657141760.0,689448192.0,725641344.0,765796736.0,809691712.0,848889088.0,879476032.0,885176448.0,862041600.0,815214144.0,745263808.0,659566912.0,578163008.0,403465024.0,552391744.0
2001,134.86111450195312,403477888.0,403657440.0,404065152.0,404931424.0,406636864.0,409289344.0,412453504.0,415744768.0,419822208.0,424537280.0,429971840.0,436383872.0,444246656.0,453748128.0,464369728.0,476273408.0,489239680.0,504151168.0,518759424.0,533081888.0,546432704.0,560868864.0,575062144.0,589891200.0,605897664.0,624221056.0,647626688.0,677486016.0,711667072.0,749626048.0,791863936.0,834904192.0,871325504.0,886841792.0,877444032.0,839673472.0,777460224.0,696363392.0,609462272.0,403465024.0,582237696.0
2002,136.0748291015625,403478656.0,403651904.0,404054464.0,404897888.0,406581600.0,409231360.0,412360160.0,415593568.0,419508736.0,424104448.0,429790848.0,436372480.0,443959072.0,452959264.0,463183008.0,474553568.0,487473248.0,501476992.0,516142976.0,530092896.0,543024768.0,556439680.0,571264896.0,585017472.0,600207616.0,617337280.0,638724544.0,666670272.0,698689408.0,734524416.0,776471744.0,820393344.0,861826048.0,885775616.0,888003264.0,863115008.0,806697344.0,731512832.0,640488448.0,403465024.0,615259456.0
2003,137.2353973388672,403480320.0,403661632.0,404066880.0,404924032.0,406582592.0,409244672.0,412328992.0,415503424.0,419439104.0,424025280.0,429673248.0,436216960.0,443866400.0,452450592.0,462390720.0,473454080.0,485980352.0,499356128.0,513496160.0,527163648.0,539231040.0,552154368.0,567155200.0,580262848.0,594030400.0,610180160.0,629959168.0,654956736.0,685193344.0,719691456.0,759780672.0,804424320.0,848887552.0,881222656.0,892286656.0,882673024.0,837080128.0,766428736.0,677344960.0,403465024.0,654102912.0
2004,138.2659454345703,403485824.0,403687680.0,404079936.0,404937312.0,406622592.0,409265568.0,412353952.0,415563872.0,419499808.0,424161024.0,429721248.0,436078144.0,443687552.0,452213856.0,461826432.0,472317216.0,484280640.0,497240928.0,511056544.0,523985216.0,536308800.0,548160640.0,562510848.0,575957056.0,588570816.0,603531328.0,621911232.0,644598464.0,673408768.0,707206976.0,744656320.0,787852288.0,834963840.0,874116864.0,894734464.0,895713024.0,862490880.0,797286016.0,711404544.0,403465024.0,696319552.0
2005,139.38760375976562,403493312.0,403695232.0,404075584.0,404892320.0,406580128.0,409245120.0,412379360.0,415590080.0,419456192.0,424068224.0,429416832.0,435691232.0,443009536.0,451303456.0,460682464.0,470974848.0,482900416.0,495333856.0,508070688.0,520830080.0,533735424.0,545133376.0,557771392.0,571556160.0,584632000.0,598496192.0,615392448.0,636995520.0,662998144.0,695930112.0,730605824.0,772703040.0,818996480.0,864548288.0,894848448.0,905241280.0,884720640.0,828478976.0,744533056.0,403465024.0,744921024.0
2006,140.2993621826172,403495168.0,403716864.0,404070176.0,404905728.0,406563264.0,409286656.0,412484288.0,415728480.0,419399424.0,424124032.0,429362304.0,435505376.0,442583168.0,450562688.0,459532544.0,469583168.0,481192512.0,493147424.0,505375392.0,518172096.0,530499744.0,542162688.0,554780288.0,568359168.0,582181248.0,595254144.0,610597760.0,630625600.0,656567488.0,687080960.0,720866560.0,760426752.0,805277568.0,853369600.0,891903616.0,909312512.0,899118720.0,852412096.0,772531840.0,403465024.0,793248640.0
2007,141.16104125976562,403497152.0,403726656.0,404085344.0,404933312.0,406609440.0,409337696.0,412540480.0,415806080.0,419481984.0,424242688.0,429439104.0,435316160.0,442378336.0,450159808.0,458870944.0,468625088.0,479847616.0,491142432.0,502804832.0,515378496.0,527647232.0,539336064.0,551389696.0,564626304.0,577427008.0,591409408.0,605972096.0,624650432.0,649557504.0,678103040.0,710900864.0,748619264.0,793906624.0,842842432.0,887755904.0,913246208.0,910440640.0,875260352.0,799125248.0,403465024.0,844052416.0
2008,141.8889617919922,403495872.0,403725376.0,404134688.0,404980960.0,406699872.0,409382784.0,412640768.0,416009344.0,419668288.0,424297120.0,429540960.0,435387680.0,442475328.0,450150624.0,458390848.0,467361472.0,478077056.0,489520864.0,500702432.0,513151040.0,525093216.0,535996416.0,548097408.0,560869120.0,573425984.0,587171200.0,602889600.0,619703552.0,643188544.0,671219712.0,702332160.0,739264320.0,783645184.0,833424000.0,882637824.0,915056448.0,918928640.0,892445056.0,821955520.0,403465024.0,892925568.0
2009,142.54733276367188,403495040.0,403725824.0,404173632.0,405017056.0,406749536.0,409457888.0,412679424.0,416088256.0,419641728.0,424149568.0,429638240.0,435781696.0,442625664.0,449841344.0,457691840.0,466450112.0,476693984.0,487749056.0,498733984.0,510407424.0,522108704.0,533284384.0,544660288.0,557330240.0,570094080.0,583945216.0,599746048.0,617039488.0,637997760.0,665821440.0,696604352.0,733379328.0,776386688.0,825862656.0,878755584.0,915764096.0,924126208.0,901867776.0,839342080.0,403465024.0,940006976.0
2010,142.45046997070312,403493088.0,403747456.0,404234368.0,405116800.0,406986752.0,409718336.0,412962464.0,416301568.0,419844352.0,424452512.0,430211296.0,436385088.0,442980160.0,449727008.0,457702432.0,466260192.0,476240032.0,486892288.0,497730816.0,509035264.0,521143808.0,532986528.0,544349760.0,556919808.0,570234688.0,584696960.0,599936000.0,618963840.0,639863232.0,666210496.0,697623936.0,733182144.0,774409984.0,823137920.0,871680064.0,905424512.0,913378752.0,894030912.0,838725504.0,403465024.0,966418624.0
2011,143.38943481445312,403490656.0,403740992.0,404281056.0,405222272.0,407007712.0,409802592.0,413037152.0,416416928.0,420006208.0,424431488.0,429905728.0,436093440.0,442342688.0,448862976.0,456514816.0,464802400.0,473462848.0,483816768.0,494327552.0,504934016.0,517087200.0,529156544.0,540133568.0,552411648.0,565283648.0,580121664.0,595613504.0,614087808.0,635510848.0,660269952.0,690185920.0,725958720.0,768280128.0,817342464.0,869675392.0,908847488.0,923021568.0,907690880.0,856751488.0,403465024.0,1020880448.0
2012,144.07369995117188,403490400.0,403738336.0,404381024.0,405340000.0,407148128.0,409913408.0,413195200.0,416595712.0,420091296.0,424315200.0,429687584.0,435684352.0,441841472.0,448357952.0,455585216.0,463438688.0,471987680.0,481822720.0,492657472.0,503450816.0,514895872.0,526882144.0,538008320.0,549831424.0,562576064.0,576319168.0,591785216.0,609012480.0,628733888.0,653543808.0,681828544.0,716789184.0,760521344.0,809653696.0,864873728.0,907834944.0,926703680.0,917487936.0,872315648.0,403465024.0,1078746752.0
2013,144.368408203125,403489024.0,403694048.0,404221536.0,405204288.0,407086144.0,409881344.0,413150176.0,416582976.0,420098624.0,424369600.0,429568640.0,435295584.0,441660800.0,447909952.0,454826048.0,462737792.0,471478176.0,481752864.0,492932800.0,503605824.0,515039840.0,526526784.0,537513088.0,548435328.0,559724032.0,571744768.0,586740224.0,604098112.0,623636864.0,647820416.0,678502464.0,713405568.0,759266944.0,811190080.0,863462144.0,905307712.0,923507520.0,912787648.0,867100992.0,403465024.0,1109003520.0
2014,145.0392303466797,403484992.0,403691488.0,404293280.0,405363456.0,407350240.0,410162368.0,413367264.0,416779776.0,420420992.0,424532416.0,429261056.0,434904640.0,441154720.0,447173792.0,454109760.0,461823040.0,470374784.0,480167360.0,490416192.0,501031456.0,512573056.0,523699264.0,534355360.0,545414336.0,556372544.0,568102080.0,582958976.0,599811200.0,618995904.0,641639104.0,671220032.0,705881344.0,750095360.0,802833920.0,856792192.0,904101312.0,929438144.0,925655104.0,883740928.0,403465024.0,1165749760.0
2015,145.4220733642578,403494048.0,403754784.0,404431936.0,405636800.0,407807744.0,410553376.0,413854848.0,417344768.0,420921344.0,424916448.0,429871680.0,435642400.0,441769856.0,448165120.0,454968128.0,462263488.0,470544224.0,479512032.0,488972928.0,499247200.0,509288800.0,519031296.0,529366272.0,540546944.0,552266496.0,564265600.0,577637888.0,593851200.0,612556800.0,633473152.0,662088832.0,695750784.0,736648768.0,788683904.0,844542464.0,897389184.0,930431616.0,935438336.0,902115712.0,403465024.0,1243995136.0
2016,145.75759887695312,403506560.0,403880928.0,404565152.0,405997440.0,408367392.0,411377280.0,414794912.0,418263808.0,421867488.0,426101536.0,430722336.0,436150336.0,441836352.0,447672704.0,454349152.0,461197088.0,468177472.0,476497280.0,485335264.0,495041408.0,505191040.0,515526592.0,525399584.0,536212416.0,547901888.0,559900672.0,573531456.0,588323584.0,606688640.0,628079616.0,654134272.0,687017984.0,727366336.0,777394752.0,835887296.0,893457856.0,932656832.0,943528320.0,916249088.0,403465024.0,1314150528.0
2017,146.141845703125,403537312.0,404017984.0,404652384.0,406268128.0,408815456.0,411975616.0,415430656.0,418920640.0,422587040.0,426714592.0,431125888.0,436196960.0,441444544.0,446964704.0,453186592.0,459327360.0,466189792.0,474388992.0,483418176.0,492899232.0,502887264.0,512339008.0,522329216.0,532947424.0,543657664.0,555403264.0,569133312.0,583177856.0,600663488.0,621374144.0,646733376.0,678815296.0,719994368.0,768907008.0,827577984.0,889223168.0,933952000.0,951957760.0,930491008.0,403465024.0,1377791616.0
2018,146.6326446533203,403554272.0,404034016.0,404596672.0,406148064.0,409123648.0,412631360.0,416214176.0,419858624.0,423539840.0,427293312.0,431678240.0,436187200.0,441181760.0,446420032.0,452220032.0,458021376.0,464744000.0,472623648.0,481407104.0,490241664.0,499494144.0,508434144.0,518581152.0,529493280.0,540289408.0,551548288.0,564722112.0,578804288.0,595141824.0,616169856.0,640275904.0,671715200.0,711474624.0,760163904.0,818969600.0,883331008.0,934697344.0,959771840.0,943589824.0,403465024.0,1441541376.0
2019,146.93075561523438,403541984.0,404012480.0,404522560.0,405992640.0,409045024.0,413426080.0,417356352.0,421267904.0,424828512.0,428470272.0,432539200.0,437068608.0,441435904.0,446613408.0,451978528.0,457459424.0,463532832.0,471066208.0,479402816.0,488003136.0,496590528.0,505772096.0,516131616.0,525767968.0,536040576.0,547603072.0,560482048.0,574683776.0,590476352.0,610577856.0,634089792.0,665091968.0,704204160.0,752287360.0,810371776.0,875804224.0,930659328.0,957840128.0,945969088.0,403465024.0,1519435264.0
2020,147.2363739013672,403535168.0,404000736.0,404490752.0,405875328.0,408976384.0,413707808.0,419000544.0,423487648.0,426984512.0,430062688.0,433286720.0,437031424.0,441312352.0,445906400.0,450414656.0,455477760.0,461173440.0,468245216.0,476354112.0,484933088.0,493664128.0,503135776.0,513484288.0,523740832.0,533761184.0,545476544.0,558130240.0,572205056.0,587761152.0,606474624.0,629692288.0,659301056.0,698129024.0,744203328.0,802008512.0,866321280.0,923451392.0,955206656.0,945863424.0,403465024.0,1600114816.0
2021,147.41700744628906,403534528.0,403988224.0,404603424.0,405907776.0,408782240.0,413735104.0,419732224.0,425802880.0,429934592.0,432071872.0,434425792.0,437091392.0,440330752.0,444493632.0,449160672.0,453962656.0,459333952.0,466091264.0,473983360.0,482401472.0,491457216.0,501176320.0,511086080.0,522022016.0,532669120.0,543786432.0,556379904.0,570153920.0,584713536.0,603087744.0,625504512.0,654231872.0,691708288.0,737469568.0,792690432.0,855671488.0,913640768.0,948599296.0,941576576.0,403465024.0,1680276736.0
2022,147.4314422607422,403521856.0,403970368.0,404711360.0,406097792.0,408771680.0,413395008.0,420201312.0,427539872.0,432823552.0,434469696.0,435227040.0,437140128.0,440062016.0,443834176.0,448008352.0,452842080.0,458170176.0,464874240.0,472424064.0,480433440.0,489913824.0,499704416.0,509500992.0,520331104.0,531316960.0,542787008.0,554399872.0,567465856.0,582416064.0,600330496.0,622412544.0,650846976.0,687541824.0,732927744.0,787528960.0,848077824.0,904474880.0,939509952.0,934399744.0,403465024.0,1743086592.0
2023,147.38990783691406,403514400.0,403957472.0,404821440.0,406445952.0,409063584.0,413404544.0,420347072.0,428655328.0,434961280.0,436441440.0,436055840.0,437069312.0,439562432.0,443020416.0,447030240.0,451911840.0,457498688.0,464268352.0,471395584.0,479624960.0,488898176.0,498239520.0,508384544.0,519228800.0,530315936.0,541164864.0,552505984.0,565611904.0,579705792.0,597329792.0,620165312.0,648094016.0,684795264.0,727624704.0,780823680.0,841402880.0,895525696.0,930432384.0,926253504.0,403465024.0,1802437504.0
2024,146.90457153320312,403507360.0,403935424.0,404981280.0,406603936.0,409357184.0,413686144.0,420862336.0,430461504.0,437398976.0,437688960.0,436153216.0,436987104.0,439295744.0,442695552.0,447002976.0,452092448.0,457650432.0,464090336.0,471429024.0,479448544.0,488938976.0,498648224.0,509311840.0,520576096.0,532210752.0,543725952.0,555375296.0,568184192.0,581176192.0,599031744.0,621587328.0,649748480.0,683357952.0,725719616.0,775666880.0,830530176.0,880582912.0,910457344.0,905877504.0,403465024.0,1850791936.0
