years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,125.82351684570312,22172412.0,22341628.0,22444068.0,22589136.0,23099000.0,23925476.0,24494084.0,25141280.0,25808084.0,26459742.0,27111326.0,27704120.0,28496692.0,29484360.0,30727024.0,31989482.0,33474516.0,35447032.0,37400600.0,39593276.0,41847096.0,44965764.0,48693852.0,53304400.0,60019788.0,70416360.0,85058736.0,101906312.0,115514184.0,122964416.0,121754992.0,111555944.0,91702160.0,71603048.0,55771552.0,43044240.0,35544364.0,29927848.0,26324092.0,22169808.0,22557496.0
1995,126.21437072753906,22172142.0,22330464.0,22437104.0,22557686.0,22987920.0,23841582.0,24503030.0,25159844.0,25785072.0,26424356.0,27137476.0,27725290.0,28494744.0,29429602.0,30539044.0,31967108.0,33370668.0,35105984.0,37428192.0,39527340.0,41812760.0,44620080.0,48169108.0,53173960.0,59886332.0,70278440.0,85757856.0,102795856.0,116620952.0,123466424.0,121892528.0,111597544.0,92352272.0,71862096.0,55887560.0,43527152.0,35491812.0,30520648.0,26613060.0,22169808.0,22893160.0
1996,126.49382781982422,22172146.0,22324700.0,22428566.0,22544176.0,22908328.0,23742088.0,24496136.0,25117172.0,25725622.0,26422420.0,27084452.0,27687572.0,28494804.0,29445636.0,30522912.0,31954808.0,33297228.0,34923240.0,37175520.0,39379784.0,41861488.0,44608080.0,48135936.0,53224912.0,60496160.0,70763720.0,86414168.0,103940240.0,116602688.0,123515680.0,120703296.0,111680176.0,92768784.0,72484016.0,56080268.0,43182896.0,35573948.0,30708822.0,26866738.0,22169808.0,23366844.0
1997,126.81948852539062,22172164.0,22317550.0,22410200.0,22553988.0,22847594.0,23557310.0,24450584.0,25057822.0,25688484.0,26403840.0,27087944.0,27714346.0,28481634.0,29437060.0,30514050.0,31851964.0,33306472.0,34882972.0,36991968.0,39059668.0,41617948.0,44381168.0,48262800.0,53422380.0,60934896.0,71465328.0,87669312.0,105103280.0,116486696.0,122616832.0,119397024.0,110562384.0,93364256.0,73295968.0,57109304.0,43752888.0,35687992.0,30647956.0,27205292.0,22169808.0,23934630.0
1998,127.17411804199219,22171906.0,22309770.0,22401512.0,22561460.0,22802954.0,23334776.0,24290784.0,25012396.0,25683628.0,26385098.0,27096104.0,27686090.0,28495712.0,29471172.0,30472456.0,31874116.0,33183666.0,34760792.0,36730408.0,38949188.0,41448088.0,44324416.0,48135540.0,53501652.0,61492928.0,72195024.0,88274056.0,105735280.0,117196904.0,122412640.0,118474112.0,109565856.0,94150880.0,73937904.0,57429852.0,44196008.0,35884056.0,30722668.0,27433880.0,22169808.0,24520112.0
1999,127.50386047363281,22171632.0,22298512.0,22397838.0,22554004.0,22754262.0,23206136.0,24163552.0,24964538.0,25639006.0,26331236.0,27031964.0,27652282.0,28500480.0,29468580.0,30488040.0,31920976.0,33247238.0,34699868.0,36532056.0,38855212.0,41305140.0,44135252.0,48179360.0,53286800.0,61865248.0,73226200.0,88628040.0,105624208.0,117497672.0,122376704.0,117897240.0,108824960.0,94283792.0,75192512.0,57498344.0,44815272.0,36381848.0,30489200.0,27628814.0,22169808.0,25028432.0
2000,127.9136962890625,22171504.0,22291216.0,22407096.0,22527312.0,22732104.0,23151202.0,23990520.0,24874472.0,25538222.0,26152924.0,26952932.0,27709888.0,28429084.0,29577168.0,30492232.0,31894726.0,33252836.0,34649324.0,36333036.0,38653728.0,41102596.0,44060696.0,47958988.0,53139788.0,61879796.0,73662080.0,89271480.0,105486880.0,118061392.0,122017744.0,117505208.0,108050608.0,94375112.0,77384400.0,58040360.0,45376408.0,37105176.0,30509536.0,27690636.0,22169808.0,25642276.0
2001,128.39108276367188,22171212.0,22284824.0,22409344.0,22493152.0,22719110.0,23085996.0,23796944.0,24709740.0,25454700.0,26037538.0,26916852.0,27719710.0,28411720.0,29553990.0,30500932.0,31761088.0,33231704.0,34598876.0,36109308.0,38491752.0,41036568.0,44001580.0,47816684.0,53061384.0,61828540.0,73557336.0,89358960.0,105716240.0,118711480.0,122305872.0,117315216.0,106706648.0,94958464.0,78626752.0,59341064.0,46017252.0,37786728.0,30952492.0,27820216.0,22169808.0,26427612.0
2002,129.209228515625,22171330.0,22282076.0,22403536.0,22476752.0,22664328.0,23013426.0,23632760.0,24524180.0,25330936.0,25937182.0,26722528.0,27675838.0,28287084.0,29353284.0,30358328.0,31559444.0,33153604.0,34502136.0,35994576.0,38048832.0,40723096.0,43625016.0,47554404.0,52821148.0,61094064.0,72945296.0,88304592.0,104895360.0,118954424.0,123763304.0,118907848.0,107705632.0,95335816.0,79955520.0,61634056.0,47854648.0,38598632.0,31986340.0,27974016.0,22169808.0,27299888.0
2003,129.87347412109375,22170948.0,22275384.0,22391768.0,22464632.0,22640638.0,22936218.0,23490320.0,24335156.0,25212100.0,25859876.0,26567680.0,27592386.0,28222368.0,29161888.0,30307192.0,31493560.0,33092408.0,34429092.0,35948464.0,37844568.0,40372272.0,43341088.0,47310884.0,52883684.0,60978920.0,72580784.0,88227136.0,104501824.0,119112256.0,123753104.0,119226096.0,107213776.0,95874888.0,80950936.0,62900324.0,49697408.0,40003984.0,32458128.0,28557500.0,22169808.0,28749084.0
2004,130.62796020507812,22170732.0,22264802.0,22376350.0,22453594.0,22625106.0,22887684.0,23383884.0,24133428.0,25063970.0,25708460.0,26459856.0,27489472.0,28190988.0,29043796.0,30158900.0,31393696.0,32920792.0,34321248.0,35927352.0,37620000.0,40063528.0,43029592.0,47164304.0,52758644.0,60594128.0,72317888.0,87578136.0,103907664.0,118777000.0,123534176.0,119105944.0,107240640.0,95949664.0,82508408.0,64272380.0,51987188.0,41530572.0,34054256.0,29083588.0,22169808.0,30487782.0
2005,131.5474090576172,22170536.0,22255952.0,22361692.0,22442594.0,22607168.0,22860280.0,23250320.0,23972848.0,24866434.0,25602516.0,26328168.0,27259522.0,28128628.0,28929316.0,29943762.0,31252702.0,32650066.0,34249180.0,35824184.0,37377028.0,39791880.0,42726832.0,46814872.0,52366248.0,60330040.0,71831088.0,86856744.0,103499544.0,116928760.0,122897424.0,118148528.0,107675568.0,97194336.0,83870608.0,66982832.0,54244928.0,43423896.0,36227580.0,30428220.0,22169808.0,32262718.0
2006,132.66355895996094,22170212.0,22247920.0,22338320.0,22420370.0,22585756.0,22816878.0,23161048.0,23809276.0,24645988.0,25498672.0,26163280.0,26933664.0,27980114.0,28869948.0,29724556.0,31063320.0,32551620.0,34135308.0,35789204.0,37320592.0,39311392.0,42493000.0,46352488.0,51570712.0,59622984.0,70905464.0,85005480.0,102229840.0,114293992.0,122917840.0,116726024.0,109420296.0,97939888.0,86689304.0,69940744.0,56782736.0,46038904.0,38122784.0,32603688.0,22169808.0,34404596.0
2007,133.9871368408203,22170110.0,22238626.0,22326434.0,22395420.0,22549420.0,22749960.0,23085738.0,23675556.0,24442822.0,25233834.0,25869566.0,26616416.0,27656940.0,28720892.0,29644664.0,30885150.0,32275882.0,33989688.0,35746684.0,37267336.0,39308924.0,42007568.0,45513868.0,50477776.0,57988720.0,69360216.0,84144496.0,101881664.0,113774712.0,121625984.0,116213072.0,109323592.0,98242640.0,87783784.0,74864880.0,59113884.0,49424016.0,39772040.0,35110544.0,22169808.0,38073456.0
2008,135.5673065185547,22170042.0,22228052.0,22316058.0,22370412.0,22505388.0,22695212.0,23051208.0,23544904.0,24259178.0,24972246.0,25629100.0,26279890.0,27316824.0,28351302.0,29533964.0,30745608.0,31983288.0,33681012.0,35526760.0,37215368.0,39115240.0,41315192.0,44695528.0,49094192.0,55642840.0,67314584.0,81978056.0,100332808.0,114512856.0,120776768.0,117203968.0,108930864.0,99258048.0,87325200.0,77359480.0,64974224.0,51955776.0,42476376.0,36966536.0,22169808.0,45468928.0
2009,137.45614624023438,22170126.0,22214990.0,22295724.0,22342456.0,22460118.0,22654972.0,22988038.0,23409672.0,24062152.0,24760358.0,25444178.0,26016652.0,26947370.0,27971776.0,29237904.0,30552048.0,31979506.0,33419072.0,35162028.0,36814232.0,38661160.0,40619532.0,43967376.0,47656536.0,53557304.0,64085016.0,79045632.0,97047616.0,114174320.0,121576976.0,118618128.0,108205968.0,99977648.0,87829344.0,76949296.0,68751472.0,58149456.0,46594144.0,39455448.0,22169808.0,57394168.0
2010,139.71107482910156,22169976.0,22203666.0,22273440.0,22313456.0,22410878.0,22589878.0,22922548.0,23274472.0,23870740.0,24493758.0,25333778.0,25831648.0,26771612.0,27731060.0,28739676.0,30275532.0,31834264.0,33263194.0,34828788.0,36430904.0,38014268.0,39709208.0,42739720.0,46617864.0,51887536.0,60461920.0,74346624.0,92683352.0,110838584.0,122164088.0,121435264.0,109990384.0,99227136.0,88617072.0,76789944.0,70321216.0,60371852.0,52529276.0,45583720.0,22169808.0,74382400.0
2011,142.36282348632812,22169940.0,22191772.0,22261144.0,22342520.0,22435862.0,22593828.0,22873282.0,23203232.0,23817920.0,24317428.0,25155160.0,25700254.0,26576440.0,27673862.0,28503954.0,29867368.0,31459222.0,32953256.0,34497380.0,35931588.0,37157028.0,38653136.0,41407996.0,44869688.0,49341532.0,56519260.0,68625368.0,85825632.0,105398672.0,119217088.0,123333728.0,114837792.0,102148816.0,89375040.0,78868384.0,69115440.0,60049344.0,52465288.0,50093256.0,22169808.0,107773968.0
2012,145.43434143066406,22169948.0,22193260.0,22272778.0,22331184.0,22380830.0,22527440.0,22820816.0,23175086.0,23772876.0,24209554.0,25030058.0,25534428.0,26264796.0,27394724.0,28398828.0,29561928.0,31151168.0,32481040.0,34142024.0,35575280.0,36733340.0,38450772.0,40480500.0,43571188.0,47192144.0,52889656.0,63379624.0,78572320.0,95792984.0,111764240.0,119813784.0,117230712.0,108380240.0,96450376.0,82055088.0,72027488.0,64276032.0,51642152.0,47210000.0,22169808.0,155801184.0
2013,147.9369354248047,22170352.0,22222872.0,22275268.0,22300302.0,22361122.0,22516588.0,22814606.0,23142036.0,23750148.0,24243464.0,24934068.0,25392030.0,26036780.0,27020628.0,28138424.0,29275568.0,30767408.0,32219854.0,33817544.0,35317228.0,36848680.0,38245748.0,40004704.0,42485624.0,45971176.0,51017804.0,59466932.0,73243200.0,89578976.0,106143072.0,115089680.0,114152640.0,108610064.0,100326488.0,86438944.0,75516296.0,66256416.0,56196800.0,49067336.0,22169808.0,190828368.0
2014,149.89254760742188,22172204.0,22242116.0,22268348.0,22292734.0,22368844.0,22570992.0,22774538.0,23121448.0,23784374.0,24230936.0,24859688.0,25300098.0,25872688.0,26765636.0,27972016.0,29075188.0,30391600.0,32021560.0,33596008.0,35110696.0,36531124.0,38153248.0,39699388.0,41850140.0,45008472.0,50111696.0,57350368.0,69752824.0,85147352.0,100082272.0,111924584.0,112722680.0,108407112.0,100272872.0,88819400.0,76985800.0,67018888.0,58311272.0,50702468.0,22169808.0,222298720.0
2015,151.1377410888672,22177922.0,22247224.0,22268470.0,22350002.0,22415472.0,22525102.0,22786878.0,23088242.0,23662502.0,24307608.0,24787796.0,25299264.0,25786520.0,26693540.0,27872156.0,29049800.0,30345152.0,31789940.0,33304482.0,35132312.0,36470736.0,37875320.0,39742240.0,41834512.0,44986404.0,49620604.0,56068064.0,67518472.0,82145024.0,95907336.0,109451936.0,111926704.0,107984808.0,100297936.0,88648240.0,76713256.0,65284704.0,57960496.0,53563628.0,22169808.0,247518112.0
2016,152.46719360351562,22184984.0,22248660.0,22307732.0,22351162.0,22425276.0,22549164.0,22768478.0,23030126.0,23556398.0,24327594.0,24787994.0,25282244.0,25803348.0,26655248.0,27793766.0,29004980.0,30324940.0,31698104.0,33088552.0,35083640.0,36522152.0,37697192.0,39854228.0,41843664.0,45039584.0,49223712.0,55037504.0,65000316.0,79512312.0,93239776.0,106265112.0,109313416.0,105243296.0,98445008.0,89175112.0,76918552.0,65370508.0,58722096.0,53470260.0,22169808.0,277159872.0
2017,154.24034118652344,22188788.0,22271380.0,22307400.0,22364384.0,22454846.0,22551684.0,22720912.0,22974420.0,23483904.0,24323128.0,24768440.0,25419556.0,25841200.0,26619796.0,27608552.0,28873848.0,30104508.0,31620436.0,32997886.0,34946080.0,36386468.0,37804364.0,39580084.0,41549840.0,44394364.0,48049048.0,53487296.0,62035520.0,75513464.0,90447136.0,101775576.0,104774336.0,100182864.0,96038216.0,89498960.0,80085304.0,69565680.0,63002512.0,56931316.0,22169808.0,305739520.0
2018,155.68002319335938,22189888.0,22288838.0,22311668.0,22396706.0,22468868.0,22536888.0,22685056.0,22917824.0,23470562.0,24336782.0,24867384.0,25377976.0,25981512.0,26662144.0,27445668.0,28604118.0,29954384.0,31491124.0,32974976.0,35031348.0,36382340.0,37577672.0,39153064.0,41064792.0,43696416.0,47230372.0,52277936.0,59700264.0,71751024.0,87612080.0,98170792.0,102354080.0,97717976.0,93049312.0,89654608.0,82017376.0,71744400.0,64868176.0,60234992.0,22169808.0,329477376.0
2019,156.26622009277344,22192444.0,22297122.0,22328458.0,22420816.0,22471632.0,22526588.0,22705898.0,22920040.0,23385604.0,24161964.0,25120984.0,25546708.0,25991278.0,26578408.0,27415358.0,28476902.0,29878478.0,31720236.0,33154036.0,35044252.0,36240368.0,37421296.0,38761824.0,40860040.0,43316512.0,46700388.0,51336832.0,58447820.0,69246704.0,84763744.0,96515968.0,103138144.0,99329264.0,94408864.0,89578048.0,81523408.0,71332216.0,64186536.0,60337784.0,22169808.0,338537280.0
2020,156.421142578125,22196394.0,22305584.0,22356558.0,22425934.0,22471402.0,22572548.0,22733362.0,22967024.0,23347456.0,24051854.0,24979552.0,25666872.0,26130284.0,26742872.0,27673170.0,28578294.0,29833848.0,31504920.0,33139328.0,34995632.0,36230252.0,37505716.0,38620852.0,40483512.0,43023448.0,46622512.0,50883708.0,57463144.0,67251640.0,81467936.0,96410832.0,104886416.0,102502112.0,96083536.0,89803056.0,81202904.0,71448472.0,64674544.0,62107496.0,22169808.0,336708864.0
2021,157.0260467529297,22191576.0,22325756.0,22378694.0,22431014.0,22484850.0,22629788.0,22766784.0,23003032.0,23338392.0,24074472.0,24736136.0,25577404.0,26371140.0,26979224.0,27612568.0,28414278.0,29711632.0,31443414.0,32856508.0,34708320.0,36108944.0,37300828.0,38761956.0,40393908.0,43005712.0,46623568.0,50739516.0,56902440.0,65524068.0,78328592.0,92847496.0,104676880.0,104535936.0,98569152.0,90660600.0,81821760.0,71275040.0,64811044.0,60671780.0,22169808.0,346894784.0
2022,157.9022674560547,22188040.0,22351682.0,22382728.0,22443300.0,22487064.0,22686662.0,22819928.0,23030260.0,23471264.0,24212528.0,24642208.0,25341346.0,26150148.0,26761538.0,27529086.0,28456318.0,29620272.0,31269200.0,32677860.0,34454928.0,35939644.0,37262732.0,39113084.0,40587092.0,42943160.0,46535044.0,51321040.0,56802728.0,64113728.0,75275352.0,89637832.0,103033648.0,105546112.0,98481600.0,90592480.0,82311656.0,73050080.0,65773728.0,60475880.0,22169808.0,360466112.0
2023,158.6982421875,22185832.0,22369088.0,22378998.0,22435294.0,22509144.0,22735732.0,22920454.0,23215510.0,23598574.0,24181316.0,24562680.0,25287096.0,25873950.0,26564224.0,27585016.0,28565536.0,29734474.0,31150844.0,32834330.0,34223924.0,35741276.0,37318752.0,38937936.0,40934028.0,43410932.0,46954584.0,51629664.0,56355128.0,63026440.0,72921120.0,84279648.0,97818720.0,102542904.0,96396872.0,90580192.0,85780792.0,76866488.0,68979808.0,62881588.0,22169808.0,372597984.0
2024,157.3563995361328,22188936.0,22377172.0,22377144.0,22431508.0,22552316.0,22852964.0,23060812.0,23351032.0,23745118.0,24262050.0,24815972.0,25190846.0,25804316.0,26450828.0,27577008.0,28882350.0,30100796.0,31259594.0,32660300.0,34527372.0,36121408.0,37813480.0,39988588.0,42349244.0,45202628.0,48708680.0,53289384.0,57748800.0,63787928.0,72433464.0,82199272.0,92557992.0,99480200.0,97271008.0,91405872.0,83682488.0,74725904.0,67618304.0,63081808.0,22169808.0,362284352.0
