years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
2001,88.05361938476562,396026784.0,397238912.0,399498080.0,402562208.0,406076992.0,410460256.0,415563264.0,421722944.0,428856064.0,436906976.0,446560512.0,457073120.0,468581056.0,481631136.0,496200832.0,510704832.0,524200800.0,534016736.0,542659712.0,548857856.0,551680448.0,550151488.0,545919104.0,537144768.0,523437984.0,510282560.0,496038528.0,482580736.0,472339424.0,461282496.0,449799648.0,439073792.0,430097088.0,422589216.0,416511680.0,412440480.0,409370208.0,407261600.0,405394240.0,395811968.0,420832416.0
2002,89.28018188476562,396013344.0,397136704.0,399183296.0,401931488.0,405324896.0,409517824.0,414493120.0,420523904.0,427489856.0,435816096.0,445549760.0,457212352.0,469589472.0,482405376.0,497090848.0,511846560.0,526003392.0,536656928.0,545298624.0,551557120.0,554265152.0,552493888.0,548301248.0,539278592.0,526119168.0,512283456.0,497864704.0,485338848.0,474498144.0,464164480.0,453355936.0,442668256.0,433136032.0,425716800.0,419033568.0,414243616.0,410712160.0,408270176.0,406549824.0,395811968.0,425718432.0
2003,89.9888687133789,396006816.0,397088672.0,399044032.0,401616768.0,404873056.0,408844608.0,413863104.0,419734528.0,426829312.0,435224832.0,445143680.0,457140800.0,470754144.0,484424704.0,499015136.0,513680640.0,527872544.0,538461184.0,547306688.0,552739840.0,554277568.0,552507456.0,547692096.0,538539968.0,525709248.0,511725856.0,497509472.0,485831808.0,475332160.0,465574656.0,456092800.0,446122528.0,436564544.0,428759040.0,421721824.0,416205280.0,412178304.0,409138816.0,407528032.0,395811968.0,430828992.0
2004,90.67666625976562,395999584.0,397035168.0,398901408.0,401272128.0,404345856.0,408219040.0,413015072.0,419112704.0,426427232.0,434789952.0,445016320.0,457505760.0,471391264.0,486443776.0,500741504.0,515220000.0,528487264.0,539438464.0,548562112.0,553025088.0,554348992.0,551337088.0,546060736.0,536579584.0,524698880.0,511003680.0,497528896.0,485662400.0,476354496.0,466962592.0,457979616.0,449228416.0,439586048.0,431601536.0,424854080.0,418608448.0,413856160.0,410474624.0,408419648.0,395811968.0,436798944.0
2005,91.59683227539062,395988384.0,396962720.0,398701536.0,400959168.0,403871520.0,407497824.0,412110368.0,417920672.0,425295584.0,434047552.0,444553088.0,457424000.0,471857760.0,486872768.0,502303968.0,516470432.0,529479936.0,540567232.0,549864704.0,554246016.0,555850816.0,552435392.0,545981312.0,537302400.0,524981984.0,511509888.0,498360352.0,486245920.0,477263936.0,468447968.0,459917632.0,451897632.0,443009056.0,434582848.0,427138240.0,420887424.0,416167424.0,412225952.0,409706752.0,395811968.0,443422528.0
2006,92.75205993652344,395975136.0,396906688.0,398513472.0,400642944.0,403380672.0,406887296.0,411228096.0,416787392.0,423940480.0,432622944.0,443258048.0,456149088.0,470738784.0,485954752.0,501624448.0,516291072.0,529702496.0,540854336.0,550866688.0,556073536.0,557869888.0,555030720.0,548488064.0,539790336.0,527556736.0,513548960.0,500573824.0,487872832.0,478837856.0,470794432.0,461752320.0,454490496.0,446378272.0,437679904.0,429692928.0,423383616.0,418208096.0,414213056.0,411109952.0,395811968.0,449463424.0
2007,93.99996185302734,395966272.0,396834880.0,398333600.0,400329344.0,402907648.0,406201056.0,410323136.0,415651072.0,422499776.0,431355808.0,441876544.0,454484064.0,469292096.0,485184608.0,501009888.0,515925856.0,529768192.0,541753472.0,552015488.0,558311936.0,561042880.0,559366656.0,552674176.0,543389632.0,531067584.0,516973632.0,502970496.0,490255936.0,480518752.0,472434496.0,464486176.0,456844032.0,449766592.0,440961280.0,432829728.0,425544896.0,420049152.0,415840544.0,412727648.0,395811968.0,456760064.0
2008,94.77214050292969,395963776.0,396792672.0,398243744.0,400131872.0,402673024.0,405736160.0,409839520.0,415020064.0,421949504.0,430511424.0,440905312.0,453923744.0,468806176.0,484460800.0,500609856.0,515630240.0,529820416.0,542115328.0,552415296.0,558998528.0,561602048.0,560128128.0,553788352.0,544120832.0,532081408.0,517218240.0,503276192.0,490793408.0,480878528.0,473154720.0,465855008.0,458748576.0,452371840.0,444504064.0,436089280.0,428024032.0,421744928.0,417379904.0,414025984.0,395811968.0,463407648.0
2009,95.89273834228516,395958240.0,396761408.0,398148352.0,399918464.0,402329728.0,405263232.0,409074944.0,414171392.0,420867808.0,429232992.0,439388480.0,452320032.0,467162208.0,482758528.0,498840640.0,514592256.0,529371008.0,542358272.0,553136704.0,560303552.0,562868800.0,562252800.0,556716224.0,546947584.0,534291328.0,519198912.0,504865664.0,492078112.0,482121344.0,474237120.0,467669760.0,460687872.0,454688640.0,448457920.0,439863040.0,431803712.0,424304288.0,419133216.0,415873856.0,395811968.0,471166624.0
2010,96.75050354003906,395954432.0,396709536.0,398051328.0,399727840.0,401969536.0,404748384.0,408508544.0,413550912.0,419839296.0,428302688.0,438365792.0,450741056.0,465030592.0,480390848.0,496755488.0,512841152.0,527341312.0,540737472.0,552620928.0,560594880.0,563538816.0,563389632.0,558878656.0,549524096.0,536435328.0,522233984.0,507784384.0,494631840.0,484320448.0,475566752.0,469546656.0,462613760.0,455369280.0,448599904.0,441030944.0,431967776.0,424735840.0,419102400.0,416012000.0,395811968.0,477368416.0
2011,97.61834716796875,395948288.0,396668512.0,397974240.0,399583296.0,401678976.0,404357440.0,407872512.0,412894944.0,419175456.0,427519136.0,437902240.0,450482336.0,464314208.0,479456320.0,495613760.0,512125824.0,526575552.0,539731008.0,551311360.0,559677056.0,563648960.0,563158400.0,558694720.0,549829120.0,536651584.0,522246208.0,507985856.0,495005312.0,485243072.0,476938464.0,470422144.0,464313056.0,458108768.0,451700864.0,445029632.0,436661344.0,428512960.0,421786176.0,417411648.0,395811968.0,484062752.0
2012,98.71884155273438,395939168.0,396633696.0,397865088.0,399392512.0,401310368.0,403817408.0,407242304.0,412072192.0,418338560.0,426436672.0,436928800.0,449543904.0,463271424.0,477990144.0,493714016.0,510039680.0,524831328.0,538430208.0,550757440.0,560359040.0,565539008.0,565609664.0,560866048.0,552751936.0,539134400.0,524134688.0,509400864.0,496172000.0,486473152.0,478971936.0,471441600.0,465639776.0,459368864.0,453768800.0,447441824.0,440232544.0,432235776.0,425508256.0,419804288.0,395811968.0,493642688.0
2013,100.33859252929688,395929408.0,396560768.0,397697952.0,399093792.0,400779872.0,403147008.0,406447328.0,411080800.0,417271104.0,425273184.0,435326688.0,447577408.0,461022624.0,475120064.0,490517184.0,506372032.0,521914592.0,535913344.0,549010688.0,560188352.0,567112960.0,569039488.0,565271488.0,558098368.0,545680192.0,530322048.0,514967360.0,500792064.0,489692096.0,481937600.0,474232096.0,467955072.0,461660704.0,456259008.0,449953952.0,443833664.0,435839104.0,428889984.0,423021120.0,395811968.0,504986496.0
2014,102.3361587524414,395921568.0,396486336.0,397563936.0,398788544.0,400327520.0,402464096.0,405421440.0,409722720.0,415650752.0,423289024.0,432867680.0,444256256.0,457565056.0,471828544.0,487080096.0,502461696.0,517646208.0,532132608.0,545796096.0,558442752.0,567554112.0,571498240.0,569915712.0,563947648.0,552378368.0,537121792.0,521843776.0,506829888.0,494848864.0,485205024.0,477613408.0,471531840.0,465024960.0,459221120.0,453254592.0,447960992.0,440166496.0,432744032.0,426803168.0,395811968.0,518193152.0
2015,103.80596923828125,395915904.0,396443552.0,397440896.0,398517952.0,399949408.0,401947456.0,404800544.0,408919264.0,414647264.0,422389856.0,431574496.0,442452768.0,455289664.0,469706176.0,485079488.0,500838368.0,515806496.0,530565632.0,543932416.0,556900736.0,567561984.0,572748864.0,572489984.0,567879872.0,557278656.0,543005440.0,527321600.0,512487616.0,499176064.0,488600096.0,479964608.0,473560640.0,467745184.0,461882944.0,456142048.0,450425792.0,443921216.0,436049280.0,429870432.0,395811968.0,532024960.0
2016,104.98885345458984,395912000.0,396408672.0,397235456.0,398199904.0,399446560.0,401333472.0,404087712.0,408185280.0,413963936.0,421617536.0,430866528.0,441896992.0,454197216.0,468253344.0,483899712.0,499798048.0,514810624.0,529006912.0,542509568.0,554801216.0,565595904.0,571706816.0,572443008.0,568070656.0,558764096.0,544199040.0,529296416.0,514429792.0,500936320.0,489709280.0,480937216.0,474540256.0,470004608.0,464198656.0,459291520.0,453339040.0,447242624.0,440125504.0,433226400.0,395811968.0,544940800.0
2017,106.59160614013672,395904224.0,396363008.0,397083584.0,397881056.0,399001408.0,400712000.0,403276480.0,406974304.0,412564832.0,419659136.0,428646080.0,439147680.0,451367328.0,464711872.0,480850304.0,497407328.0,513655680.0,528515520.0,543088768.0,555628800.0,567661504.0,575381120.0,578109440.0,574412032.0,564700352.0,550248832.0,533565728.0,517601920.0,502742720.0,490957024.0,482168928.0,474982560.0,470641216.0,465812544.0,461485440.0,456211008.0,450197600.0,443438240.0,436831104.0,395811968.0,559585984.0
2018,107.8743667602539,395894208.0,396316640.0,396974816.0,397744352.0,398825856.0,400506272.0,402914016.0,406423424.0,411675808.0,418639232.0,427347424.0,437342560.0,449251488.0,462472352.0,478120736.0,494816192.0,510920032.0,525636480.0,540135040.0,553132800.0,566090688.0,574999488.0,579334400.0,576256768.0,568104384.0,554771840.0,537945856.0,520563520.0,505034176.0,492681824.0,483073952.0,476022336.0,470856064.0,466764288.0,463229632.0,459014912.0,453849568.0,447550112.0,440205952.0,395811968.0,575385152.0
2019,108.50647735595703,395892832.0,396277088.0,396857696.0,397663200.0,398803840.0,400607264.0,403134528.0,406769152.0,411990624.0,418669056.0,427031904.0,436856352.0,448722464.0,461902560.0,477292608.0,493305632.0,508809536.0,523542080.0,536513632.0,549849472.0,562895744.0,571845504.0,576312512.0,574025344.0,567710720.0,554965760.0,539251584.0,521035200.0,504787776.0,492703168.0,483300160.0,476687104.0,471137856.0,467525824.0,463030496.0,461127616.0,456569504.0,450630624.0,444137600.0,395811968.0,591203520.0
2020,108.81825256347656,395898784.0,396266080.0,396791328.0,397590112.0,398849408.0,400880864.0,403680896.0,407401536.0,412449664.0,418847328.0,427163168.0,437039488.0,448588352.0,461710880.0,476430240.0,491934400.0,506933504.0,520357120.0,533146368.0,546449024.0,558916608.0,567349568.0,572337024.0,571096384.0,564868864.0,552593088.0,537908224.0,520685824.0,503939872.0,491761088.0,482476928.0,475449472.0,471149568.0,467833472.0,463611072.0,461527712.0,458939840.0,454368768.0,447264256.0,395811968.0,605419136.0
2021,108.75580596923828,395904160.0,396275232.0,396819968.0,397630304.0,399048768.0,401378624.0,404529920.0,408275520.0,413382528.0,419674688.0,427923392.0,437791296.0,449234880.0,461889696.0,475996192.0,490612736.0,504442688.0,517247712.0,529937408.0,542513536.0,553991104.0,562347200.0,567062848.0,567323584.0,560658304.0,548344064.0,533464800.0,517563808.0,502150336.0,490156096.0,481100864.0,474415584.0,470243520.0,468169888.0,464452224.0,462183648.0,460213824.0,456641056.0,450149984.0,395811968.0,619556736.0
2022,108.02342224121094,395911936.0,396325408.0,396929536.0,397891040.0,399488352.0,402028064.0,405398944.0,409508480.0,414830912.0,421237920.0,429370624.0,439115200.0,450507776.0,463000416.0,475918592.0,489199968.0,501819872.0,514378944.0,526518080.0,538823104.0,549378432.0,556774272.0,560804288.0,559888896.0,553743808.0,540941248.0,526539584.0,510816160.0,497516608.0,486987168.0,478832064.0,472469568.0,468711712.0,466052992.0,464442400.0,461817984.0,461141184.0,457487680.0,451620224.0,395811968.0,627409600.0
2023,107.25556182861328,395925824.0,396398592.0,397073184.0,398082464.0,399791232.0,402449760.0,406270016.0,410883968.0,416298112.0,422605440.0,430397760.0,439813984.0,450700224.0,461770208.0,473816896.0,485823200.0,497470848.0,509789056.0,523104320.0,535034688.0,545099648.0,551837312.0,554987136.0,552997056.0,546038848.0,534317152.0,520018944.0,504123264.0,492597696.0,482927072.0,475726016.0,470252544.0,466972256.0,464700160.0,462985088.0,460999904.0,459681344.0,456509568.0,451364512.0,395811968.0,629532032.0
2024,106.72589111328125,396009216.0,396617216.0,397385792.0,398424064.0,400132480.0,402903680.0,406688960.0,411241152.0,416258528.0,422136896.0,428904960.0,436752960.0,445685568.0,455727808.0,466163232.0,477239104.0,489068256.0,501354624.0,514034880.0,526096224.0,536415360.0,543865920.0,549265856.0,549237952.0,544848512.0,536386112.0,523663488.0,510857344.0,499254272.0,488883584.0,479942080.0,472704672.0,468012864.0,463061600.0,459757408.0,457094784.0,453720128.0,449595904.0,444008448.0,395811968.0,611854848.0
