years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,119.86090087890625,659497472.0,659926592.0,660920704.0,662121408.0,663728768.0,665110720.0,666408576.0,668433856.0,671352896.0,675359424.0,680974208.0,688725120.0,699022016.0,712030528.0,728372096.0,748672320.0,774411456.0,805331840.0,839286464.0,876283904.0,915400512.0,957410176.0,998561280.0,1037745152.0,1074357248.0,1101414784.0,1116236928.0,1120667904.0,1114384896.0,1091088000.0,1050970944.0,997372800.0,943115840.0,877917184.0,812662208.0,759707136.0,717289728.0,688518336.0,672852480.0,659482368.0,662105152.0
1995,119.67329406738281,659496256.0,659793088.0,660689024.0,662010880.0,663585920.0,665207872.0,666676736.0,668718080.0,671604544.0,675616640.0,681173248.0,688899968.0,699580800.0,713084352.0,730185280.0,750997184.0,776682112.0,808634048.0,843912960.0,883260736.0,923057664.0,966376704.0,1007933696.0,1044828032.0,1080014080.0,1105896192.0,1118177408.0,1121457024.0,1114030208.0,1089263360.0,1047484992.0,991875328.0,937971456.0,875665408.0,813834880.0,762435712.0,720495488.0,689537664.0,672967424.0,659482368.0,662213120.0
1996,119.30516815185547,659496000.0,659710016.0,660474496.0,661926464.0,663614592.0,665272896.0,666964736.0,669107008.0,672337152.0,676498048.0,682080704.0,690089600.0,701053760.0,715165120.0,732901376.0,753616320.0,780391488.0,812825024.0,849138624.0,888816704.0,930135808.0,973443520.0,1013912640.0,1049708160.0,1082659072.0,1107709184.0,1117723392.0,1119397120.0,1111618816.0,1085603968.0,1042653056.0,986747776.0,931485952.0,873716736.0,815775552.0,764980672.0,723025408.0,690961088.0,673369856.0,659482368.0,662449728.0
1997,119.13968658447266,659495424.0,659648768.0,660362944.0,661743808.0,663478144.0,665269760.0,667203264.0,669715456.0,672857344.0,677262016.0,683085312.0,691029056.0,702330496.0,717123776.0,735313920.0,756398976.0,783909376.0,816582848.0,852898112.0,892340800.0,933970944.0,977894912.0,1016972672.0,1051901952.0,1084002176.0,1108286592.0,1118071552.0,1119867136.0,1109983104.0,1084739840.0,1042825728.0,985561984.0,928613440.0,874287168.0,821692352.0,770160384.0,726798464.0,693387200.0,674031936.0,659482368.0,662826880.0
1998,118.92842102050781,659495040.0,659621056.0,660228928.0,661528384.0,663416960.0,665268352.0,667395264.0,670208512.0,673546368.0,678187904.0,684244480.0,692443712.0,704211008.0,719176768.0,737619776.0,759715520.0,787359296.0,819951168.0,856601088.0,896003648.0,938087680.0,980216128.0,1018593536.0,1053008128.0,1085536384.0,1109246080.0,1117688192.0,1118025344.0,1107309056.0,1082751360.0,1040223104.0,983435520.0,925503232.0,872837824.0,825524544.0,777329344.0,732095616.0,697159104.0,675302400.0,659482368.0,663172544.0
1999,118.72628021240234,659495680.0,659601792.0,660105088.0,661311872.0,663279616.0,665369600.0,667590912.0,670512384.0,674276032.0,679052992.0,685516160.0,694060800.0,705950848.0,721424768.0,740268160.0,763208640.0,790761728.0,823308096.0,860011264.0,899605376.0,940492416.0,981681216.0,1019348992.0,1053780800.0,1086460160.0,1108766208.0,1116154240.0,1115420032.0,1105298176.0,1079775488.0,1038617536.0,982293376.0,923777984.0,871721216.0,827454848.0,782670144.0,737608064.0,702023616.0,677482432.0,659482368.0,663724736.0
2000,118.71096801757812,659495808.0,659588224.0,660030528.0,661094528.0,662970816.0,665279872.0,667828672.0,670633088.0,674731264.0,679952960.0,686575808.0,695347968.0,707198272.0,722824832.0,742082880.0,764759936.0,792569472.0,824812736.0,862235520.0,901422272.0,941250880.0,981549632.0,1020972864.0,1055524800.0,1086878080.0,1108220544.0,1116792320.0,1114696704.0,1103567232.0,1078434816.0,1038502656.0,984195264.0,924365440.0,872783744.0,830520000.0,787651968.0,742591360.0,706215808.0,680119168.0,659482368.0,664496832.0
2001,118.68584442138672,659496000.0,659582208.0,659980480.0,660892288.0,662681600.0,664932352.0,667965632.0,671150592.0,675281024.0,680695296.0,687495488.0,696508032.0,708623616.0,724182272.0,743423360.0,766121600.0,793858816.0,826092736.0,863352256.0,902704832.0,942287616.0,982562624.0,1022160448.0,1056847040.0,1087507200.0,1109104512.0,1117435264.0,1114845568.0,1101912832.0,1076955136.0,1038671168.0,984389248.0,924497024.0,872754112.0,831920960.0,790878464.0,747474368.0,710209024.0,683081984.0,659482368.0,665170112.0
2002,118.79357147216797,659494912.0,659576640.0,659910656.0,660761280.0,662475904.0,664851712.0,667649920.0,671446464.0,675942272.0,681295808.0,688124928.0,697355904.0,709528448.0,725221248.0,744716864.0,767368512.0,794440896.0,826643520.0,863598272.0,901993728.0,941176256.0,983530240.0,1022495232.0,1058509312.0,1088757248.0,1108515840.0,1117135872.0,1115370240.0,1102223104.0,1078678656.0,1041234560.0,985688768.0,925606912.0,874101504.0,833763392.0,795419072.0,753962880.0,715011200.0,686807168.0,659482368.0,666180480.0
2003,118.72489929199219,659494976.0,659575360.0,659885504.0,660645120.0,662278784.0,664650240.0,667701120.0,671590272.0,676502976.0,682260928.0,689190720.0,698353024.0,710846720.0,726680704.0,746527488.0,769001856.0,795621824.0,828653888.0,865287680.0,902396736.0,942665728.0,984631360.0,1022468032.0,1057324416.0,1088602624.0,1107504128.0,1116213888.0,1114281216.0,1101114752.0,1076259968.0,1040638400.0,985556800.0,924713408.0,873657344.0,833738944.0,798291648.0,758474368.0,719541312.0,690634752.0,659482368.0,667132032.0
2004,118.7834701538086,659494592.0,659571968.0,659867776.0,660571200.0,662106624.0,664491200.0,667761280.0,671851904.0,676466176.0,682270912.0,689952384.0,699140416.0,711535808.0,727495616.0,747142400.0,770013248.0,796664832.0,829773888.0,865837824.0,902831296.0,942965312.0,984489792.0,1021211264.0,1055406784.0,1086541184.0,1107409408.0,1116106752.0,1112726144.0,1100045440.0,1075063296.0,1039459072.0,985428928.0,925563584.0,874384448.0,834373312.0,800719552.0,762595264.0,724602368.0,694850176.0,659482368.0,668811456.0
2005,118.95201110839844,659495104.0,659570304.0,659865344.0,660539904.0,661921408.0,664265600.0,667678720.0,671842752.0,676549312.0,682144128.0,689449600.0,699285632.0,711924224.0,728005888.0,747801344.0,770568128.0,797676544.0,829697344.0,866009152.0,902553280.0,942517376.0,982935616.0,1018671936.0,1052888000.0,1084914048.0,1107224320.0,1115697152.0,1112722432.0,1100332032.0,1074181376.0,1038396352.0,985006336.0,927065792.0,875443392.0,835203776.0,802638912.0,766889344.0,730208448.0,699653696.0,659482368.0,671465664.0
2006,119.04377746582031,659494784.0,659571456.0,659864704.0,660544640.0,661907456.0,664240960.0,667766400.0,672138112.0,676704000.0,681940480.0,689604672.0,699384640.0,712364480.0,728737344.0,748959872.0,772187008.0,799187840.0,830834880.0,866181952.0,902498112.0,942578944.0,982201856.0,1016995136.0,1050135296.0,1082391680.0,1105086464.0,1113685504.0,1111780224.0,1099532416.0,1073271616.0,1037297216.0,985607808.0,928641536.0,877881280.0,837411840.0,804596672.0,771288256.0,735342272.0,704726272.0,659482368.0,675119296.0
2007,119.26802825927734,659494976.0,659572224.0,659865408.0,660588928.0,661967744.0,664215424.0,667601216.0,672031104.0,676688448.0,681957440.0,689258944.0,699298112.0,712257856.0,729017088.0,749535872.0,772594368.0,800259392.0,831766080.0,867111488.0,902840256.0,942267712.0,981647488.0,1015492736.0,1047942592.0,1079838464.0,1102997632.0,1112509056.0,1112354048.0,1100566144.0,1073949952.0,1037741952.0,987615808.0,932179328.0,882145664.0,840462080.0,807180416.0,775879232.0,741372672.0,709614080.0,659482368.0,680398720.0
2008,119.35624694824219,659494976.0,659575424.0,659881344.0,660643072.0,662102080.0,664395840.0,667784320.0,672183360.0,676920064.0,682384064.0,689921600.0,699476096.0,712743296.0,729853952.0,750379200.0,774316864.0,801330688.0,832771264.0,867854144.0,903595520.0,941638464.0,980416128.0,1013352640.0,1044037952.0,1075506944.0,1098744832.0,1110260864.0,1111772160.0,1101203072.0,1075665664.0,1039563264.0,989482048.0,934425088.0,886369472.0,843349312.0,808940032.0,779229440.0,746846464.0,714886144.0,659482368.0,686700160.0
2009,119.41991424560547,659494976.0,659576064.0,659895552.0,660702080.0,662267264.0,664685696.0,668139200.0,672324352.0,677201216.0,682861824.0,690185536.0,700004928.0,713101952.0,729875328.0,750638080.0,775120000.0,802274432.0,833611328.0,868621504.0,904253440.0,941048384.0,979804736.0,1011664256.0,1040544064.0,1070188032.0,1094151040.0,1106202752.0,1109149056.0,1101504896.0,1075391616.0,1038901824.0,989816960.0,936234560.0,890081088.0,846775296.0,810852864.0,781348544.0,751426624.0,720619520.0,659482368.0,693649792.0
2010,119.50178527832031,659494784.0,659586368.0,659917312.0,660707584.0,662350592.0,665041280.0,668480192.0,672499072.0,677365120.0,683117888.0,690631296.0,700245312.0,713029440.0,729913984.0,750890688.0,776094080.0,803115648.0,834076992.0,869457792.0,904767232.0,940610176.0,978240128.0,1009544960.0,1036143488.0,1063853312.0,1087198848.0,1102005248.0,1107591424.0,1101086464.0,1076146176.0,1039001664.0,991021888.0,938822336.0,892238208.0,849016960.0,812975616.0,782204096.0,754193216.0,725375296.0,659482368.0,702823808.0
2011,119.54043579101562,659495872.0,659593024.0,659926528.0,660788224.0,662567040.0,665368320.0,668776384.0,672966272.0,677785280.0,683513984.0,690779584.0,700627456.0,712969472.0,729571584.0,750938816.0,776469568.0,803954432.0,834974464.0,869459072.0,904113984.0,938209664.0,974703296.0,1006420288.0,1032726400.0,1058106496.0,1080938880.0,1094916480.0,1102437120.0,1096378752.0,1073203008.0,1036009216.0,989784960.0,939810880.0,893524736.0,851898816.0,814563904.0,783595904.0,757351296.0,730522176.0,659482368.0,713969344.0
2012,119.4926528930664,659495360.0,659588608.0,659963264.0,660897024.0,662745792.0,665600896.0,669082240.0,673424256.0,678476224.0,684016448.0,691040512.0,700875712.0,713754880.0,730072512.0,751336256.0,777772096.0,805317824.0,836030592.0,868448384.0,901920768.0,934453056.0,969896064.0,1001325440.0,1026219968.0,1049662080.0,1070322624.0,1083599488.0,1091328640.0,1086474880.0,1065981120.0,1029323648.0,986110784.0,941075328.0,895775872.0,854347072.0,816109824.0,785643584.0,760412288.0,735220672.0,659482368.0,727403392.0
2013,119.38558197021484,659494656.0,659593088.0,660038464.0,660974400.0,662850688.0,665772608.0,669399872.0,673999360.0,679098176.0,684883264.0,692030080.0,701855104.0,714614464.0,731301760.0,751987840.0,777857856.0,806426240.0,835678976.0,865714304.0,897223808.0,928507712.0,963073088.0,993380736.0,1017302144.0,1038064768.0,1057510592.0,1069743296.0,1074909952.0,1073498752.0,1056751040.0,1023306880.0,982032320.0,940261056.0,896970560.0,856328704.0,817213760.0,786856768.0,762447296.0,739492544.0,659482368.0,742217792.0
2014,118.93829345703125,659495424.0,659609216.0,660100352.0,661092224.0,663177344.0,666413312.0,670491520.0,675109888.0,680513920.0,686701568.0,694247296.0,704457088.0,717774528.0,734680256.0,756150464.0,781444352.0,809395776.0,837095296.0,865115776.0,895722752.0,926188480.0,959929088.0,988550656.0,1011933568.0,1030747392.0,1048790784.0,1060324352.0,1064072832.0,1063698240.0,1051331776.0,1018515200.0,980266432.0,939567488.0,897634560.0,858550720.0,819566592.0,788626048.0,764428224.0,744141248.0,659482368.0,758051520.0
2015,118.1467514038086,659495168.0,659619840.0,660150272.0,661244864.0,663571584.0,667155328.0,671483520.0,676472704.0,682452992.0,689261440.0,697530944.0,708211648.0,722221376.0,740108736.0,761403776.0,785318464.0,811203392.0,838265472.0,865262720.0,894604416.0,924820800.0,957486464.0,984516864.0,1007147520.0,1025776320.0,1042449664.0,1051148096.0,1054849152.0,1056860096.0,1047014784.0,1015902784.0,979343168.0,937722944.0,897283968.0,859871360.0,823213120.0,791633536.0,766895552.0,744885184.0,659482368.0,750623040.0
2016,117.17973327636719,659494080.0,659624000.0,660208704.0,661417856.0,664035840.0,667975296.0,672581376.0,678356992.0,685044736.0,692660224.0,701896704.0,713799552.0,728660352.0,745678656.0,765675776.0,787376704.0,812513472.0,836763456.0,862581824.0,891909376.0,921969920.0,953621952.0,979369408.0,1000999744.0,1017982912.0,1033397248.0,1040740800.0,1045182464.0,1049493632.0,1041398464.0,1015514112.0,983246720.0,942492352.0,902045504.0,863821312.0,828174016.0,795161216.0,767516672.0,741340032.0,659482368.0,730465152.0
2017,116.13076782226562,659492224.0,659626752.0,660243968.0,661633664.0,664518912.0,668970368.0,674476160.0,681387264.0,689224384.0,698039680.0,708984128.0,719556992.0,733121472.0,749065600.0,767473344.0,788426240.0,810225152.0,833330240.0,860731072.0,889923648.0,919538432.0,949339904.0,974034496.0,994349312.0,1010580928.0,1023903680.0,1031178112.0,1035891840.0,1041215872.0,1036178048.0,1013773632.0,982828544.0,942045312.0,901265856.0,864675456.0,828540096.0,796208704.0,767465216.0,739631232.0,659482368.0,728233408.0
2018,114.97541046142578,659491904.0,659629184.0,660281856.0,661781248.0,664939456.0,670432512.0,677655168.0,686632320.0,696102016.0,705113344.0,714006272.0,724075584.0,736001216.0,750993472.0,768423296.0,787384896.0,808804160.0,832351488.0,860070976.0,888161344.0,915668352.0,943226880.0,966805952.0,985881344.0,999159232.0,1009762624.0,1018324544.0,1023461568.0,1029662912.0,1025934720.0,1008545728.0,979892032.0,941388544.0,900713024.0,865499072.0,829526144.0,797683200.0,768914752.0,741165440.0,659482368.0,734984640.0
2019,113.59313201904297,659492480.0,659632896.0,660345984.0,662062208.0,666021760.0,673526848.0,683531520.0,693434880.0,702293504.0,709736192.0,717405568.0,726207744.0,737656448.0,752263296.0,769392384.0,788286976.0,809720768.0,832587648.0,858421248.0,885527232.0,911794688.0,936989056.0,957611328.0,974280960.0,986915456.0,997469760.0,1005291392.0,1010014080.0,1014555712.0,1013880960.0,999273152.0,975821952.0,939457536.0,900276992.0,864765440.0,830066304.0,796850496.0,768244416.0,742395648.0,659482368.0,745927872.0
2020,112.17922973632812,659492864.0,659646080.0,660428672.0,662565888.0,667934976.0,679299328.0,690677632.0,699422656.0,705778816.0,712223168.0,719187072.0,727893952.0,740167168.0,755028992.0,771683264.0,790221312.0,810553664.0,832562496.0,856594944.0,881120640.0,905616192.0,927346688.0,946575680.0,961270976.0,973997120.0,982141632.0,987947072.0,992524992.0,997337280.0,998631680.0,988774336.0,969303872.0,938182720.0,901222976.0,864921984.0,831549184.0,799642112.0,770860416.0,745943616.0,659482368.0,764190528.0
2021,110.63009643554688,659492736.0,659662976.0,660570624.0,663241472.0,671186688.0,687013696.0,696677120.0,702539648.0,707686144.0,713037504.0,720786368.0,730842752.0,743276352.0,757921728.0,773883392.0,791916416.0,811499136.0,832986304.0,855742720.0,877947520.0,899579840.0,919150336.0,936340096.0,949155392.0,958611328.0,964354112.0,969257600.0,975899392.0,980800768.0,981263424.0,974170688.0,958403456.0,933696640.0,898864128.0,862942976.0,830710400.0,801512384.0,773223936.0,748551616.0,659482368.0,785497792.0
2022,108.9171142578125,659494400.0,659725056.0,661064064.0,664530112.0,675853376.0,694935936.0,701851904.0,704967680.0,708747840.0,715096256.0,723991040.0,734309184.0,746439744.0,760905536.0,776424064.0,793600192.0,812131456.0,831764160.0,852309952.0,872243712.0,891733184.0,908850624.0,923996672.0,934933376.0,944257024.0,949258304.0,953974592.0,961269952.0,966871040.0,969182656.0,963832640.0,950340992.0,930756480.0,898740928.0,862486208.0,829374016.0,800975552.0,773311296.0,749703744.0,659482368.0,804424640.0
2023,107.21818542480469,659496128.0,659896064.0,661799424.0,666190784.0,681006336.0,702321664.0,705070336.0,706238208.0,710449792.0,717110528.0,726058112.0,736862336.0,749207296.0,762933056.0,778023872.0,794001344.0,811109696.0,830158720.0,849752576.0,867726656.0,885421888.0,899781632.0,911698560.0,921876224.0,929779840.0,935394112.0,940987776.0,948795328.0,955627264.0,958085248.0,954250496.0,942740416.0,922957760.0,896002752.0,861793216.0,827104704.0,798521600.0,772980352.0,750300032.0,659482368.0,821491392.0
2024,104.74729919433594,659503232.0,660267328.0,662697984.0,668540672.0,687772352.0,708118528.0,706820096.0,707927680.0,712189312.0,718692480.0,727938944.0,738471616.0,749883648.0,763046848.0,777280768.0,792945536.0,810571648.0,827561472.0,844783552.0,861635008.0,876646528.0,889307392.0,898880384.0,908078912.0,915321344.0,922693376.0,929591040.0,934902592.0,939493056.0,941118272.0,940169600.0,930474688.0,911343872.0,885644544.0,852887424.0,821473728.0,791199040.0,764098112.0,741985536.0,659482368.0,807043520.0
