years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
2003,82.02202606201172,33674192.0,33895444.0,34088836.0,34318572.0,34613556.0,35059764.0,35841968.0,37183056.0,39357088.0,42674188.0,46341860.0,50407956.0,54668768.0,59830424.0,65331504.0,70415840.0,75235128.0,79720408.0,84036784.0,86552848.0,86388864.0,83838840.0,77917864.0,66424052.0,50806556.0,40224012.0,35942916.0,34642112.0,34038456.0,33750368.0,33603528.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2004,81.77025604248047,33681340.0,33912252.0,34111460.0,34340340.0,34633168.0,35115484.0,35913028.0,37231284.0,39439428.0,42713992.0,46403876.0,50574480.0,54753280.0,59916316.0,65330012.0,70431408.0,75111208.0,79690432.0,83975608.0,86714920.0,86880768.0,84288232.0,78454216.0,65988804.0,49779696.0,39672932.0,35750472.0,34607056.0,33968968.0,33690956.0,33596184.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2005,81.5198745727539,33688548.0,33927472.0,34131204.0,34363040.0,34652152.0,35156856.0,35980348.0,37290400.0,39538628.0,42716040.0,46464016.0,50696696.0,54883472.0,59981484.0,65258152.0,70475936.0,74994384.0,79672736.0,83898840.0,86975032.0,87359904.0,84783320.0,78855376.0,65438808.0,48691912.0,39181652.0,35604892.0,34445160.0,33893784.0,33631128.0,33593648.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2006,81.28158569335938,33695580.0,33944848.0,34152068.0,34383508.0,34670628.0,35187940.0,36032544.0,37353068.0,39563804.0,42755620.0,46570980.0,50808452.0,55038608.0,59820972.0,65016212.0,70466992.0,74940736.0,79824920.0,83800160.0,87005568.0,87898720.0,85512240.0,79485416.0,64915316.0,47507592.0,38644828.0,35396132.0,34187460.0,33754692.0,33595660.0,33593648.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2007,81.04817199707031,33702176.0,33960948.0,34171176.0,34395740.0,34696720.0,35218084.0,36071820.0,37408520.0,39598444.0,42768252.0,46642412.0,50885548.0,55216364.0,59726348.0,64968932.0,70396536.0,74839104.0,79784008.0,83864432.0,87157720.0,88449472.0,86365280.0,80092184.0,64147548.0,46345460.0,38133688.0,35071892.0,33935672.0,33633148.0,33593928.0,33593796.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2008,80.83478546142578,33709004.0,33978060.0,34189368.0,34414300.0,34724920.0,35258244.0,36145880.0,37459404.0,39654264.0,42724732.0,46622532.0,50914248.0,55148776.0,59669388.0,64876200.0,70327144.0,74821216.0,79921872.0,84022168.0,87609336.0,89146840.0,87468304.0,80557168.0,63177804.0,45147816.0,37654208.0,34583368.0,33730204.0,33601736.0,33593928.0,33593800.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2009,80.5801010131836,33716368.0,33994616.0,34213404.0,34434412.0,34753228.0,35298492.0,36207312.0,37530456.0,39687400.0,42721000.0,46671772.0,50993148.0,55102612.0,59611340.0,64765112.0,70202176.0,74857008.0,80117544.0,84205816.0,87910904.0,89852712.0,88629752.0,80713584.0,61917588.0,44055076.0,36935492.0,34172004.0,33634564.0,33595728.0,33593928.0,33593800.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2010,80.30203247070312,33725688.0,34017236.0,34235656.0,34457308.0,34786388.0,35335288.0,36279932.0,37591596.0,39720756.0,42748804.0,46793164.0,50955712.0,55021064.0,59474576.0,64623212.0,70112248.0,74907056.0,80236696.0,84505040.0,88281888.0,90583232.0,89723424.0,80657584.0,60560428.0,42981164.0,36015200.0,33923956.0,33618408.0,33596152.0,33593780.0,33593952.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2011,80.06993103027344,33734348.0,34040064.0,34262176.0,34485064.0,34808852.0,35370592.0,36339452.0,37642180.0,39728428.0,42782564.0,46639888.0,50700496.0,54807652.0,59245024.0,64506916.0,70093744.0,75057648.0,80556432.0,84773616.0,88509728.0,91495448.0,90887768.0,80440304.0,58986020.0,41581316.0,35373900.0,33843836.0,33613396.0,33597564.0,33594068.0,33593952.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2012,79.65709686279297,33744416.0,34075332.0,34305456.0,34523216.0,34846812.0,35430588.0,36416416.0,37742388.0,39887048.0,42894528.0,46598648.0,50699884.0,54720680.0,59222136.0,64268096.0,69781912.0,75185968.0,80753104.0,85021536.0,89019472.0,92353784.0,91522112.0,79302368.0,56917220.0,40350916.0,35075804.0,33808676.0,33613544.0,33598832.0,33594364.0,33593952.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2013,79.11519622802734,33760204.0,34130076.0,34346736.0,34576840.0,34912604.0,35530004.0,36547900.0,37904960.0,40049808.0,43004804.0,46662720.0,50665948.0,54751536.0,59054168.0,64112068.0,69583216.0,75292848.0,80998560.0,85397136.0,89395880.0,93523128.0,91850152.0,77617360.0,54606524.0,39556216.0,34942260.0,33776508.0,33615316.0,33598400.0,33594796.0,33593948.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2014,78.51295471191406,33777748.0,34166280.0,34374108.0,34615684.0,34957308.0,35615536.0,36598940.0,38066332.0,40247328.0,43159256.0,46767612.0,50742960.0,54873008.0,59114656.0,64245336.0,69774096.0,75730088.0,81437728.0,85747304.0,89878400.0,94852720.0,91092176.0,74823536.0,51662108.0,38488884.0,34754428.0,33753496.0,33616964.0,33597840.0,33594944.0,33593800.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2015,78.19913482666016,33782580.0,34175456.0,34387924.0,34628320.0,34996640.0,35696444.0,36698260.0,38192692.0,40453484.0,43303692.0,46904212.0,50766884.0,54918372.0,59137036.0,64268600.0,69654840.0,75683104.0,81712448.0,86340280.0,90671416.0,96347536.0,90587544.0,72691528.0,49919580.0,38007176.0,34605648.0,33750528.0,33616952.0,33598804.0,33594512.0,33593648.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2016,77.87930297851562,33784964.0,34162172.0,34384348.0,34633516.0,35026524.0,35726348.0,36760564.0,38300656.0,40576624.0,43463576.0,47182452.0,51030264.0,55031500.0,59288036.0,64386032.0,69741944.0,75840496.0,82089672.0,87202792.0,91786368.0,97372536.0,89305528.0,69619208.0,47914312.0,37670716.0,34489452.0,33743000.0,33623904.0,33597548.0,33594512.0,33593500.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2017,77.43444061279297,33781308.0,34166228.0,34373456.0,34666472.0,35096060.0,35823840.0,36889236.0,38489612.0,40780752.0,43695320.0,47335244.0,51283284.0,55146476.0,59470236.0,64508448.0,69995176.0,76305968.0,82481304.0,87757912.0,93137320.0,97114288.0,87272904.0,66455168.0,46103796.0,37428468.0,34379288.0,33748344.0,33625956.0,33598808.0,33594364.0,33593500.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2018,77.00153350830078,33782440.0,34167452.0,34380892.0,34706960.0,35155672.0,35925676.0,37043884.0,38696072.0,40973992.0,43928520.0,47548940.0,51547080.0,55170628.0,59559088.0,64532052.0,70037944.0,76603560.0,83166808.0,88515624.0,94213712.0,96510192.0,85042464.0,63710872.0,44923572.0,37296432.0,34403224.0,33773264.0,33636504.0,33601480.0,33594516.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2019,76.58056640625,33783020.0,34176136.0,34384956.0,34730636.0,35215432.0,36020716.0,37221588.0,38872104.0,41149512.0,44052420.0,47785760.0,51606512.0,55319164.0,59546096.0,64654580.0,70292336.0,76902800.0,83590960.0,89550600.0,95732928.0,96056136.0,82302952.0,60626908.0,43735676.0,37078260.0,34575884.0,33783888.0,33625636.0,33598392.0,33594372.0,33593500.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2020,76.15748596191406,33786664.0,34188664.0,34404012.0,34768752.0,35304800.0,36166976.0,37423244.0,39096308.0,41277148.0,44249464.0,47902000.0,51511672.0,55133500.0,59490564.0,64667844.0,70376376.0,77125664.0,84130928.0,90533424.0,96123528.0,94884880.0,79963824.0,58886908.0,43339596.0,37117124.0,34786200.0,33801368.0,33632036.0,33602200.0,33594512.0,33593800.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2021,75.71068572998047,33796400.0,34193708.0,34418396.0,34819652.0,35410852.0,36333516.0,37612488.0,39320676.0,41489252.0,44489572.0,48082844.0,51325552.0,54875020.0,59175192.0,64543844.0,70377312.0,77268944.0,84486152.0,91405608.0,96590632.0,93326352.0,77217192.0,56971668.0,43029064.0,37485044.0,35137248.0,34062880.0,33717052.0,33612876.0,33595676.0,33593348.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2022,75.30953216552734,33802332.0,34195876.0,34431652.0,34851972.0,35524492.0,36485664.0,37836672.0,39519784.0,41768448.0,44825244.0,48129940.0,51070308.0,54512632.0,58909720.0,64555696.0,70270688.0,77316672.0,84515608.0,92183336.0,97236400.0,91265416.0,74280344.0,54495204.0,42522804.0,37997424.0,36022164.0,34642940.0,34003048.0,33746720.0,33639860.0,33602980.0,33593360.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2023,75.02496337890625,33806040.0,34188320.0,34470316.0,34928388.0,35642280.0,36655964.0,38018580.0,39805548.0,42136076.0,45021360.0,48074704.0,50910488.0,54103160.0,58595748.0,63786684.0,69224032.0,76347064.0,84341432.0,92686512.0,97424240.0,89566896.0,71589712.0,52843040.0,42881612.0,38604344.0,36864596.0,35483872.0,34741628.0,34108188.0,33791432.0,33643764.0,33593668.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
2024,74.72618103027344,33792376.0,34174528.0,34494736.0,35048172.0,35845900.0,36938696.0,38480620.0,40409696.0,42805544.0,45538864.0,48294692.0,50970700.0,54293540.0,59046536.0,64221348.0,69473896.0,76263104.0,83380480.0,90710560.0,94599920.0,87268840.0,71022832.0,53257164.0,43297088.0,39054496.0,37445528.0,36505476.0,35558884.0,35048576.0,34503048.0,34066696.0,33742720.0,33611188.0,33600036.0,33594752.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0,33593048.0
