years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,77.31707763671875,225789088.0,228142016.0,233853984.0,240782688.0,251040576.0,265221056.0,284304832.0,310412448.0,346638784.0,391182336.0,443349856.0,499684128.0,554517568.0,605959552.0,648943936.0,681069760.0,704524416.0,717771776.0,713995840.0,694323968.0,656932224.0,605115456.0,545565568.0,489628832.0,433595840.0,382872832.0,339665088.0,306965568.0,283353152.0,266413568.0,256076160.0,250210496.0,245477696.0,242122288.0,239142576.0,235502832.0,231600688.0,229430608.0,228350224.0,225646096.0,228163680.0
1995,77.48262023925781,225793824.0,228067472.0,233389888.0,240265296.0,250866320.0,265594608.0,285272384.0,311620192.0,347861952.0,392555584.0,444681728.0,500841632.0,556217024.0,606728768.0,648624640.0,681163264.0,702707008.0,714526464.0,709927552.0,689652672.0,651874560.0,600151168.0,544066112.0,492049792.0,438203872.0,389116416.0,345522912.0,312830976.0,287887296.0,269250528.0,258141888.0,251414560.0,246579984.0,242971200.0,240393264.0,237706416.0,234136000.0,230638912.0,228921584.0,225646096.0,228642512.0
1996,77.67363739013672,225798096.0,228002512.0,233018704.0,239880192.0,250811344.0,265909904.0,286123200.0,312853984.0,349051168.0,393576800.0,445995360.0,501470432.0,556577472.0,605747968.0,646951616.0,678985856.0,699940800.0,709388544.0,704800320.0,685423360.0,647910528.0,598124544.0,545636992.0,494545024.0,443838912.0,395497440.0,351943776.0,317584576.0,292936608.0,272673280.0,260175472.0,252922000.0,247946096.0,244348192.0,241486976.0,238925440.0,235987552.0,232357376.0,229835488.0,225646096.0,228848192.0
1997,77.79576110839844,225799296.0,227903280.0,232744176.0,239436816.0,250563744.0,266152288.0,286992800.0,314246304.0,350869344.0,395876160.0,448723200.0,504283008.0,558457472.0,607001344.0,646617344.0,677224832.0,696622272.0,704316608.0,699279104.0,680056832.0,642522624.0,595027200.0,544800256.0,494452032.0,446212864.0,400331168.0,358055392.0,323518752.0,297528512.0,277717728.0,263573168.0,254729552.0,249914272.0,246251264.0,242440800.0,240012464.0,236810432.0,234047456.0,230615488.0,225646096.0,228905584.0
1998,77.9329605102539,225800416.0,227860736.0,232626320.0,239223728.0,250273600.0,266608192.0,287992000.0,315939424.0,352772000.0,398222400.0,450619008.0,506084832.0,558543936.0,606563648.0,645030208.0,673615296.0,692098752.0,698417472.0,693267392.0,673501824.0,637795520.0,592702208.0,545067584.0,495907296.0,448205472.0,404692064.0,363715968.0,329532192.0,303174592.0,283000064.0,267810080.0,257354224.0,251586672.0,247896224.0,244149280.0,241177280.0,238557920.0,235522624.0,232058112.0,225646096.0,229196432.0
1999,78.13958740234375,225794144.0,227809408.0,232490848.0,239078448.0,250331792.0,267026368.0,288711968.0,317353792.0,354061728.0,399887168.0,451704192.0,506226368.0,557712704.0,604804992.0,642735360.0,669891200.0,686573760.0,691669888.0,686819584.0,666913664.0,634559488.0,591470848.0,546403904.0,499377888.0,452340608.0,409993088.0,369500256.0,336385856.0,308665440.0,288738240.0,272796512.0,260857840.0,253477696.0,249067040.0,245497696.0,242725408.0,239850672.0,236836224.0,233542048.0,225646096.0,229596352.0
2000,78.36526489257812,225788496.0,227732992.0,232256128.0,238952096.0,250302800.0,267051568.0,288986624.0,317889120.0,355080832.0,400836672.0,452726784.0,506473248.0,558007360.0,603090496.0,640809984.0,666660288.0,683345024.0,687112960.0,681235904.0,662346048.0,631569856.0,588465792.0,546413312.0,501665056.0,455417216.0,413915392.0,374562912.0,341499584.0,314588544.0,293295584.0,277351200.0,264654496.0,256301744.0,251128160.0,246887056.0,243780800.0,241023728.0,238268768.0,234827328.0,225646096.0,230194336.0
2001,78.8126449584961,225773632.0,227622240.0,231942080.0,238511168.0,249733904.0,266389952.0,288423136.0,317332704.0,354518496.0,399734880.0,451070976.0,504632640.0,555805760.0,599520000.0,636208896.0,663064320.0,680207168.0,684871936.0,679702080.0,662780800.0,632475072.0,590762176.0,549411328.0,505968960.0,461534976.0,418102016.0,378804000.0,346196224.0,319793184.0,297886368.0,281414400.0,268257216.0,259282768.0,253201248.0,248576128.0,244787520.0,242260800.0,239280240.0,236163424.0,225646096.0,231133856.0
2002,79.28617095947266,225766256.0,227530192.0,231606944.0,238040848.0,249027456.0,265489840.0,287571200.0,316288224.0,353592896.0,399145984.0,449998624.0,503665312.0,554939776.0,599124416.0,634543488.0,662080576.0,679116544.0,683233088.0,677955520.0,663161856.0,633057600.0,592662528.0,551639808.0,509159648.0,466281856.0,423395872.0,383901152.0,351665856.0,325415200.0,303339232.0,285623232.0,272315584.0,262709152.0,256192304.0,251304176.0,246534080.0,243304992.0,240556736.0,237246160.0,225646096.0,232331744.0
2003,79.65370178222656,225757552.0,227384768.0,231311904.0,237602192.0,248629088.0,264559232.0,286686720.0,315658368.0,352856896.0,398817440.0,449810848.0,502919424.0,555111872.0,598926464.0,633783872.0,660700352.0,676830272.0,681099136.0,674985920.0,661357376.0,633475584.0,593339520.0,553674112.0,511454464.0,469859904.0,427923648.0,389146240.0,356730816.0,329889312.0,307680160.0,289327136.0,275277920.0,265538560.0,258267504.0,252407312.0,247735520.0,244174592.0,241354864.0,237754032.0,225646096.0,233564896.0
2004,80.33548736572266,225751696.0,227255424.0,230988560.0,237072992.0,247856160.0,262914752.0,284802592.0,313670304.0,350696928.0,396396256.0,447748448.0,500693664.0,552598080.0,597176000.0,631987968.0,657876416.0,674510976.0,679344832.0,673078656.0,661024128.0,637028864.0,599744832.0,559836672.0,518093568.0,477659264.0,435982528.0,397731264.0,364852672.0,336573856.0,313465920.0,294736352.0,279544544.0,268696064.0,261279136.0,254980864.0,249933408.0,245217520.0,242200704.0,238561664.0,225646096.0,235301376.0
2005,81.04827117919922,225743776.0,227114096.0,230687440.0,236492400.0,246884640.0,261266128.0,282378592.0,311144288.0,348240288.0,393447424.0,444938016.0,497941888.0,549636992.0,594546368.0,628961344.0,654527744.0,671330880.0,677570688.0,672016384.0,660404032.0,640538560.0,607259008.0,567430720.0,525836928.0,483736800.0,444693344.0,406156128.0,372410528.0,342908800.0,318940864.0,299478016.0,283359264.0,271480608.0,263351152.0,257082304.0,252414096.0,246702720.0,243086240.0,239397504.0,225646096.0,236800560.0
2006,82.1604995727539,225735856.0,226948976.0,230269040.0,235799712.0,245493088.0,259130752.0,278575776.0,306115264.0,342637920.0,386623744.0,437815008.0,490329056.0,542518208.0,588023168.0,623717888.0,649975744.0,668275072.0,677087744.0,675453184.0,666109120.0,648118336.0,619378880.0,581273984.0,538499520.0,494096832.0,454706784.0,416522976.0,382289792.0,351042880.0,325291072.0,305080480.0,288839232.0,275099968.0,265798784.0,259288880.0,254470912.0,248672656.0,244030608.0,240224400.0,225646096.0,238306928.0
2007,83.02288818359375,225728768.0,226821920.0,229994000.0,235484944.0,244480352.0,257713344.0,276412672.0,302933440.0,338786176.0,382200992.0,432411360.0,485988256.0,538482496.0,585093760.0,621882368.0,648123840.0,665934400.0,676006592.0,676265216.0,668222272.0,653924992.0,627948032.0,591015168.0,550509504.0,504894208.0,464947104.0,427331168.0,392294752.0,360446528.0,332787712.0,311049664.0,294625664.0,279240768.0,267890416.0,260391216.0,255502768.0,250240896.0,244503424.0,240475968.0,225646096.0,239084544.0
2008,83.80084991455078,225720656.0,226683952.0,229729472.0,235153568.0,243893136.0,256515216.0,274760000.0,300542496.0,335854496.0,378487744.0,427630848.0,481586656.0,534738688.0,581623552.0,619070016.0,645845248.0,662777280.0,674048512.0,676782144.0,669852928.0,657223808.0,634476416.0,599547648.0,560678848.0,516270176.0,474416896.0,437671104.0,401280448.0,368533280.0,340079296.0,316588096.0,299022752.0,283494048.0,270974912.0,262539328.0,256855280.0,251199552.0,245629744.0,241218096.0,225646096.0,239902784.0
2009,84.77022552490234,225711568.0,226592480.0,229470048.0,234704816.0,243270416.0,255408928.0,272848512.0,297648352.0,331818624.0,373798336.0,422159008.0,475361280.0,529416160.0,577112192.0,614716608.0,642423680.0,660114944.0,671448064.0,676400064.0,672033984.0,660219264.0,640875584.0,609621056.0,572657152.0,529598208.0,486727040.0,449948384.0,413317824.0,379069568.0,348638176.0,324224704.0,305113184.0,288758336.0,275622624.0,265990512.0,258789232.0,252783104.0,247291072.0,242756960.0,225646096.0,241576048.0
2010,85.7226333618164,225710240.0,226540512.0,229258144.0,234376592.0,242702256.0,254746384.0,271607744.0,295451520.0,327980736.0,368775712.0,416372896.0,469358816.0,523567936.0,571361152.0,609417792.0,638360192.0,657582080.0,669136576.0,675005952.0,672732352.0,663686464.0,646854592.0,618417472.0,583979264.0,543078464.0,501205984.0,461652160.0,426540960.0,390853120.0,358347776.0,331731136.0,311961216.0,294528128.0,280308128.0,269567968.0,261059344.0,254332368.0,249070112.0,244539456.0,225646096.0,243239328.0
2011,86.9637451171875,225709440.0,226405216.0,228659936.0,233434256.0,241416640.0,253152688.0,269615648.0,292338912.0,323469280.0,362466112.0,408971872.0,461339328.0,515484288.0,563397568.0,602636672.0,630902720.0,652363648.0,665036160.0,671818624.0,672552960.0,666123392.0,653014912.0,627992000.0,596477632.0,558469696.0,517083712.0,477392160.0,440487008.0,404119968.0,370291232.0,341375424.0,318958368.0,300952896.0,285874336.0,273618496.0,263764448.0,256098704.0,250789216.0,245943264.0,225646096.0,245062688.0
2012,87.90846252441406,225715264.0,226364688.0,228454016.0,232988656.0,240790512.0,252297072.0,268427072.0,290689120.0,320497120.0,358267136.0,403762688.0,454922784.0,509228416.0,557261568.0,596524160.0,624647936.0,646972288.0,660387712.0,668618688.0,671125568.0,666906688.0,656269440.0,635321088.0,606883712.0,570973952.0,531550944.0,491989792.0,454758496.0,417442496.0,381997728.0,351512832.0,326349600.0,306795392.0,290341216.0,277376960.0,266140640.0,257872208.0,251310800.0,246834752.0,225646096.0,245606528.0
2013,88.90741729736328,225714496.0,226370768.0,228371968.0,232713008.0,240349488.0,251639712.0,267440432.0,289056928.0,317933472.0,354213408.0,398857312.0,448693728.0,501887104.0,550547648.0,589150208.0,616869248.0,639093056.0,654755456.0,664735680.0,668551552.0,666559168.0,658696064.0,641618432.0,616848128.0,583564800.0,546862720.0,508745216.0,470044800.0,433080416.0,396520384.0,363726848.0,335885760.0,313839328.0,295515136.0,281540736.0,269548000.0,260390560.0,252945728.0,247471712.0,225646096.0,247284608.0
2014,89.75759887695312,225714800.0,226442896.0,228459392.0,232626816.0,239928368.0,251060720.0,266735776.0,287936544.0,316096896.0,351337472.0,394785856.0,443450848.0,494834432.0,542672768.0,580878208.0,607976000.0,630198848.0,646839552.0,659150400.0,665016768.0,663869824.0,658893056.0,646060864.0,623393344.0,594290240.0,558565888.0,522924480.0,483471296.0,445562528.0,408850720.0,375635552.0,344825344.0,320473312.0,301014304.0,285739712.0,272742208.0,262852960.0,255094624.0,248855088.0,225646096.0,249624864.0
2015,90.46720123291016,225722336.0,226626384.0,228600544.0,232566192.0,239582336.0,250508000.0,266125488.0,287396416.0,315351008.0,349795392.0,392037760.0,438785664.0,489021856.0,535889216.0,573110592.0,601066624.0,622762624.0,640297984.0,653576512.0,661202688.0,662959040.0,658664768.0,648898944.0,630275968.0,603138880.0,571347072.0,536470912.0,498130848.0,457611264.0,419111360.0,384978880.0,353263712.0,326626080.0,305822016.0,288995232.0,275079136.0,265154512.0,256641280.0,250388160.0,225646096.0,252125760.0
2016,91.12472534179688,225730288.0,226796176.0,228688672.0,232475136.0,239185456.0,249953872.0,265504640.0,287267584.0,315285760.0,349284512.0,390048480.0,435195712.0,483851840.0,530002944.0,566075776.0,593622656.0,615245888.0,633465472.0,646841216.0,655333760.0,658581632.0,655713024.0,648533120.0,632791040.0,608663936.0,579536448.0,546153344.0,509677184.0,470553056.0,430899072.0,395239296.0,363308000.0,334877632.0,312158560.0,293576512.0,279156896.0,267630176.0,258869408.0,251731616.0,225646096.0,254926544.0
2017,91.49057006835938,225736048.0,226944112.0,228850032.0,232378624.0,238860016.0,249616544.0,265306768.0,287668096.0,316078464.0,350352320.0,389770656.0,434300832.0,481084736.0,526451072.0,561137536.0,588289728.0,609601088.0,627702400.0,641524736.0,650037312.0,652969152.0,651030912.0,643668736.0,630337856.0,609733440.0,582458880.0,551211648.0,515591168.0,479117536.0,439287808.0,402416128.0,370117760.0,341106656.0,317481728.0,298170112.0,282845728.0,269979072.0,261257312.0,253400240.0,225646096.0,258122176.0
2018,91.79747772216797,225737248.0,226924032.0,228832272.0,232235616.0,238639296.0,249401040.0,265858048.0,288956928.0,317855488.0,351785376.0,390782880.0,434156224.0,479137984.0,523565280.0,557532544.0,583900608.0,603736128.0,621176960.0,634387840.0,642501696.0,644935872.0,643490560.0,637109312.0,625179968.0,607643904.0,583170560.0,554233664.0,519928736.0,485335104.0,446678304.0,410206016.0,377848640.0,348222944.0,323717696.0,303661824.0,286589536.0,273926336.0,263692368.0,255627360.0,225646096.0,262645616.0
2019,92.17594146728516,225731840.0,226830848.0,228795648.0,232173680.0,238520480.0,249415056.0,266742720.0,290419072.0,319393536.0,353198048.0,390682304.0,432085632.0,475307744.0,517008832.0,551323776.0,577522240.0,596944512.0,613999872.0,627717248.0,636718528.0,640255104.0,639331456.0,634036928.0,622148288.0,608593216.0,586453120.0,558964672.0,524756352.0,490503968.0,453893216.0,418191840.0,385540800.0,354090368.0,329122080.0,307344160.0,289587008.0,276630560.0,265658384.0,257205760.0,225646096.0,268594304.0
2020,92.30342864990234,225728000.0,226801408.0,228688000.0,232096880.0,238532720.0,249764448.0,267873040.0,292688928.0,322650560.0,356210240.0,392077408.0,431084608.0,472049952.0,512425856.0,546021440.0,571858752.0,590725632.0,606672384.0,620804224.0,629379072.0,633672448.0,634551104.0,628888576.0,618309120.0,604629248.0,584510848.0,558581056.0,526260960.0,492477504.0,457389568.0,423803232.0,390266944.0,360024960.0,333443072.0,310657792.0,293118080.0,278734176.0,267461344.0,258454384.0,225646096.0,275017344.0
2021,92.44570922851562,225729136.0,226756752.0,228558688.0,231974192.0,238586432.0,250315168.0,269076992.0,295174080.0,326390496.0,358791232.0,392469088.0,429093760.0,468023104.0,506399264.0,539108544.0,565077120.0,584037568.0,599718976.0,613735936.0,623149376.0,628103360.0,628389504.0,622897472.0,612970496.0,600249728.0,581410752.0,557206272.0,525946976.0,492608064.0,459952576.0,428048032.0,396083968.0,365053600.0,338781504.0,314917088.0,297076000.0,282353920.0,269644832.0,259496640.0,225646096.0,282409248.0
2022,92.41146087646484,225733792.0,226748240.0,228485200.0,231960992.0,238901200.0,251280464.0,271342912.0,299208512.0,331419328.0,362341056.0,393133728.0,427041248.0,464540960.0,500828064.0,532588512.0,557537216.0,576487680.0,591356544.0,604305408.0,614561600.0,619791680.0,621002304.0,617706880.0,609354752.0,597816640.0,579149312.0,555070080.0,525967488.0,493838784.0,461993440.0,430738752.0,398391168.0,368872704.0,341553472.0,319180224.0,300088736.0,284524704.0,271435328.0,261490624.0,225646096.0,288195520.0
2023,92.21343994140625,225742928.0,226770928.0,228460480.0,232150880.0,239365776.0,252532528.0,274120384.0,303296736.0,334945856.0,363827968.0,392177920.0,424068352.0,459797632.0,494676128.0,525409344.0,549523584.0,569755712.0,585169856.0,597617344.0,608061376.0,615417024.0,618923456.0,616443584.0,610050560.0,598562880.0,579832512.0,553727744.0,524162624.0,490320256.0,457918240.0,425549248.0,395372160.0,368373376.0,342168000.0,319670880.0,300699040.0,285391392.0,272243040.0,262218768.0,225646096.0,289028544.0
2024,91.47596740722656,225760144.0,226776448.0,228579264.0,232835024.0,241147264.0,255937968.0,279463424.0,308902112.0,339672384.0,366116576.0,392281952.0,422244832.0,456284704.0,488953376.0,517450080.0,540533504.0,560049984.0,574543936.0,586531008.0,597547840.0,606618048.0,612422528.0,609626816.0,603686720.0,592134464.0,572174336.0,546521280.0,516666304.0,484807232.0,452833152.0,421342080.0,391770752.0,365734976.0,340552448.0,319173120.0,300322784.0,284961824.0,271747264.0,260924048.0,225646096.0,283178304.0
