years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,90.80040740966797,327442688.0,327480800.0,327659808.0,328134496.0,329261376.0,332001952.0,337387456.0,345625920.0,356566528.0,370898496.0,388927104.0,410763360.0,436547328.0,467616896.0,503539136.0,543590016.0,587403072.0,629133184.0,665460736.0,692072320.0,707537920.0,700968448.0,667935168.0,617593152.0,547239552.0,477696448.0,420515776.0,384011264.0,359861504.0,346826624.0,339564672.0,335462144.0,332759584.0,331217856.0,330722048.0,330491168.0,329834752.0,329215744.0,328578048.0,327438144.0,327843392.0
1995,90.83428192138672,327442816.0,327487872.0,327695296.0,328176640.0,329315360.0,332178240.0,337698592.0,346136128.0,357474176.0,372036096.0,390401056.0,412342400.0,438239808.0,469155136.0,504847936.0,544487168.0,588189184.0,629690112.0,665321024.0,690602368.0,703184320.0,696662848.0,666469888.0,616262592.0,549086080.0,480998912.0,424078688.0,388083264.0,364213568.0,350420416.0,342552288.0,337289504.0,334313120.0,332313408.0,331068608.0,330667072.0,330397952.0,329774144.0,329192768.0,327438144.0,328432640.0
1996,90.92493438720703,327443264.0,327518176.0,327772608.0,328303488.0,329541376.0,332437440.0,337998912.0,346548416.0,358212128.0,373080416.0,391480640.0,413382720.0,439243360.0,470184832.0,505378624.0,544799616.0,588386176.0,629577280.0,663494144.0,687406336.0,699095296.0,693538432.0,665235648.0,615480448.0,550799872.0,485105472.0,428881184.0,392431424.0,369371264.0,354446912.0,345547392.0,340096320.0,335825472.0,333506752.0,332183232.0,331163392.0,330676992.0,330360352.0,329685312.0,327438144.0,329463104.0
1997,91.15382385253906,327443328.0,327568864.0,327900160.0,328437248.0,329672320.0,332503744.0,338116256.0,346864288.0,358591232.0,373633664.0,392188160.0,414032000.0,439707104.0,470210432.0,505221312.0,544741184.0,587169536.0,627572864.0,661342464.0,684430336.0,695905664.0,691705856.0,664983616.0,616202304.0,553248704.0,488742976.0,433539840.0,397254336.0,375033024.0,359816960.0,349481344.0,342936480.0,338730688.0,335180032.0,333128832.0,332031680.0,331299904.0,330739584.0,330300608.0,327438144.0,331030048.0
1998,91.39171600341797,327444672.0,327668480.0,328045504.0,328535296.0,329743168.0,332593088.0,338378176.0,347210784.0,358741824.0,373970816.0,392560864.0,414577632.0,440533056.0,471015744.0,505279840.0,544230336.0,585148672.0,624743552.0,658901248.0,682423168.0,693192832.0,689842368.0,664546560.0,615657216.0,554776640.0,490854400.0,437302208.0,401411392.0,380081216.0,365741376.0,354784832.0,347304000.0,341596768.0,338016384.0,334884736.0,332896896.0,332001792.0,331337280.0,330721984.0,327438144.0,332696672.0
1999,91.77507019042969,327446848.0,327790528.0,328171040.0,328628544.0,329850176.0,332689760.0,338241184.0,346977920.0,358641024.0,373761664.0,392763040.0,414842048.0,440669824.0,471089152.0,504415584.0,542318848.0,582277120.0,621091328.0,655409344.0,680832576.0,690841472.0,688177152.0,664919104.0,617116544.0,556852352.0,494950016.0,441696768.0,405839904.0,384214208.0,371243968.0,360318912.0,352168256.0,346086144.0,340956032.0,337454720.0,334693760.0,332841216.0,331962368.0,331329792.0,327438144.0,334794016.0
2000,92.2916488647461,327448128.0,327944576.0,328321344.0,328781888.0,329907648.0,332527776.0,337886176.0,346594368.0,358401600.0,373802080.0,393034432.0,414894848.0,440211456.0,469870976.0,502312672.0,538805248.0,577315776.0,616009344.0,651002240.0,677935424.0,688673920.0,686292480.0,666028544.0,620208768.0,560910336.0,499739712.0,447481856.0,411315680.0,390139776.0,375912736.0,365913856.0,357444288.0,350536928.0,344865632.0,340380992.0,337133760.0,334525152.0,332902528.0,331932064.0,327438144.0,337176800.0
2001,92.9487533569336,327449984.0,328145184.0,328474560.0,328854080.0,329896256.0,332311072.0,337518496.0,346063808.0,357763008.0,373204544.0,392059072.0,413700096.0,438173248.0,467286976.0,499878272.0,535749600.0,573148480.0,610451904.0,646462208.0,675729152.0,688841088.0,686713088.0,668276736.0,625200128.0,565980288.0,505850624.0,452677920.0,416446080.0,394214400.0,380743616.0,370331840.0,362640288.0,355842304.0,349033216.0,344256960.0,340195168.0,336587040.0,334300032.0,332877184.0,327438144.0,339860992.0
2002,93.6282730102539,327452672.0,328361984.0,328577472.0,328917504.0,329930400.0,332308352.0,337394944.0,345697984.0,357378528.0,372671072.0,391109344.0,412076416.0,436107968.0,465157024.0,497143104.0,531934624.0,568642560.0,604890752.0,640678080.0,672928512.0,689304576.0,688309504.0,670882432.0,631208448.0,573038720.0,513415680.0,460138432.0,422243200.0,398364384.0,384216000.0,373983296.0,366471680.0,360860832.0,354566976.0,348451520.0,343719584.0,339378048.0,336004480.0,334111168.0,327438144.0,342617312.0
2003,94.30706024169922,327459680.0,328547456.0,328717888.0,328957984.0,329958784.0,332242720.0,337116832.0,345188864.0,356809984.0,371781248.0,389616128.0,410567456.0,434508672.0,463351296.0,494798208.0,528377184.0,564041792.0,599248896.0,635237120.0,668835904.0,689414656.0,690363776.0,673514496.0,635974144.0,579325568.0,519015424.0,466684416.0,429326080.0,403832352.0,387963264.0,377526080.0,369240896.0,363492096.0,359067104.0,352931488.0,347772672.0,342665088.0,338409920.0,335322912.0,327438144.0,345606816.0
2004,95.07312774658203,327463232.0,328749984.0,328839232.0,328957056.0,329940352.0,332210368.0,336925376.0,344778496.0,356069632.0,370643328.0,388564288.0,409565056.0,433385216.0,461250944.0,491417760.0,523430688.0,558572288.0,593319552.0,628953024.0,663241472.0,687406336.0,692247680.0,676194688.0,640687232.0,587101824.0,524919040.0,474151712.0,436638912.0,410542784.0,392771648.0,381398144.0,372902496.0,366529120.0,361988288.0,357838848.0,352097536.0,347289536.0,341808960.0,337460224.0,327438144.0,349764224.0
2005,95.96791076660156,327461248.0,328926208.0,328874144.0,328904864.0,329974176.0,332224256.0,336747520.0,344018272.0,355052288.0,369439616.0,387314048.0,408218048.0,431517888.0,458434496.0,487745984.0,518592064.0,553303424.0,587349120.0,622977536.0,658108352.0,684104704.0,694111040.0,680244672.0,644551680.0,593413248.0,532915776.0,481812416.0,445386368.0,417947552.0,398851392.0,385747072.0,376926624.0,370591360.0,365285952.0,361238624.0,356646912.0,351325376.0,346435008.0,340597120.0,327438144.0,354815232.0
2006,96.9974365234375,327461440.0,329049216.0,328856384.0,328918048.0,330000448.0,332235008.0,336425504.0,343354304.0,353967712.0,368154176.0,385917344.0,406008896.0,428760256.0,454645312.0,483486400.0,513394304.0,547206400.0,581356480.0,616030144.0,650410752.0,679795264.0,693844544.0,685539200.0,651438592.0,601581568.0,544171136.0,491996064.0,453811200.0,426476064.0,405063360.0,391137216.0,381273088.0,374527296.0,369030848.0,364214336.0,360355776.0,355095104.0,349793184.0,344813312.0,327438144.0,360468288.0
2007,97.9782485961914,327462144.0,329111168.0,328853568.0,328948096.0,330058432.0,332203808.0,336102784.0,342851776.0,353059360.0,366946912.0,384253888.0,404071456.0,426083904.0,451552640.0,480046656.0,509628544.0,542396352.0,576858112.0,610403840.0,644265600.0,675377152.0,693220224.0,687811456.0,657576960.0,610473152.0,554285824.0,504100960.0,463495552.0,433443680.0,410925056.0,396322432.0,385156256.0,378488384.0,372628672.0,367821504.0,363377280.0,358609920.0,352925600.0,348014304.0,327438144.0,366886176.0
2008,98.90640258789062,327460352.0,329144704.0,328873856.0,328972416.0,330114304.0,332192192.0,335957024.0,342659616.0,352288576.0,365932992.0,382937216.0,402311872.0,423794240.0,448611776.0,476635904.0,506030304.0,537779584.0,572127232.0,605171328.0,638617600.0,669511360.0,690695360.0,689396352.0,662108352.0,618284416.0,564167168.0,514461408.0,473717856.0,441849056.0,417288608.0,401528032.0,389617920.0,382180352.0,376488000.0,371383936.0,366606208.0,361997440.0,356374720.0,350307264.0,327438144.0,373692992.0
2009,99.93733978271484,327459680.0,329156960.0,328893888.0,328955328.0,330134272.0,332272256.0,335917504.0,342194880.0,351714176.0,364810304.0,381305536.0,400192832.0,421141376.0,445509600.0,472626016.0,501625216.0,533344032.0,567352960.0,599357056.0,632623104.0,662703744.0,685346688.0,689606528.0,666673408.0,625625152.0,575054592.0,526036352.0,484795808.0,451091904.0,424918144.0,406618432.0,394356128.0,385803648.0,380553280.0,375284416.0,370384800.0,365608800.0,360355136.0,353864256.0,327438144.0,382788288.0
2010,100.98555755615234,327458912.0,329170304.0,328904256.0,329002048.0,330233728.0,332364128.0,335878656.0,341911776.0,351126208.0,363710400.0,379700224.0,398333344.0,418996064.0,442489632.0,469009728.0,497472896.0,528193056.0,562148096.0,593107712.0,624725120.0,654470656.0,678411712.0,686746432.0,669723200.0,632337792.0,584960064.0,538806656.0,497962208.0,463445472.0,435531200.0,414065344.0,400029632.0,389657088.0,383630336.0,379062208.0,374160960.0,368831872.0,364223936.0,357809472.0,327438144.0,392009024.0
2011,102.2001953125,327460320.0,329172000.0,328907264.0,329068256.0,330279296.0,332433024.0,335811776.0,341434752.0,350225888.0,362256928.0,377508416.0,395490176.0,415936480.0,438945632.0,463977568.0,492195456.0,521972640.0,555212928.0,586278912.0,616103552.0,645304832.0,670390400.0,681010624.0,672312960.0,642068352.0,598808384.0,553588800.0,512786624.0,476744384.0,446814272.0,423147200.0,405552896.0,395093824.0,386502240.0,382135040.0,377838368.0,371520256.0,367486976.0,361134464.0,327438144.0,401727488.0
2012,103.39799499511719,327460800.0,329156288.0,328941280.0,329124032.0,330339456.0,332525760.0,335888832.0,341254624.0,349617536.0,361043744.0,375536576.0,392785280.0,412660672.0,435336640.0,459374688.0,485909696.0,514837088.0,546253056.0,577327104.0,606225536.0,634236288.0,659885760.0,673484160.0,669995904.0,648000384.0,612339456.0,568809920.0,527531680.0,489699136.0,457148544.0,431727616.0,413319680.0,400682656.0,392029920.0,385643488.0,381426656.0,374596160.0,370070464.0,364558912.0,327438144.0,411047360.0
2013,104.74600219726562,327462912.0,329107936.0,328973344.0,329171776.0,330386144.0,332581632.0,336054432.0,341280384.0,349162560.0,359929600.0,373830592.0,389914912.0,408891584.0,430421664.0,453701920.0,479174112.0,506484832.0,535916224.0,567323520.0,596727168.0,625010432.0,651760832.0,667419008.0,668474752.0,651963520.0,623355776.0,582867200.0,542118784.0,506161920.0,470775328.0,442174464.0,421727616.0,406294048.0,397156992.0,390171840.0,385144448.0,379397920.0,373010368.0,368105280.0,327438144.0,423977600.0
2014,105.80093383789062,327460992.0,329015488.0,329055904.0,329286848.0,330556736.0,332821344.0,336320704.0,341631296.0,349131424.0,359525408.0,373123840.0,388311424.0,406963584.0,427885312.0,450474816.0,475502272.0,502007776.0,530722496.0,561422848.0,589404352.0,616960384.0,641259776.0,657722368.0,660547072.0,649524544.0,628884608.0,596905792.0,558194688.0,521222720.0,486550016.0,454903616.0,432159488.0,414157504.0,402528064.0,395372736.0,389653184.0,382662208.0,376205056.0,370610368.0,327438144.0,435671296.0
2015,106.65736389160156,327459872.0,328852992.0,329232896.0,329445248.0,330758656.0,333108608.0,336671744.0,341924704.0,349421504.0,359730880.0,372947200.0,387920256.0,405811520.0,426422560.0,448213728.0,472674912.0,499482176.0,526825248.0,556792064.0,584581888.0,610139840.0,633088448.0,648524032.0,652433024.0,645213312.0,632451136.0,607560320.0,574131712.0,536382336.0,500804768.0,466889280.0,441699168.0,422268672.0,408566208.0,400020160.0,394052704.0,386591424.0,379047488.0,373065120.0,327438144.0,445688832.0
2016,107.32959747314453,327470816.0,328700032.0,329286976.0,329660544.0,330866752.0,333240992.0,336858016.0,342162496.0,349875072.0,360326144.0,373476736.0,388240064.0,405680288.0,425592256.0,447035392.0,471512000.0,498093824.0,525170368.0,554015040.0,580299520.0,603740800.0,623993472.0,636252992.0,640851584.0,637200896.0,629683456.0,611960704.0,584233088.0,550781568.0,514506976.0,479929600.0,451685824.0,431428448.0,415073984.0,403805632.0,396730816.0,389949760.0,381871488.0,375158816.0,327438144.0,456801792.0
2017,108.2118911743164,327470336.0,328692288.0,329513152.0,329907648.0,331070272.0,333385600.0,336903392.0,342471168.0,350433664.0,360755168.0,373536128.0,388078656.0,405072704.0,424352000.0,445635360.0,468802304.0,494689920.0,521025984.0,547890048.0,573541760.0,593822080.0,611265408.0,622864128.0,627487424.0,627366400.0,623779904.0,614311424.0,594192512.0,566909952.0,532589952.0,496935936.0,467235040.0,444003840.0,426612672.0,412491040.0,402287424.0,393333952.0,386278816.0,378283072.0,327438144.0,466837184.0
2018,109.17837524414062,327480416.0,328466112.0,329769760.0,330218048.0,331379264.0,333507584.0,337121824.0,342842752.0,350664192.0,360974336.0,373536064.0,387643648.0,403757760.0,422516608.0,443359360.0,465464160.0,490355360.0,516575328.0,542244864.0,565541760.0,584187008.0,600301696.0,611706624.0,616525184.0,618196480.0,617526080.0,612242432.0,600782080.0,578692096.0,549608896.0,514832448.0,482950848.0,458365376.0,439090240.0,423383296.0,409507584.0,397695040.0,389486272.0,382331776.0,327438144.0,475287424.0
2019,109.95134735107422,327486144.0,328246048.0,329801472.0,330612608.0,331653632.0,333803648.0,337568832.0,343528448.0,351290752.0,361633664.0,373964320.0,387766656.0,403418624.0,421329312.0,441349760.0,463279392.0,487269568.0,512138944.0,536376608.0,557908672.0,575533504.0,591072128.0,602071872.0,607552384.0,609966976.0,611053888.0,609359232.0,601777216.0,587122048.0,563059200.0,530963104.0,499803776.0,471654688.0,451021856.0,433764480.0,417801600.0,402891744.0,392656960.0,385352832.0,327438144.0,481191968.0
2020,110.4480209350586,327485184.0,328006336.0,329648704.0,331132800.0,332239744.0,334643840.0,338475904.0,344842624.0,352938560.0,362932992.0,374927744.0,388383776.0,403557696.0,421292672.0,440304256.0,461482848.0,484266560.0,507839488.0,530469344.0,550275712.0,567308416.0,581129472.0,590197568.0,595787776.0,598945408.0,602688320.0,604729728.0,600367488.0,590286400.0,573261056.0,544655616.0,514276736.0,486914880.0,463792192.0,444845120.0,427569280.0,408401152.0,396307584.0,387441792.0,327438144.0,485689024.0
2021,110.89031219482422,327482880.0,327807360.0,329412224.0,331384640.0,333155328.0,335888960.0,340086144.0,346597056.0,354714880.0,364427360.0,375984736.0,389197504.0,404021952.0,421202432.0,439425408.0,459373568.0,480422336.0,501756704.0,522372736.0,542148864.0,558864000.0,572336064.0,580728960.0,585431936.0,589028160.0,595182080.0,598500288.0,597292544.0,591904832.0,579986176.0,556973952.0,527959968.0,501737280.0,477194944.0,457554976.0,437512640.0,415730080.0,400684544.0,389989760.0,327438144.0,491888992.0
2022,110.80703735351562,327476160.0,327705344.0,329077184.0,331662208.0,334228736.0,337599360.0,342157408.0,348740608.0,356871616.0,366233152.0,377512320.0,390709376.0,405128000.0,421228000.0,439067776.0,457665696.0,477297856.0,496859072.0,516646656.0,534935712.0,551122496.0,563921920.0,572675456.0,579177408.0,583502976.0,589120704.0,594550080.0,593936896.0,591626944.0,581997184.0,561956992.0,534402400.0,510877376.0,487937696.0,466040096.0,443639936.0,420803680.0,404183168.0,390336832.0,327438144.0,490923904.0
2023,110.0385971069336,327465856.0,327658208.0,328813696.0,331930624.0,335260608.0,339488768.0,344903680.0,351294784.0,359602432.0,368668928.0,379682560.0,392483648.0,406753984.0,422798496.0,440094272.0,457601792.0,475760640.0,494613824.0,513172224.0,530933248.0,546115776.0,557997824.0,566408384.0,572751424.0,578682304.0,584278656.0,590359488.0,590718272.0,587321472.0,578223424.0,558213056.0,532888512.0,511581952.0,492464896.0,468501888.0,445171136.0,422545344.0,404173408.0,389147520.0,327438144.0,486691872.0
2024,108.60555267333984,327462656.0,327709568.0,328878400.0,332234048.0,336356800.0,341360032.0,346947840.0,353607552.0,361452672.0,370106240.0,380701696.0,393164704.0,407699648.0,423513120.0,440078336.0,457917248.0,475885440.0,494432256.0,513849856.0,531845216.0,546779264.0,558383616.0,567534848.0,574107840.0,578724480.0,581267712.0,583532288.0,581600896.0,575098432.0,560326272.0,540361344.0,520162528.0,501226976.0,482149440.0,461994016.0,441040640.0,420544960.0,401885824.0,385372352.0,327438144.0,478515584.0
