years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,76.00157928466797,396746656.0,400702592.0,406432928.0,414396768.0,423525568.0,432599040.0,440537632.0,447369120.0,452363008.0,452714944.0,447435520.0,436923008.0,426904832.0,421126912.0,419904704.0,421383136.0,424887104.0,430815456.0,439744672.0,451644256.0,468564832.0,488297056.0,508038400.0,524869056.0,537371072.0,546616576.0,546066432.0,536057504.0,520406208.0,501552960.0,476426336.0,451967072.0,430086784.0,414936096.0,405548960.0,400331712.0,397880256.0,396754624.0,396136192.0,395811968.0,395873728.0
1995,75.22791290283203,396722016.0,400588800.0,406339136.0,414715424.0,424618784.0,434421312.0,442878752.0,449952704.0,454989696.0,455585536.0,450343008.0,439151488.0,428034560.0,421623232.0,420105600.0,421660640.0,425212032.0,431173632.0,440024864.0,451646272.0,468512864.0,488200576.0,507998144.0,524263936.0,537010048.0,545306752.0,545945216.0,535395616.0,519888608.0,499069568.0,474909312.0,450611936.0,429125376.0,414215584.0,405515008.0,400323936.0,397945152.0,396778304.0,396149024.0,395811968.0,395876000.0
1996,74.52235412597656,396705600.0,400484864.0,406309664.0,414922304.0,425628128.0,436155552.0,445156384.0,452566048.0,457578784.0,458160480.0,452944672.0,441455744.0,429281248.0,422383712.0,420697056.0,422069504.0,425669056.0,431336896.0,440266112.0,451725440.0,467433120.0,486712352.0,506943232.0,523593472.0,536586752.0,544346496.0,545692608.0,535345280.0,519414208.0,498165376.0,473992640.0,449626080.0,428268960.0,413911904.0,405645024.0,400472192.0,398050496.0,396818720.0,396182304.0,395811968.0,395879392.0
1997,73.97789764404297,396677120.0,400328256.0,406142016.0,414954112.0,426425312.0,437788416.0,447546240.0,455383552.0,460501504.0,460758752.0,455141760.0,443522048.0,430521760.0,422954528.0,420819456.0,422311168.0,425957504.0,431488128.0,439695424.0,451013856.0,465912160.0,484932192.0,505446048.0,522902240.0,535495808.0,543415424.0,544461568.0,535951392.0,519830304.0,498450688.0,473882240.0,449795008.0,428532064.0,414112992.0,405689600.0,400501856.0,398080128.0,396844928.0,396220864.0,395811968.0,395881152.0
1998,73.56470489501953,396654368.0,400176512.0,405904160.0,414953184.0,426954560.0,439352576.0,449802624.0,458000992.0,463085376.0,462863200.0,457247584.0,445717376.0,432186656.0,423858304.0,421264640.0,422597824.0,426145408.0,431383840.0,439198208.0,450329088.0,464559968.0,482544384.0,502764096.0,521063168.0,533949760.0,542624448.0,543865920.0,536123712.0,520424640.0,499709056.0,475175744.0,450726112.0,429522496.0,414550016.0,405736384.0,400670400.0,398187488.0,396928960.0,396248352.0,395811968.0,395890400.0
1999,73.22374725341797,396635200.0,400010144.0,405670080.0,414885632.0,427255488.0,440625472.0,451635072.0,460435008.0,465692704.0,465638816.0,459865824.0,448220576.0,434096224.0,424982720.0,421743072.0,422779232.0,426192224.0,431320640.0,439117792.0,449852224.0,463527040.0,480583328.0,500245536.0,518777760.0,532325056.0,540616896.0,542665856.0,536059168.0,520246848.0,501309248.0,477149760.0,452497408.0,430589056.0,415082272.0,405958656.0,400899072.0,398320416.0,397044480.0,396276640.0,395811968.0,395903040.0
2000,72.95059204101562,396624544.0,399880736.0,405483264.0,414617952.0,427206176.0,441177248.0,453335680.0,462520544.0,468275648.0,468505696.0,462826912.0,450793952.0,435640032.0,425748928.0,422182176.0,422946432.0,426250752.0,431417248.0,438987872.0,449149152.0,462086752.0,478431808.0,497415328.0,515606048.0,530133312.0,539090624.0,541297792.0,536372224.0,520975424.0,502502912.0,479038720.0,454513024.0,432127392.0,416210112.0,406639168.0,401302624.0,398514048.0,397149600.0,396337600.0,395811968.0,395916448.0
2001,72.79840087890625,396608064.0,399809472.0,405341760.0,414322336.0,427141088.0,441457376.0,454783520.0,464480864.0,470382016.0,471043168.0,465200800.0,452752000.0,437003584.0,426217056.0,422428928.0,422923360.0,426356512.0,431359488.0,438557408.0,448355488.0,460626592.0,476321568.0,494872512.0,512110624.0,527574688.0,536599360.0,539098688.0,535720576.0,521963840.0,503867264.0,481703744.0,456895040.0,434308832.0,418033216.0,407800128.0,401829568.0,398726656.0,397308960.0,396407264.0,395811968.0,395938176.0
2002,72.65753936767578,396604128.0,399763680.0,405182080.0,414015808.0,426779040.0,441439552.0,455961312.0,466564864.0,472935072.0,473806464.0,467747840.0,454710784.0,438402784.0,427008672.0,422696672.0,423021568.0,426350784.0,431458176.0,438093664.0,447491744.0,459464128.0,474280128.0,491783104.0,509296576.0,525073888.0,534212544.0,537869824.0,535648768.0,523354816.0,504905696.0,484295936.0,458737760.0,436077120.0,419686176.0,408963648.0,402519872.0,399112480.0,397460224.0,396489568.0,395811968.0,395970720.0
2003,72.50106811523438,396625632.0,399825088.0,405216928.0,413876032.0,426455616.0,441409600.0,456580736.0,467792800.0,474278752.0,475221664.0,468951008.0,455552672.0,439046976.0,427477184.0,422773824.0,422968640.0,426050240.0,431298912.0,437634688.0,446539936.0,458191072.0,472122784.0,488822752.0,506321024.0,522551488.0,532469152.0,537581248.0,536206016.0,525307136.0,506647840.0,486532512.0,460754784.0,438361728.0,421398144.0,410092896.0,403257696.0,399515712.0,397663136.0,396605312.0,395811968.0,396003712.0
2004,72.43584442138672,396639520.0,399884736.0,405317888.0,414031136.0,426437728.0,441715872.0,457003872.0,468848768.0,475287392.0,475971616.0,469005056.0,454982656.0,438530912.0,427420224.0,422705472.0,422723328.0,425935520.0,430976000.0,437072800.0,445580608.0,456734176.0,470067456.0,486122560.0,503671360.0,519748608.0,530731456.0,536324096.0,535946272.0,527337856.0,509740416.0,489246368.0,463453952.0,441156352.0,422966560.0,411230432.0,404258528.0,400063872.0,397908352.0,396737664.0,395811968.0,396040960.0
2005,72.37158203125,396652544.0,399924992.0,405401920.0,414034816.0,426295584.0,441727616.0,457599840.0,470312064.0,477123680.0,477351744.0,469419200.0,454636512.0,438165888.0,427440896.0,422785152.0,422424064.0,425399040.0,430332512.0,436472608.0,444381568.0,455007488.0,467967584.0,483694752.0,500826048.0,516299904.0,529184288.0,535326976.0,536743488.0,529074304.0,512256384.0,491330688.0,466681472.0,444138112.0,425153856.0,412655936.0,405337248.0,400724864.0,398218784.0,396911424.0,395811968.0,396092928.0
2006,72.38807678222656,396647840.0,399950400.0,405403776.0,413993152.0,426034752.0,441440512.0,457624320.0,471042624.0,478804768.0,479098112.0,470605664.0,455145248.0,438571168.0,427784224.0,422923872.0,422517280.0,425142720.0,429532448.0,435825312.0,443478912.0,453468608.0,465932928.0,481139872.0,497916672.0,512422208.0,526377024.0,533590208.0,536156096.0,529837696.0,514601600.0,493843264.0,469874304.0,447294592.0,428083008.0,414537920.0,406624992.0,401564320.0,398592736.0,397136000.0,395811968.0,396161632.0
2007,72.46731567382812,396651488.0,399932320.0,405387136.0,413871584.0,425703200.0,441150720.0,457788288.0,472001280.0,480746144.0,481223584.0,472394880.0,456230464.0,439394688.0,428311072.0,423094976.0,422342560.0,424685952.0,429027840.0,435159328.0,442786080.0,452080000.0,464639808.0,479013440.0,495749824.0,509926752.0,523708352.0,532563264.0,535548224.0,530568384.0,516895904.0,496648000.0,472637952.0,450105696.0,431565216.0,416835776.0,407952576.0,402542848.0,399119840.0,397408224.0,395811968.0,396241408.0
2008,72.36186981201172,396667936.0,400038464.0,405601728.0,414199776.0,426165920.0,441527744.0,458370112.0,472680864.0,481437824.0,481043104.0,470453504.0,454096736.0,438322688.0,427919392.0,422589056.0,421887040.0,424220736.0,428525568.0,434509056.0,441974144.0,450754240.0,463012480.0,477268704.0,493674144.0,507961248.0,521563392.0,531519136.0,534839296.0,530981440.0,518861152.0,499182240.0,474909088.0,452530688.0,434285920.0,419283008.0,409397984.0,403339488.0,399760480.0,397708672.0,395811968.0,396330592.0
2009,72.45516967773438,396669184.0,400073536.0,405646624.0,414239488.0,426105408.0,441292448.0,458105216.0,472993216.0,482184672.0,481640928.0,470875392.0,454263072.0,438450464.0,428072000.0,422840480.0,421780576.0,423966496.0,427943072.0,433931840.0,441388832.0,449771712.0,461597024.0,475082816.0,491612736.0,506160608.0,519628224.0,529780448.0,534577664.0,531536480.0,520932864.0,501649024.0,477157568.0,455008736.0,436696864.0,421562592.0,410919552.0,404285312.0,400348384.0,398032768.0,395811968.0,396432480.0
2010,72.75534057617188,396668672.0,400094112.0,405652256.0,414297216.0,425984384.0,440716160.0,456877504.0,471874112.0,481282784.0,481308864.0,470933344.0,453845696.0,438365760.0,428135296.0,423157600.0,421886208.0,423805504.0,427592224.0,433246784.0,440534944.0,448906784.0,459864256.0,473370144.0,489337952.0,504095904.0,517262144.0,528118624.0,534658784.0,532038976.0,522427904.0,504752800.0,480159552.0,457560576.0,439830016.0,424231072.0,412496608.0,404833376.0,400749536.0,398182720.0,395811968.0,396478496.0
2011,72.7235336303711,396687392.0,400225024.0,406011872.0,414772768.0,426534688.0,441676576.0,458051424.0,472883424.0,480717440.0,478901344.0,467832608.0,451231712.0,436912896.0,427455840.0,422873344.0,421579520.0,423240736.0,426858208.0,432377088.0,439198304.0,447107552.0,457198080.0,470475776.0,486325888.0,501271968.0,513868736.0,525591168.0,533225984.0,532823168.0,523864608.0,507885152.0,484929760.0,461280160.0,443497248.0,427664768.0,415410912.0,406566336.0,401728864.0,398750976.0,395811968.0,396724832.0
2012,72.75827026367188,396699424.0,400308288.0,406223776.0,415064288.0,426907968.0,442097440.0,458690848.0,473173376.0,480527520.0,478317152.0,466972480.0,450672704.0,436858624.0,427639648.0,422996512.0,421634240.0,422951072.0,426170624.0,431346144.0,438024288.0,445460832.0,455244256.0,467993088.0,482431872.0,497394688.0,510072000.0,521991616.0,530646112.0,533726656.0,525995456.0,510631040.0,489187136.0,464955584.0,447216224.0,431216704.0,418238336.0,409076896.0,403069184.0,399550080.0,395811968.0,397031552.0
2013,72.79736328125,396710432.0,400335008.0,406221824.0,415054816.0,426797536.0,442101888.0,458724448.0,473470144.0,481322688.0,479396224.0,468334944.0,452076224.0,438054528.0,428322496.0,423262784.0,421547040.0,422519360.0,425492064.0,430271968.0,436678688.0,443977216.0,453382432.0,465202176.0,478587712.0,492388640.0,504542016.0,517018208.0,526231648.0,531010144.0,528087232.0,514989120.0,494122944.0,470119168.0,451011744.0,435115968.0,421290688.0,411504608.0,404937408.0,400589792.0,395811968.0,397419008.0
2014,72.81951904296875,396719008.0,400333568.0,406184672.0,414942880.0,426633024.0,441804000.0,458368448.0,473289440.0,481680064.0,480514304.0,469880352.0,453801952.0,439437824.0,429231392.0,423702400.0,421584192.0,422252064.0,424887328.0,429416864.0,435218080.0,442111680.0,451167360.0,461938080.0,474590912.0,487834816.0,499689664.0,512130368.0,522274464.0,527973632.0,526862912.0,515546944.0,496278208.0,474272800.0,454844704.0,438964352.0,425407360.0,414818688.0,407477536.0,402084416.0,395811968.0,398024288.0
2015,72.89900970458984,396729984.0,400341440.0,406111616.0,414794528.0,426566432.0,441476832.0,457680352.0,472708288.0,481971296.0,481995424.0,472001952.0,456352512.0,441565792.0,430745184.0,424752928.0,422396064.0,422790304.0,425164512.0,429184480.0,434779264.0,441617120.0,450186848.0,460530464.0,472694496.0,485824512.0,497588000.0,509731584.0,520364448.0,526532288.0,525832384.0,515749952.0,498100224.0,477511168.0,457160384.0,440846496.0,426707072.0,415833216.0,408856576.0,403264000.0,395811968.0,398618976.0
2016,73.13212585449219,396729152.0,400262304.0,405918464.0,414345280.0,425867680.0,440404448.0,456702560.0,472048192.0,482327232.0,483385664.0,474193536.0,458115296.0,442882848.0,431718880.0,425264704.0,422481728.0,422955424.0,425086112.0,428856992.0,434126176.0,440725440.0,449004416.0,459107008.0,470652448.0,483696000.0,495868800.0,507285760.0,517487808.0,524865792.0,523829568.0,515657952.0,500039360.0,480737632.0,459868960.0,442738240.0,428168768.0,417088096.0,409995104.0,404698784.0,395811968.0,399503200.0
2017,73.30977630615234,396711584.0,400057856.0,405488352.0,413598176.0,424852832.0,439182624.0,455946432.0,472442400.0,483760032.0,486707392.0,477706176.0,461498368.0,444902944.0,432656288.0,425028704.0,421903520.0,422167808.0,424460416.0,428606080.0,433722944.0,439891328.0,447831232.0,457481504.0,469364800.0,481964096.0,494788864.0,505400736.0,514957056.0,523117216.0,523022176.0,514569408.0,501163680.0,482280256.0,462996256.0,444913792.0,429912256.0,418776896.0,411301696.0,405887840.0,395811968.0,400445408.0
2018,73.59744262695312,396714496.0,399947328.0,405086240.0,412868992.0,423701888.0,437840352.0,454919072.0,472232032.0,485068224.0,489089856.0,480772384.0,463866528.0,446413408.0,433048000.0,425004448.0,421869600.0,422348480.0,424479904.0,428373248.0,433108640.0,439097824.0,446548768.0,456445216.0,467546368.0,479635264.0,492210624.0,502287584.0,512106144.0,520089440.0,521022912.0,513522304.0,501489952.0,483906752.0,465902208.0,448794016.0,432876896.0,420911584.0,412819040.0,406973696.0,395811968.0,402290912.0
2019,73.83761596679688,396711744.0,399936736.0,404939520.0,412530720.0,423044704.0,436928064.0,453986624.0,471572352.0,485558144.0,490425248.0,482871840.0,465502880.0,447132256.0,432907648.0,424930304.0,421838880.0,422253440.0,424139936.0,427975456.0,432601408.0,438688032.0,445864736.0,454752832.0,465542400.0,476872416.0,489085472.0,499693248.0,508328384.0,515239264.0,517917312.0,512249760.0,500788352.0,485286432.0,468711584.0,453531104.0,437366368.0,424843968.0,415360288.0,408702720.0,395811968.0,404942656.0
2020,74.00538635253906,396724128.0,400020992.0,404977728.0,412395648.0,422744992.0,436410560.0,453414272.0,470889760.0,485321696.0,490930880.0,483399392.0,465500608.0,446476576.0,431979872.0,424413376.0,421441728.0,421790368.0,423901696.0,427619328.0,432129120.0,437789472.0,444936128.0,453286432.0,463533888.0,474619200.0,486038688.0,496410496.0,504626208.0,510940224.0,514098528.0,509856672.0,500668128.0,487441248.0,471847520.0,457391808.0,441382592.0,427602560.0,417705504.0,410523744.0,395811968.0,408409120.0
2021,74.07344055175781,396746560.0,400132864.0,405110240.0,412440832.0,422620736.0,436485792.0,453202240.0,470512448.0,484729664.0,490284896.0,482311936.0,463919808.0,445076000.0,431426464.0,423974848.0,421239040.0,421552832.0,424036352.0,427322688.0,431533696.0,437174400.0,444055040.0,452072352.0,461957024.0,472196032.0,482735104.0,492918048.0,500885504.0,506679936.0,510460832.0,507395008.0,500026816.0,488739936.0,474641280.0,460131712.0,445161120.0,430458048.0,420252064.0,412128352.0,395811968.0,412125824.0
2022,74.07176208496094,396781184.0,400243968.0,405272800.0,412520736.0,422668928.0,436392832.0,452362304.0,469170176.0,483041824.0,487997312.0,480112480.0,462029024.0,444160992.0,431015328.0,424073792.0,421333824.0,421953792.0,424244864.0,427125120.0,431358240.0,436926976.0,443768032.0,451333728.0,460023744.0,469783072.0,479693440.0,489499424.0,497177280.0,503385536.0,507240608.0,505329184.0,497874112.0,487881888.0,475022208.0,461076992.0,446305344.0,433408736.0,422284064.0,413607712.0,395811968.0,415927168.0
2023,74.03826904296875,396822336.0,400369376.0,405391712.0,412599904.0,422728768.0,436133408.0,451348192.0,467151168.0,479355072.0,483104288.0,475839328.0,459159168.0,442538496.0,430703936.0,424204672.0,421914176.0,422368576.0,424311776.0,427441056.0,431791264.0,437094656.0,443058272.0,450063360.0,458244512.0,467993952.0,477149120.0,486378400.0,494466848.0,499983264.0,503359488.0,502317216.0,495358720.0,484970432.0,472094656.0,459950496.0,446564160.0,435166240.0,424429568.0,414926464.0,395811968.0,418733792.0
2024,72.73260498046875,397231104.0,401375424.0,406568032.0,413782816.0,423390560.0,435174784.0,448080992.0,460585696.0,469368768.0,472010720.0,465697664.0,452366624.0,439073216.0,429645120.0,424519648.0,422395936.0,422718208.0,424866304.0,427966912.0,432534912.0,438719936.0,445490368.0,452044736.0,458571872.0,465892640.0,474362240.0,482598496.0,489786400.0,495513920.0,497950496.0,497340064.0,488024896.0,476897664.0,465459456.0,454189472.0,443049952.0,433110336.0,421866944.0,414409504.0,395811968.0,419149920.0
