years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1994,119.8624496459961,29500436.0,29500444.0,29500970.0,29507188.0,29548906.0,29603388.0,29694944.0,29854780.0,30096304.0,30419174.0,30828524.0,31454294.0,32326528.0,33397826.0,34816448.0,36561704.0,38426692.0,40538080.0,43188940.0,47017096.0,51739880.0,58684520.0,68186240.0,81090152.0,94493616.0,100723328.0,93574736.0,79788824.0,70296744.0,61506928.0,54170048.0,48281480.0,42277364.0,36699720.0,33632808.0,31624560.0,30301272.0,29793932.0,29605888.0,29500436.0,29500834.0
1995,119.92904663085938,29500436.0,29500444.0,29501070.0,29507778.0,29550668.0,29604148.0,29688436.0,29859012.0,30066030.0,30436804.0,30897398.0,31503848.0,32364952.0,33476556.0,35065868.0,36561056.0,38497600.0,40651524.0,43321024.0,47000112.0,51823196.0,58821856.0,68059168.0,80898704.0,94981096.0,100374552.0,94405496.0,80876112.0,71212608.0,62105112.0,54694868.0,48601900.0,42432792.0,36927316.0,33786504.0,31686660.0,30356624.0,29813428.0,29621262.0,29500436.0,29500636.0
1996,120.09107208251953,29500436.0,29500480.0,29501216.0,29503972.0,29534884.0,29620638.0,29682920.0,29853940.0,30048668.0,30405834.0,30911876.0,31598592.0,32445704.0,33590032.0,34905992.0,36520220.0,38544420.0,40716588.0,43444064.0,46923772.0,51557024.0,58735336.0,67732760.0,80470696.0,95046968.0,100406752.0,95277920.0,81760264.0,72263168.0,62779916.0,55556300.0,48913224.0,42404768.0,37029752.0,33847912.0,31755900.0,30417056.0,29793460.0,29622224.0,29500436.0,29500436.0
1997,120.6497573852539,29500436.0,29500470.0,29501200.0,29504052.0,29523936.0,29601674.0,29697354.0,29822888.0,30020188.0,30331440.0,30848224.0,31587568.0,32448300.0,33426188.0,34716400.0,36487536.0,38427896.0,40629496.0,43431916.0,46684572.0,51111384.0,57849312.0,66727128.0,78196576.0,94128424.0,102426424.0,98384032.0,85037792.0,74073712.0,64079748.0,56306496.0,49649352.0,42658044.0,37222312.0,33858480.0,31788286.0,30399990.0,29792264.0,29615822.0,29500436.0,29500436.0
1998,121.16521453857422,29500436.0,29500476.0,29501380.0,29504172.0,29524864.0,29573896.0,29671696.0,29826844.0,30021760.0,30318064.0,30830004.0,31487310.0,32285974.0,33347858.0,34702108.0,36438460.0,38329120.0,40470488.0,43311288.0,46569692.0,50827880.0,57080960.0,65803528.0,76666352.0,92370464.0,103280168.0,100603648.0,88308184.0,76051280.0,65488996.0,57285696.0,50455240.0,42958136.0,37390064.0,33884596.0,31775704.0,30431946.0,29809016.0,29624264.0,29500436.0,29500436.0
1999,121.72771453857422,29500436.0,29500506.0,29501440.0,29503876.0,29524924.0,29574196.0,29629248.0,29812760.0,30009136.0,30338208.0,30765196.0,31363434.0,32174728.0,33178716.0,34650344.0,36326708.0,38334368.0,40335332.0,43201960.0,46440036.0,50485256.0,56340712.0,64391484.0,74837824.0,90100040.0,103291624.0,102992656.0,92875616.0,78174688.0,67227536.0,58470496.0,51041528.0,43315840.0,37487936.0,33855776.0,31751710.0,30418512.0,29795954.0,29620470.0,29500436.0,29500436.0
2000,122.2425308227539,29500436.0,29500492.0,29501440.0,29505008.0,29524388.0,29581712.0,29646268.0,29763844.0,30019312.0,30372916.0,30763040.0,31292786.0,32027324.0,33046872.0,34443876.0,36159368.0,38371112.0,40352192.0,43006224.0,46395140.0,50170192.0,55618360.0,63043216.0,72970304.0,87132576.0,102322224.0,105523664.0,97409608.0,81655232.0,68560976.0,59367168.0,51829304.0,43688368.0,37480824.0,33870320.0,31695912.0,30332388.0,29798868.0,29615728.0,29500436.0,29500836.0
2001,123.25186920166016,29500436.0,29500460.0,29501406.0,29504420.0,29521684.0,29575572.0,29646324.0,29742540.0,29964172.0,30345292.0,30722050.0,31169012.0,31885324.0,32846540.0,34153816.0,35933776.0,38002604.0,40232000.0,42745540.0,45826472.0,49585976.0,54608208.0,61229408.0,70561768.0,82304624.0,96848616.0,103791480.0,99581080.0,87620896.0,72920480.0,62368992.0,53555560.0,44994288.0,38433816.0,34316092.0,31904816.0,30364568.0,29838194.0,29620354.0,29500436.0,29500840.0
2002,124.09766387939453,29500436.0,29500478.0,29501440.0,29504640.0,29519864.0,29568512.0,29659312.0,29752032.0,29925932.0,30270356.0,30696150.0,31170936.0,31777448.0,32697808.0,33906372.0,35723368.0,37776416.0,40112988.0,42630628.0,45515076.0,49273456.0,54172928.0,60239824.0,69007376.0,80815968.0,95111176.0,104224200.0,102250472.0,92559968.0,76699808.0,65299212.0,55231784.0,46247400.0,39079144.0,34722892.0,32145740.0,30384106.0,29894744.0,29633752.0,29500436.0,29500840.0
2003,124.95568084716797,29500436.0,29500478.0,29501610.0,29505620.0,29521928.0,29569802.0,29662154.0,29766628.0,29927154.0,30209808.0,30601814.0,31075596.0,31682910.0,32534616.0,33765896.0,35444640.0,37531144.0,39904868.0,42378300.0,45517088.0,48772452.0,53603068.0,59524544.0,67513152.0,79032456.0,93238192.0,104510496.0,104783584.0,97216048.0,81486944.0,67538944.0,56717664.0,47794304.0,40002152.0,35203936.0,32337212.0,30430688.0,29940282.0,29642356.0,29500436.0,29501242.0
2004,125.84073638916016,29500436.0,29500486.0,29501850.0,29506246.0,29523332.0,29568622.0,29655480.0,29791688.0,29958532.0,30194362.0,30528316.0,30992072.0,31592994.0,32449512.0,33608656.0,35139672.0,37148988.0,39626252.0,42281384.0,45205072.0,48501560.0,52895728.0,58804568.0,66094456.0,76452624.0,90784936.0,104132776.0,106748048.0,101840216.0,86576632.0,70707864.0,58098088.0,49203912.0,41342880.0,36085116.0,32618824.0,30511436.0,29981020.0,29648626.0,29500436.0,29501044.0
2005,126.79134368896484,29500436.0,29500480.0,29501800.0,29507040.0,29525552.0,29568088.0,29656172.0,29801644.0,29981056.0,30205924.0,30486008.0,30882228.0,31506904.0,32339488.0,33462326.0,34884076.0,36780184.0,39263176.0,41972404.0,44916320.0,48262304.0,52207712.0,57802200.0,64483360.0,73792616.0,87617512.0,102082040.0,108801520.0,105246696.0,92059192.0,75084680.0,60437384.0,50764920.0,42012824.0,37145416.0,33328896.0,30742764.0,30024370.0,29647072.0,29500436.0,29501048.0
2006,127.7826156616211,29500436.0,29500462.0,29501788.0,29507220.0,29526572.0,29569596.0,29659224.0,29801580.0,30017364.0,30234916.0,30501236.0,30866008.0,31369600.0,32229764.0,33257590.0,34688416.0,36510008.0,38900608.0,41568784.0,44476904.0,47731608.0,51635936.0,56570440.0,63173788.0,71505728.0,83962728.0,98806984.0,109698176.0,108546192.0,98626416.0,80582704.0,64003864.0,52792664.0,43055740.0,37681952.0,33853864.0,30946100.0,30028864.0,29635278.0,29500436.0,29501252.0
2007,128.7112274169922,29500436.0,29500436.0,29501840.0,29507752.0,29526430.0,29577834.0,29659836.0,29790412.0,30026872.0,30223542.0,30500220.0,30855832.0,31360400.0,32092168.0,33208158.0,34653204.0,36379064.0,38683120.0,41337576.0,43971280.0,47131564.0,51015384.0,55889252.0,61836592.0,69488240.0,80117200.0,95748336.0,108266968.0,112483808.0,104390192.0,86987136.0,68455248.0,54754596.0,44268552.0,38174968.0,34328844.0,31191220.0,30024696.0,29624408.0,29500436.0,29501256.0
2008,129.56680297851562,29500436.0,29500444.0,29501940.0,29508632.0,29525176.0,29580660.0,29657936.0,29784792.0,30000200.0,30253252.0,30521988.0,30859652.0,31393056.0,32128492.0,33197762.0,34633024.0,36245944.0,38367516.0,40993588.0,43654812.0,46678440.0,50444416.0,55289192.0,60990176.0,67794912.0,77282200.0,91706152.0,105415536.0,114927552.0,110277592.0,93956768.0,73695320.0,56969704.0,45742128.0,38662416.0,34610684.0,31445040.0,30023920.0,29606270.0,29500436.0,29501864.0
2009,130.47457885742188,29500436.0,29500458.0,29501748.0,29508600.0,29524056.0,29571736.0,29657488.0,29770492.0,29948094.0,30247992.0,30526154.0,30915678.0,31436114.0,32192324.0,33148290.0,34418024.0,36017696.0,38106836.0,40513164.0,43366232.0,46441784.0,49809152.0,54728936.0,60038188.0,66523852.0,74686760.0,87687744.0,102137856.0,114326472.0,115330464.0,101107864.0,79874456.0,60116848.0,47458536.0,39447320.0,34867184.0,31696416.0,30032816.0,29577576.0,29500436.0,29501868.0
2010,131.3954315185547,29500436.0,29500464.0,29501832.0,29508576.0,29524352.0,29560392.0,29644612.0,29755336.0,29920672.0,30239160.0,30620128.0,31008198.0,31426696.0,32124212.0,32986968.0,34253940.0,35837588.0,37778504.0,40178320.0,43075056.0,46195340.0,49593552.0,53861308.0,59249184.0,65189204.0,72779376.0,83609912.0,98699464.0,111510720.0,118070848.0,109565008.0,87041648.0,64724992.0,49196296.0,40442264.0,35124368.0,31787932.0,30020464.0,29566246.0,29500436.0,29502088.0
2011,132.5337677001953,29500436.0,29500444.0,29501860.0,29507504.0,29525102.0,29554260.0,29628624.0,29753644.0,29972124.0,30206868.0,30570248.0,30908440.0,31361380.0,31991292.0,32799144.0,34024452.0,35579680.0,37514828.0,39814992.0,42567380.0,45703960.0,49008788.0,53110144.0,58052908.0,64000484.0,70950928.0,79978552.0,94716672.0,107895640.0,118139960.0,116355200.0,96025064.0,70870448.0,52037392.0,41694272.0,35685440.0,32114220.0,30104936.0,29570112.0,29500436.0,29501888.0
2012,133.7722625732422,29500436.0,29500444.0,29501638.0,29506808.0,29521970.0,29555140.0,29639208.0,29785630.0,29971104.0,30130776.0,30462276.0,30858396.0,31283332.0,31903880.0,32688064.0,33789220.0,35325120.0,37212332.0,39354364.0,42046332.0,45030752.0,48289608.0,52079388.0,56642072.0,62337008.0,68862224.0,77077792.0,90123608.0,104611544.0,116092064.0,120613672.0,106203712.0,77952232.0,56449840.0,43494780.0,36488492.0,32450648.0,30250340.0,29593788.0,29500436.0,29504504.0
2013,135.09188842773438,29500436.0,29500436.0,29500924.0,29504836.0,29525902.0,29575106.0,29636986.0,29763684.0,29889880.0,30058078.0,30390168.0,30749908.0,31177184.0,31765106.0,32528660.0,33586156.0,34990924.0,36785504.0,38889008.0,41394792.0,44290224.0,47638416.0,51221952.0,55485504.0,60651072.0,67093700.0,75088112.0,86085992.0,101165624.0,113906320.0,122218776.0,114497456.0,86331440.0,61632672.0,45940004.0,37473832.0,32859144.0,30406132.0,29631090.0,29500436.0,29504912.0
2014,136.4931182861328,29500436.0,29500436.0,29501036.0,29507248.0,29543068.0,29575848.0,29621120.0,29720478.0,29852162.0,30019096.0,30293504.0,30651240.0,31079848.0,31644220.0,32363174.0,33362152.0,34732164.0,36373160.0,38370528.0,40586372.0,43337296.0,46501244.0,50184000.0,53944984.0,58488056.0,64457048.0,71661144.0,81282672.0,95718224.0,110049512.0,121307992.0,119819200.0,95746304.0,68053152.0,49588308.0,39022920.0,33399892.0,30697412.0,29776112.0,29500436.0,29508350.0
2015,137.6163787841797,29500436.0,29500436.0,29500936.0,29511850.0,29544756.0,29577584.0,29607502.0,29674900.0,29830194.0,29982372.0,30246044.0,30574116.0,31040596.0,31559138.0,32298872.0,33226484.0,34557240.0,36199260.0,38068176.0,40235336.0,42798404.0,45979000.0,49498108.0,53299672.0,57733212.0,63053496.0,70107440.0,78991232.0,92183592.0,107390536.0,119381952.0,122255232.0,105212008.0,75204072.0,53414096.0,41017040.0,34143664.0,31006480.0,29858474.0,29500436.0,29509160.0
2016,138.6481475830078,29500436.0,29500462.0,29501500.0,29519830.0,29537112.0,29566504.0,29603072.0,29691292.0,29790328.0,29934448.0,30176942.0,30520472.0,30973112.0,31521992.0,32235066.0,33158352.0,34450156.0,35962376.0,37878460.0,39917832.0,42426312.0,45489720.0,48854892.0,52839716.0,57234604.0,61818124.0,68642048.0,76955680.0,89008008.0,104496720.0,116666328.0,121998768.0,113068304.0,84522392.0,57326560.0,43215648.0,35136696.0,31482822.0,29945608.0,29500436.0,29508966.0
2017,139.76234436035156,29500436.0,29500436.0,29501236.0,29521900.0,29532620.0,29557972.0,29601516.0,29658988.0,29778808.0,29894448.0,30108288.0,30461760.0,30881596.0,31429900.0,32122268.0,32967614.0,34189628.0,35606416.0,37589744.0,39503784.0,42105128.0,45073788.0,48372516.0,52296928.0,56639776.0,61229192.0,67196408.0,75262688.0,85960824.0,101038448.0,113656032.0,121433448.0,116659120.0,94777944.0,63842132.0,45451552.0,36180156.0,32048676.0,30071340.0,29500436.0,29509986.0
2018,140.75645446777344,29500436.0,29500436.0,29501624.0,29518872.0,29528754.0,29554632.0,29606716.0,29653442.0,29755736.0,29910272.0,30118020.0,30430180.0,30861732.0,31350696.0,32048632.0,32938596.0,33999820.0,35367000.0,37183852.0,39165292.0,41566472.0,44569888.0,47753928.0,51593328.0,55859936.0,60238784.0,65772712.0,73230368.0,83269936.0,97321184.0,110206112.0,117961856.0,117032296.0,101291872.0,73147544.0,49262824.0,37968600.0,32770568.0,30613566.0,29500436.0,29520822.0
2019,141.4364471435547,29500436.0,29500460.0,29500912.0,29512514.0,29530252.0,29553130.0,29601544.0,29651774.0,29745868.0,29883888.0,30117612.0,30437272.0,30893504.0,31387326.0,32065308.0,32875004.0,33947324.0,35238336.0,36990100.0,39009792.0,41271924.0,44176784.0,47570608.0,51319288.0,55498288.0,59927444.0,64760152.0,71694272.0,81087096.0,94219656.0,106046352.0,114327848.0,116021144.0,105157400.0,82558800.0,53680368.0,39305120.0,33531992.0,30771340.0,29500436.0,29548528.0
2020,142.51104736328125,29500436.0,29500474.0,29501250.0,29506278.0,29523888.0,29550468.0,29606432.0,29675396.0,29755004.0,29884800.0,30097018.0,30429304.0,30824196.0,31362470.0,31979074.0,32762444.0,33755844.0,35060472.0,36711336.0,38638340.0,40771204.0,43425856.0,46708444.0,50564520.0,54486416.0,59004912.0,63477428.0,69977456.0,78897704.0,90706080.0,102248936.0,112114400.0,114976536.0,107990056.0,91320384.0,61266432.0,41407660.0,34725876.0,31337078.0,29500436.0,29600038.0
2021,143.2013397216797,29500436.0,29500592.0,29501640.0,29507432.0,29521772.0,29550746.0,29614924.0,29688772.0,29771948.0,29912032.0,30150168.0,30471032.0,30915668.0,31394662.0,31976584.0,32701754.0,33634396.0,34898960.0,36491704.0,38397968.0,40491524.0,43002964.0,45852776.0,49575128.0,53589544.0,58243688.0,63184176.0,68943264.0,77407272.0,87667120.0,98727960.0,109257200.0,114408880.0,109572352.0,96416936.0,67571912.0,44235408.0,35620344.0,31924484.0,29500436.0,29612204.0
2022,143.27671813964844,29500446.0,29500792.0,29503132.0,29512844.0,29532760.0,29567136.0,29628082.0,29723948.0,29819172.0,29992308.0,30268024.0,30582006.0,30985350.0,31490504.0,32065964.0,32795200.0,33825960.0,35029940.0,36465460.0,38378608.0,40345144.0,42648544.0,45606708.0,49013056.0,52933912.0,57658736.0,62693920.0,68317264.0,75771896.0,85297392.0,95583152.0,107335440.0,113989448.0,112391392.0,98042544.0,70487360.0,45732464.0,36042820.0,32388960.0,29500436.0,29641400.0
2023,143.07786560058594,29500472.0,29501292.0,29507232.0,29520400.0,29545804.0,29589360.0,29662928.0,29766058.0,29899956.0,30117048.0,30392312.0,30716432.0,31105948.0,31621008.0,32292888.0,33076216.0,34124192.0,35312572.0,36851764.0,38562000.0,40525072.0,42729704.0,45259672.0,48273364.0,52194536.0,56808896.0,62384696.0,67972704.0,74366336.0,82424880.0,91904880.0,103030200.0,111509264.0,113481408.0,101191840.0,75556440.0,47523984.0,36463536.0,32843092.0,29500436.0,29696968.0
2024,142.6113739013672,29500436.0,29500548.0,29502560.0,29511946.0,29533232.0,29560820.0,29611754.0,29692448.0,29836688.0,30054644.0,30354310.0,30728816.0,31225524.0,31747906.0,32386748.0,33261668.0,34286768.0,35612160.0,37104936.0,38771960.0,40724008.0,43009400.0,45766616.0,48929440.0,52624376.0,56940296.0,61223264.0,66284264.0,72513464.0,80212600.0,90099144.0,99558720.0,105726344.0,109378272.0,97083312.0,74644896.0,48711588.0,37546136.0,33038548.0,29500436.0,29766176.0
