years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1984,158.23309326171875,14945667.0,14945683.0,14946085.0,14947063.0,14950592.0,14964165.0,14992694.0,15019034.0,15047505.0,15110716.0,15124514.0,15225615.0,15354571.0,15552388.0,15893828.0,16250324.0,16685340.0,17168766.0,17704046.0,18469052.0,19355748.0,20270524.0,21304388.0,22357732.0,23815900.0,25901844.0,28608756.0,32964586.0,37860976.0,42419912.0,45967728.0,50253512.0,56309120.0,61455128.0,63376848.0,63003024.0,61153976.0,56740572.0,48221448.0,14945667.0,34055976.0
1985,158.22988891601562,14945667.0,14945683.0,14946059.0,14947110.0,14950569.0,14964012.0,14993004.0,15019336.0,15046938.0,15109780.0,15125176.0,15227046.0,15354575.0,15551576.0,15896927.0,16248738.0,16684894.0,17171068.0,17698902.0,18468408.0,19356168.0,20268356.0,21307254.0,22350608.0,23818648.0,25898144.0,28617116.0,32952440.0,37861592.0,42437168.0,45959976.0,50278460.0,56337744.0,61469904.0,63384224.0,62967864.0,61168896.0,56714396.0,48195096.0,14945667.0,34035808.0
1986,158.23193359375,14945667.0,14945683.0,14946073.0,14947128.0,14950454.0,14964378.0,14992561.0,15018758.0,15047158.0,15110508.0,15123937.0,15226642.0,15354923.0,15551794.0,15896734.0,16246110.0,16684564.0,17172384.0,17697438.0,18473616.0,19358464.0,20266616.0,21307228.0,22356564.0,23812604.0,25905816.0,28605560.0,32962838.0,37845596.0,42436260.0,45967128.0,50263992.0,56333692.0,61450688.0,63394700.0,62999308.0,61154956.0,56724408.0,48236624.0,14945667.0,34032512.0
1987,158.23289489746094,14945667.0,14945683.0,14946071.0,14947093.0,14950591.0,14964393.0,14993040.0,15019544.0,15048030.0,15110147.0,15124410.0,15226720.0,15352800.0,15550869.0,15893292.0,16249966.0,16685096.0,17172550.0,17699392.0,18467392.0,19350928.0,20275326.0,21310232.0,22357940.0,23815186.0,25901744.0,28615748.0,32974836.0,37840432.0,42420876.0,45968088.0,50265028.0,56317736.0,61440904.0,63394616.0,62954064.0,61144544.0,56762924.0,48240016.0,14945667.0,34060104.0
1988,158.22901916503906,14945667.0,14945683.0,14946099.0,14947122.0,14950532.0,14964412.0,14992800.0,15019514.0,15047721.0,15111062.0,15124560.0,15226402.0,15352750.0,15552439.0,15894398.0,16250047.0,16680240.0,17172572.0,17697468.0,18471486.0,19361092.0,20272142.0,21307932.0,22348842.0,23819196.0,25903404.0,28599184.0,32978126.0,37849296.0,42450328.0,45975512.0,50263504.0,56328088.0,61433960.0,63364668.0,62959568.0,61180220.0,56722964.0,48232104.0,14945667.0,34052592.0
1989,158.23486328125,14945667.0,14945683.0,14946071.0,14947075.0,14950592.0,14964362.0,14992843.0,15019112.0,15047943.0,15109864.0,15125122.0,15227366.0,15353908.0,15551731.0,15895025.0,16250302.0,16682903.0,17170656.0,17696824.0,18469110.0,19355782.0,20272290.0,21306600.0,22351148.0,23819792.0,25890550.0,28600708.0,32960886.0,37856992.0,42431392.0,45967832.0,50289728.0,56312800.0,61427104.0,63369112.0,62975276.0,61166392.0,56762320.0,48244804.0,14945667.0,34051804.0
1990,158.2277374267578,14945667.0,14945683.0,14946073.0,14947127.0,14950552.0,14964306.0,14992586.0,15018900.0,15047488.0,15109644.0,15124639.0,15228552.0,15352695.0,15552928.0,15895682.0,16249516.0,16686686.0,17172980.0,17700496.0,18467452.0,19361244.0,20265292.0,21310444.0,22355522.0,23813528.0,25903504.0,28604746.0,32960000.0,37854456.0,42440204.0,45977040.0,50281592.0,56335196.0,61462848.0,63403280.0,62936408.0,61137488.0,56719276.0,48226376.0,14945667.0,34035396.0
1991,158.2311553955078,14945667.0,14945683.0,14946087.0,14947099.0,14950597.0,14964174.0,14992700.0,15019609.0,15047249.0,15109919.0,15124913.0,15225941.0,15353620.0,15552580.0,15893908.0,16248496.0,16684164.0,17172842.0,17696300.0,18470046.0,19362800.0,20263328.0,21302240.0,22358616.0,23811476.0,25906614.0,28600164.0,32971296.0,37853180.0,42454992.0,45948856.0,50287192.0,56313176.0,61455372.0,63430120.0,62955720.0,61146384.0,56724320.0,48183744.0,14945667.0,34057576.0
1992,158.2286376953125,14945667.0,14945683.0,14946086.0,14947118.0,14950467.0,14964031.0,14992488.0,15019384.0,15047529.0,15109239.0,15125984.0,15226583.0,15354582.0,15551996.0,15897356.0,16244341.0,16686430.0,17171984.0,17699746.0,18473208.0,19360350.0,20265682.0,21304446.0,22356970.0,23824122.0,25903444.0,28597388.0,32965592.0,37853756.0,42456548.0,45974124.0,50260464.0,56318288.0,61436504.0,63406492.0,62977412.0,61148680.0,56744240.0,48198792.0,14945667.0,34041964.0
1993,158.22657775878906,14945667.0,14945683.0,14946111.0,14947087.0,14950594.0,14964500.0,14992677.0,15019451.0,15047772.0,15110334.0,15124548.0,15230190.0,15352240.0,15554139.0,15895478.0,16247214.0,16685826.0,17170006.0,17696460.0,18474010.0,19352060.0,20271012.0,21309476.0,22352740.0,23813216.0,25902076.0,28603492.0,32958084.0,37881488.0,42423512.0,45974996.0,50280520.0,56334636.0,61465268.0,63354508.0,63003680.0,61145784.0,56731456.0,48228120.0,14945667.0,34025080.0
1994,158.2332305908203,14945667.0,14945683.0,14946085.0,14947099.0,14950600.0,14963927.0,14992925.0,15019613.0,15047444.0,15110420.0,15123974.0,15227476.0,15354490.0,15553752.0,15892588.0,16250678.0,16684224.0,17168996.0,17703806.0,18465692.0,19356152.0,20270482.0,21306476.0,22358098.0,23811472.0,25905128.0,28597324.0,32963968.0,37864580.0,42438728.0,45963008.0,50258552.0,56284924.0,61438128.0,63411208.0,62971008.0,61167344.0,56737032.0,48250104.0,14945667.0,34042516.0
1995,158.23431396484375,14945667.0,14945683.0,14946087.0,14947099.0,14950592.0,14964167.0,14992609.0,15019164.0,15047157.0,15110588.0,15124236.0,15226129.0,15354657.0,15552541.0,15898179.0,16248079.0,16684210.0,17171076.0,17699812.0,18467060.0,19353022.0,20270944.0,21307548.0,22358236.0,23819920.0,25902692.0,28589988.0,32960980.0,37832908.0,42448992.0,45970616.0,50263868.0,56331316.0,61465348.0,63374784.0,62971708.0,61134152.0,56765984.0,48239964.0,14945667.0,34050792.0
1996,158.22911071777344,14945667.0,14945683.0,14946085.0,14947099.0,14950504.0,14964334.0,14992556.0,15019176.0,15047054.0,15109731.0,15125384.0,15226735.0,15354582.0,15551246.0,15894411.0,16249706.0,16683680.0,17171496.0,17703790.0,18466090.0,19368300.0,20263112.0,21308088.0,22352056.0,23811922.0,25912628.0,28616284.0,32964612.0,37847552.0,42427448.0,45972632.0,50278872.0,56333288.0,61427272.0,63400960.0,62952420.0,61171192.0,56728552.0,48238440.0,14945667.0,34045240.0
