years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1999,95.43840026855469,22170748.0,22186680.0,22253788.0,22367184.0,22672182.0,23430208.0,24765498.0,26089680.0,27407582.0,29392978.0,31895800.0,35117576.0,39092424.0,42838552.0,47333296.0,52179920.0,57378236.0,63780160.0,69565304.0,73917360.0,78914928.0,85804160.0,89391568.0,90377384.0,87730560.0,76934480.0,61354360.0,46604316.0,36646668.0,30036792.0,25838900.0,23794036.0,22841020.0,22371942.0,22228192.0,22196052.0,22179058.0,22174642.0,22171524.0,22169808.0,22169808.0
2000,95.74237060546875,22170730.0,22184976.0,22247328.0,22361722.0,22669572.0,23397430.0,24743232.0,26084660.0,27357996.0,29320132.0,31658304.0,34888980.0,38981984.0,42777320.0,47075728.0,51865464.0,56946432.0,63178304.0,69393088.0,73785696.0,78788816.0,85860776.0,90232008.0,90918480.0,88301560.0,77451160.0,61900308.0,47300260.0,37263084.0,30508528.0,26086420.0,23914140.0,22907918.0,22397076.0,22235028.0,22210724.0,22185196.0,22177996.0,22173248.0,22169808.0,22169808.0
2001,96.13014221191406,22170632.0,22183080.0,22244000.0,22355110.0,22651812.0,23337776.0,24638224.0,26105064.0,27355940.0,29171744.0,31510440.0,34703616.0,38676744.0,42672620.0,46872412.0,51578056.0,56630340.0,62502512.0,68943760.0,73808776.0,78724160.0,85650288.0,90733648.0,91624000.0,88727512.0,78118208.0,62638548.0,48168984.0,38210328.0,31214144.0,26605084.0,24098128.0,23045198.0,22469532.0,22235762.0,22217786.0,22198944.0,22180980.0,22176686.0,22169808.0,22170608.0
2002,96.61388397216797,22170456.0,22181832.0,22237374.0,22359394.0,22640172.0,23284814.0,24552556.0,26054096.0,27297396.0,29005858.0,31269592.0,34398304.0,38397836.0,42454784.0,46680736.0,51273480.0,56172708.0,61867820.0,68474928.0,73785608.0,78900264.0,85425584.0,90800952.0,92227808.0,89245792.0,78365328.0,63740612.0,49645352.0,39580544.0,32173684.0,27226468.0,24386344.0,23243620.0,22565140.0,22253892.0,22222938.0,22215706.0,22186376.0,22179178.0,22169808.0,22170816.0
2003,97.09397888183594,22170420.0,22181256.0,22236210.0,22349688.0,22624180.0,23223340.0,24437682.0,25945400.0,27311964.0,28850582.0,31044734.0,34170704.0,38117348.0,42148824.0,46344404.0,50953736.0,55863864.0,61552648.0,67821216.0,73660072.0,79141408.0,85724128.0,90760344.0,92512648.0,89504144.0,78683072.0,64541436.0,50820804.0,40885448.0,33351468.0,27915980.0,24737708.0,23467004.0,22673164.0,22296510.0,22216042.0,22224264.0,22203704.0,22183404.0,22169808.0,22173236.0
2004,97.5860824584961,22170408.0,22180494.0,22235966.0,22342580.0,22603344.0,23160768.0,24325392.0,25842220.0,27202528.0,28694052.0,30803362.0,34019928.0,37898708.0,41872448.0,45997076.0,50533144.0,55685232.0,61116988.0,67434872.0,73492248.0,79298864.0,85887584.0,90827512.0,92773088.0,89246384.0,78814096.0,65459168.0,51930948.0,42084692.0,34683000.0,28857712.0,25154850.0,23735570.0,22814896.0,22373828.0,22228114.0,22217400.0,22220496.0,22192756.0,22169808.0,22178096.0
2005,98.07574462890625,22170352.0,22181304.0,22235738.0,22335630.0,22598332.0,23120280.0,24189048.0,25679384.0,27042316.0,28579402.0,30654938.0,33892780.0,37658524.0,41486316.0,45728268.0,50310544.0,55489400.0,61045576.0,67118248.0,73198696.0,79434384.0,86227464.0,90551536.0,92895392.0,88587216.0,78024384.0,66547288.0,52872488.0,43316336.0,36098768.0,30217244.0,25998216.0,23984656.0,23087776.0,22502096.0,22270822.0,22212276.0,22223174.0,22208770.0,22169808.0,22185214.0
2006,98.64183044433594,22170984.0,22183794.0,22231794.0,22324918.0,22581164.0,23070596.0,24052256.0,25491876.0,26898356.0,28442884.0,30649128.0,33782384.0,37453284.0,41118548.0,45231520.0,49645368.0,54837664.0,60544552.0,66721848.0,73090880.0,79349560.0,86498152.0,91237608.0,93288176.0,88324880.0,77252440.0,67274848.0,53674592.0,44526000.0,37760648.0,31416970.0,27265508.0,24317444.0,23358252.0,22667340.0,22348672.0,22226686.0,22216444.0,22224344.0,22169808.0,22191428.0
2007,99.23434448242188,22170870.0,22182424.0,22228578.0,22324838.0,22574456.0,23053668.0,23960268.0,25246944.0,26727428.0,28281080.0,30596428.0,33549154.0,37165000.0,40745920.0,44918308.0,49055260.0,54286576.0,59988016.0,66482288.0,73036648.0,79455568.0,86959008.0,91844288.0,93526848.0,87499448.0,76594864.0,67330304.0,55037880.0,45746128.0,39130740.0,32888648.0,28743700.0,24989128.0,23610300.0,22925296.0,22433400.0,22278940.0,22215294.0,22227916.0,22169808.0,22208850.0
2008,99.91567993164062,22170936.0,22180732.0,22226286.0,22322480.0,22566648.0,23039940.0,23879354.0,25038072.0,26550140.0,28110368.0,30465380.0,33347292.0,36863512.0,40346468.0,44486896.0,48467508.0,53577656.0,59235856.0,65966504.0,72844824.0,79713520.0,87214912.0,92040584.0,93609328.0,86353968.0,76136688.0,67736528.0,56715540.0,47474328.0,40805648.0,34331552.0,29999134.0,26266344.0,24016244.0,23221536.0,22604892.0,22340016.0,22239020.0,22216570.0,22169808.0,22227280.0
2009,100.72312927246094,22171032.0,22180216.0,22219392.0,22312372.0,22552420.0,23007928.0,23769180.0,24858916.0,26317080.0,27982952.0,30273840.0,33115840.0,36551528.0,39939416.0,43896508.0,47913088.0,52877736.0,58508076.0,65140520.0,72400680.0,80214720.0,87104768.0,92349040.0,93242472.0,85532696.0,75468608.0,67785216.0,59097424.0,49132296.0,42720652.0,36198320.0,31313400.0,27799208.0,24912800.0,23591472.0,22904348.0,22424528.0,22300336.0,22222420.0,22169808.0,22261072.0
2010,101.7166748046875,22171036.0,22179672.0,22214462.0,22301816.0,22520610.0,22972960.0,23643240.0,24687592.0,26113634.0,27790854.0,30131088.0,32768660.0,36181904.0,39575364.0,43186504.0,47123768.0,51980920.0,57336728.0,63846748.0,71447440.0,80052008.0,87815136.0,93486064.0,93312120.0,84849160.0,75092480.0,67463336.0,61080320.0,51824872.0,44296280.0,38845724.0,32819432.0,29428272.0,26173528.0,24257428.0,23288212.0,22642976.0,22346414.0,22267020.0,22169808.0,22287940.0
2011,102.74695587158203,22174146.0,22211092.0,22266820.0,22363784.0,22582520.0,23000966.0,23620660.0,24596328.0,25960266.0,27665834.0,29907288.0,32384048.0,35658372.0,39057260.0,42559932.0,46146516.0,50503352.0,55657788.0,62001488.0,69180568.0,78136752.0,86774432.0,93596896.0,94404240.0,85519208.0,74956192.0,68318712.0,63195020.0,55128212.0,47182228.0,41217088.0,35287976.0,31382466.0,28211970.0,25192364.0,23882976.0,23015996.0,22492268.0,22314262.0,22169808.0,22310610.0
2012,104.06995391845703,22175908.0,22217628.0,22268186.0,22365420.0,22588804.0,22995050.0,23607128.0,24533550.0,25857998.0,27551308.0,29645412.0,32055424.0,35254400.0,38586916.0,42016024.0,45446304.0,49220468.0,53973636.0,60185896.0,67409912.0,75553384.0,84315128.0,90936520.0,93981304.0,86318736.0,77236256.0,69980048.0,65709952.0,59037320.0,51040904.0,43761152.0,37708768.0,33112528.0,30472984.0,27162028.0,24692940.0,23476488.0,22773936.0,22410036.0,22169808.0,22343952.0
2013,105.26571655273438,22176768.0,22219360.0,22266268.0,22369680.0,22609672.0,23033072.0,23600136.0,24489094.0,25776202.0,27450080.0,29343232.0,31769454.0,34879688.0,38087824.0,41616536.0,44954740.0,48511444.0,52970456.0,58765064.0,66252124.0,74271120.0,82240200.0,88373416.0,91634784.0,84500384.0,77700800.0,71513288.0,67372848.0,62352732.0,54907728.0,47553680.0,40537840.0,35210700.0,32064672.0,29267684.0,26221644.0,24143118.0,23117104.0,22631988.0,22169808.0,22400486.0
2014,106.17522430419922,22177400.0,22221164.0,22268138.0,22377976.0,22620752.0,23044224.0,23581468.0,24481230.0,25821520.0,27440364.0,29110156.0,31494644.0,34567756.0,37830848.0,41123504.0,44470532.0,47998948.0,52423832.0,57931924.0,65526088.0,74149104.0,81757264.0,87590808.0,89151528.0,82006200.0,75640304.0,71072208.0,67745336.0,63858504.0,57268376.0,50563824.0,44085328.0,37952764.0,33671528.0,31007146.0,27985248.0,25224032.0,23501478.0,22851736.0,22169808.0,22479988.0
2015,106.74934387207031,22178388.0,22223696.0,22266952.0,22381490.0,22630952.0,23026720.0,23590856.0,24547950.0,25980800.0,27473640.0,28978796.0,31338832.0,34358564.0,37582108.0,40736240.0,43967832.0,47561236.0,52231136.0,57752216.0,65428492.0,74762072.0,82877744.0,87985120.0,86734984.0,78999488.0,71953512.0,69079056.0,67959944.0,63683112.0,58396528.0,52669464.0,46538240.0,40334080.0,36135152.0,32213970.0,29561474.0,26568762.0,24118328.0,23124414.0,22169808.0,22630652.0
2016,107.03196716308594,22179772.0,22230334.0,22273108.0,22368142.0,22614840.0,23044536.0,23644140.0,24726948.0,26178274.0,27371032.0,28901728.0,31238970.0,34281224.0,37477672.0,40519636.0,43599100.0,47449468.0,52286008.0,58300944.0,66446128.0,75881776.0,84463312.0,88813536.0,82747184.0,75111432.0,68600088.0,66721200.0,66074536.0,63437176.0,59364312.0,53276960.0,48026080.0,42828952.0,38164468.0,33977500.0,30791618.0,27956032.0,25134784.0,23493948.0,22169808.0,22832546.0
2017,107.07659912109375,22181744.0,22236524.0,22277432.0,22374302.0,22640594.0,23112744.0,23810540.0,25017884.0,26192406.0,27307006.0,28954564.0,31399036.0,34245548.0,37463188.0,40445592.0,43684976.0,47601920.0,52652788.0,59055740.0,67518896.0,77394256.0,85151536.0,87083024.0,78395168.0,71033448.0,65909072.0,64663032.0,64105120.0,62402304.0,60053624.0,53497964.0,49138644.0,44938636.0,40102264.0,35753600.0,32281604.0,29320786.0,26363280.0,24160948.0,22169808.0,23132452.0
2018,106.935302734375,22185362.0,22238460.0,22285766.0,22391000.0,22689012.0,23232142.0,24072168.0,25176450.0,26153762.0,27318376.0,29000700.0,31462868.0,34271896.0,37414968.0,40617256.0,43989032.0,48035920.0,53160492.0,59731380.0,68649168.0,78052208.0,84648696.0,84399128.0,75163600.0,68268160.0,63622328.0,63345300.0,63447456.0,61655936.0,60141336.0,54197140.0,49531784.0,45491072.0,41080804.0,36813416.0,33414544.0,30338468.0,27293018.0,24842180.0,22169808.0,23424880.0
2019,106.9377212524414,22186576.0,22237564.0,22296364.0,22414132.0,22758490.0,23410252.0,24248458.0,25231110.0,26143462.0,27389356.0,29127712.0,31455914.0,34106692.0,37442656.0,40753360.0,44121920.0,47842044.0,53195072.0,59860296.0,68969960.0,77983384.0,83588944.0,82408832.0,74079936.0,67334984.0,62966432.0,61820848.0,61788456.0,61124564.0,59253712.0,55407096.0,49856436.0,46116244.0,41780708.0,37831672.0,34723232.0,31460392.0,28190344.0,25600166.0,22169808.0,23749200.0
2020,107.29287719726562,22187262.0,22244486.0,22295486.0,22440468.0,22858400.0,23546928.0,24405056.0,25277440.0,26128316.0,27465836.0,29141872.0,31344036.0,33931296.0,37252944.0,40676024.0,44108616.0,47531824.0,52443640.0,59333704.0,68543992.0,77260560.0,83087808.0,80732472.0,73712208.0,67528344.0,62277148.0,60802576.0,60114584.0,60088232.0,58449956.0,55876072.0,51577584.0,47704184.0,43189764.0,39609244.0,35935904.0,32997478.0,29345000.0,26625060.0,22169808.0,24366008.0
2021,107.52975463867188,22188000.0,22251804.0,22300580.0,22482648.0,22932216.0,23670522.0,24526588.0,25322844.0,26207886.0,27564322.0,29095588.0,31186484.0,33885832.0,37109196.0,40436472.0,43863224.0,47342320.0,52486112.0,59531924.0,68686568.0,76923936.0,82568992.0,79117584.0,72623776.0,66449224.0,60879056.0,59483968.0,59040432.0,59121032.0,57788640.0,55675532.0,52759908.0,49043032.0,45119072.0,40868180.0,37498448.0,34250196.0,30818520.0,27226306.0,22169808.0,25179346.0
2022,107.8792724609375,22191302.0,22253756.0,22316182.0,22514364.0,22971952.0,23777258.0,24660398.0,25382912.0,26340078.0,27504236.0,29014290.0,31105192.0,33746392.0,36926764.0,40348804.0,43587044.0,47285064.0,52536600.0,59754856.0,68943104.0,76458240.0,81423696.0,77969352.0,70886264.0,65075432.0,60200204.0,58371088.0,58128984.0,58110256.0,57076248.0,55160960.0,53415352.0,50278544.0,46695044.0,42721536.0,39231464.0,36033576.0,32028068.0,28554840.0,22169808.0,26387808.0
2023,108.16812133789062,22194128.0,22255854.0,22329908.0,22518832.0,23003252.0,23890000.0,24860528.0,25510980.0,26449616.0,27454728.0,29023048.0,31035750.0,33539854.0,36616888.0,40066004.0,43455568.0,47258632.0,52490788.0,59616352.0,68547952.0,75592032.0,79790528.0,76020264.0,69490136.0,64553984.0,60102316.0,58649160.0,58690488.0,58348948.0,57705692.0,56030848.0,53933896.0,50626608.0,48002256.0,43612336.0,40107080.0,36875284.0,32695468.0,28983808.0,22169808.0,27332016.0
2024,107.8966064453125,22196592.0,22264710.0,22350120.0,22535384.0,23036232.0,24122692.0,25177668.0,25763900.0,26610670.0,27550932.0,29146940.0,31140032.0,33436444.0,36373312.0,39784776.0,43353704.0,47529968.0,52849684.0,59234336.0,67651024.0,73984248.0,77562624.0,73299120.0,67645000.0,63801408.0,61723532.0,60731072.0,60693676.0,59912848.0,58857128.0,57752088.0,55119976.0,51062936.0,47097748.0,43023412.0,39503952.0,35434444.0,31607394.0,28360650.0,22169808.0,27717782.0
