years,mean,0-5,5-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200+
1984,125.62329864501953,327442144.0,327574784.0,328083328.0,328699776.0,329335424.0,330116320.0,331013376.0,332113664.0,333575616.0,335657472.0,338192224.0,341123104.0,345281344.0,351057408.0,358843776.0,369925888.0,384597632.0,404619776.0,430897184.0,464084960.0,503383488.0,548222464.0,597129856.0,647033536.0,694582080.0,732676480.0,757030272.0,755915904.0,737935104.0,715444160.0,695020032.0,676161792.0,636676224.0,548308032.0,440211392.0,370084000.0,341655968.0,333547264.0,330274112.0,327438144.0,328228224.0
1985,127.70484924316406,327442816.0,327581120.0,328116032.0,328719680.0,329331648.0,330214880.0,331152704.0,332176992.0,333462912.0,335300256.0,337373056.0,339995264.0,343194496.0,347773888.0,354289024.0,363269760.0,374474368.0,389490528.0,409490112.0,436683680.0,473401408.0,517718816.0,570348736.0,634462272.0,703777600.0,765852032.0,804918528.0,813998976.0,789472896.0,751796992.0,721459456.0,690647808.0,644474752.0,552990592.0,443172672.0,372152960.0,342740416.0,333953184.0,330562880.0,327438144.0,328206976.0
1986,127.82047271728516,327443008.0,327587328.0,328151232.0,328705216.0,329348352.0,330210048.0,331136000.0,332155904.0,333392448.0,335223616.0,337560800.0,340228448.0,343637152.0,348244032.0,354709440.0,363380192.0,374726528.0,389826912.0,409704000.0,436742912.0,474399232.0,519705088.0,571787584.0,634826240.0,703253248.0,763554432.0,805321152.0,815251072.0,793954048.0,758698368.0,725695872.0,694816384.0,651339456.0,561454400.0,449332992.0,373404992.0,342647680.0,333655232.0,330457280.0,327438144.0,327978944.0
1987,127.67052459716797,327442976.0,327606816.0,328195008.0,328743680.0,329369600.0,330191040.0,331062496.0,332189312.0,333509920.0,335184256.0,337669568.0,340414400.0,343968928.0,348800832.0,355317664.0,363875008.0,375748672.0,390980800.0,411524992.0,438753952.0,477387360.0,523737792.0,576965632.0,638813312.0,706901888.0,766362880.0,807938560.0,816890560.0,796271744.0,763719936.0,728464256.0,695394432.0,650692544.0,563192384.0,449250560.0,372840704.0,342784128.0,333518080.0,330329728.0,327438144.0,327858880.0
1988,127.50699615478516,327443008.0,327601888.0,328167808.0,328800608.0,329391200.0,330164288.0,331146880.0,332320352.0,333704960.0,335336256.0,337797568.0,340492608.0,343990976.0,348750432.0,355688832.0,364685184.0,376552480.0,391720512.0,412510560.0,440212672.0,479093216.0,527744192.0,583359104.0,643601408.0,711100992.0,770569920.0,811418752.0,821325696.0,800958784.0,767886592.0,730450816.0,694252160.0,648307712.0,560491328.0,446529312.0,372383936.0,342554272.0,333309664.0,330047872.0,327438144.0,327845504.0
1989,126.8686294555664,327443200.0,327584544.0,328124992.0,328796096.0,329371936.0,330240320.0,331244736.0,332428608.0,333880320.0,335659584.0,338165760.0,340856256.0,344470112.0,349519744.0,356207168.0,365896832.0,377869312.0,393967840.0,415234432.0,443973760.0,483829824.0,534215424.0,591761856.0,653194240.0,718958656.0,775650944.0,815335936.0,820540160.0,796834560.0,761647488.0,720016256.0,678993216.0,630519680.0,546376960.0,439872896.0,370826816.0,342593472.0,333150336.0,329846464.0,327438144.0,327768896.0
1990,126.43738555908203,327443264.0,327550976.0,328062432.0,328803904.0,329456288.0,330262400.0,331312896.0,332561984.0,334169536.0,335992928.0,338384352.0,341214400.0,344935936.0,350038976.0,357231488.0,366996192.0,379640608.0,396129568.0,418163904.0,448314304.0,487972928.0,539381504.0,597333312.0,658667328.0,723120640.0,777621376.0,815189888.0,820628736.0,795557376.0,756109696.0,711386112.0,669279744.0,622933760.0,542790016.0,437523008.0,370764544.0,342919616.0,333051712.0,329688256.0,327438144.0,327740544.0
1991,126.24681854248047,327443296.0,327513856.0,327996160.0,328726080.0,329524992.0,330317056.0,331333632.0,332649888.0,334335488.0,336288192.0,338607424.0,341496416.0,345254592.0,350609152.0,357784768.0,367570048.0,380507840.0,397480448.0,420190528.0,450234176.0,489638720.0,542830016.0,602271616.0,665501632.0,732822400.0,786751104.0,821597568.0,822504448.0,792880640.0,752905152.0,707990912.0,667275008.0,621868416.0,542244864.0,437027776.0,371024640.0,343217888.0,332956640.0,329633216.0,327438144.0,327750688.0
1992,126.25194549560547,327442944.0,327491520.0,327908352.0,328686624.0,329453440.0,330377664.0,331396480.0,332690496.0,334316992.0,336346240.0,338749664.0,341676544.0,345582176.0,350830240.0,358083264.0,367668288.0,381031232.0,398071040.0,421088000.0,450902112.0,490902208.0,543806400.0,605124992.0,669809664.0,738887808.0,795809408.0,831356544.0,828762368.0,795005696.0,752742720.0,707003008.0,665351296.0,621028416.0,543509760.0,439385472.0,373546752.0,344192000.0,333210496.0,329677568.0,327438144.0,327769600.0
1993,126.42982482910156,327442816.0,327487808.0,327844288.0,328683680.0,329500288.0,330419392.0,331577984.0,332735104.0,334321568.0,336459072.0,338821280.0,341781184.0,345827072.0,351055104.0,358093504.0,367898912.0,381038208.0,397999040.0,420632448.0,449895808.0,489456128.0,541421312.0,603563392.0,669409152.0,741729024.0,801708032.0,841236352.0,841190528.0,803743104.0,759143936.0,711616512.0,666320320.0,621898816.0,544577792.0,443818496.0,377803840.0,345872160.0,333749536.0,329881984.0,327438144.0,327785792.0
