epoch,step,train_accuracy_macro_2_epoch,train_accuracy_macro_2_step,train_accuracy_macro_3_epoch,train_accuracy_macro_3_step,train_accuracy_macro_4_epoch,train_accuracy_macro_4_step,train_accuracy_macro_5_epoch,train_accuracy_macro_5_step,train_accuracy_macro_epoch,train_accuracy_macro_step,train_accuracy_micro_2_epoch,train_accuracy_micro_2_step,train_accuracy_micro_3_epoch,train_accuracy_micro_3_step,train_accuracy_micro_4_epoch,train_accuracy_micro_4_step,train_accuracy_micro_5_epoch,train_accuracy_micro_5_step,train_accuracy_micro_epoch,train_accuracy_micro_step,train_f1_macro,train_f1_micro,train_loss_epoch,train_loss_step,val_accuracy_macro_2_epoch,val_accuracy_macro_2_step,val_accuracy_macro_3_epoch,val_accuracy_macro_3_step,val_accuracy_macro_4_epoch,val_accuracy_macro_4_step,val_accuracy_macro_5_epoch,val_accuracy_macro_5_step,val_accuracy_macro_epoch,val_accuracy_macro_step,val_accuracy_micro_2_epoch,val_accuracy_micro_2_step,val_accuracy_micro_3_epoch,val_accuracy_micro_3_step,val_accuracy_micro_4_epoch,val_accuracy_micro_4_step,val_accuracy_micro_5_epoch,val_accuracy_micro_5_step,val_accuracy_micro_epoch,val_accuracy_micro_step,val_f1_macro,val_f1_micro,val_loss_epoch,val_loss_step
0,49,,0.47904688119888306,,0.5985450148582458,,0.6975594162940979,,0.8065561652183533,,0.242857426404953,,0.8164253830909729,,0.8992580771446228,,0.9483155608177185,,0.9832869172096252,,0.6168113946914673,,,,0.991531252861023,,,,,,,,,,,,,,,,,,,,,,,,
0,99,,0.5447745323181152,,0.6882054805755615,,0.834176778793335,,0.9464379549026489,,0.2793691158294678,,0.7921692132949829,,0.8793914318084717,,0.9396665096282959,,0.980903148651123,,0.5861241221427917,,,,1.013967752456665,,,,,,,,,,,,,,,,,,,,,,,,
0,149,,0.6161305904388428,,0.788077712059021,,0.9665234088897705,,0.9906435608863831,,0.29363492131233215,,0.8104138970375061,,0.9070741534233093,,0.9740744233131409,,0.994415819644928,,0.5367636680603027,,,,1.0300613641738892,,,,,,,,,,,,,,,,,,,,,,,,
0,199,,0.5434342622756958,,0.679350733757019,,0.7412725687026978,,0.7794704437255859,,0.281558096408844,,0.7879200577735901,,0.904624342918396,,0.9568777084350586,,0.9838293194770813,,0.5503902435302734,,,,1.1411134004592896,,,,,,,,,,,,,,,,,,,,,,,,
0,249,,0.6672279834747314,,0.8579864501953125,,0.9279580116271973,,0.9642536044120789,,0.4084056615829468,,0.8410030007362366,,0.9174381494522095,,0.9684358239173889,,0.9873176217079163,,0.714651882648468,,,,0.7846320271492004,,,,,,,,,,,,,,,,,,,,,,,,
0,299,,0.6950130462646484,,0.8464419841766357,,0.9326738119125366,,0.964331328868866,,0.3529055714607239,,0.7971590161323547,,0.928817629814148,,0.9763036370277405,,0.9924321174621582,,0.5716446042060852,,,,0.9857463240623474,,,,,,,,,,,,,,,,,,,,,,,,
0,349,,0.6278168559074402,,0.8232122659683228,,0.935240626335144,,0.9808498620986938,,0.37620264291763306,,0.8034728765487671,,0.9079881310462952,,0.9700026512145996,,0.9932182431221008,,0.6522368788719177,,,,0.9110473990440369,,,,,,,,,,,,,,,,,,,,,,,,
0,399,,0.6708464622497559,,0.8306313753128052,,0.938701868057251,,0.9793763160705566,,0.38566821813583374,,0.8901381492614746,,0.9433663487434387,,0.9789459109306335,,0.9942409992218018,,0.7582306861877441,,,,0.6588372588157654,,,,,,,,,,,,,,,,,,,,,,,,
0,449,,0.6544334888458252,,0.7502160668373108,,0.7921147346496582,,0.8451442718505859,,0.4403994083404541,,0.8571339249610901,,0.918487012386322,,0.9447351098060608,,0.9635997414588928,,0.733817994594574,,,,0.8006123304367065,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.48063570261001587,,0.6543188691139221,,0.7563948631286621,,0.8307586908340454,,0.28492748737335205,,0.7767573595046997,,0.8929381370544434,,0.9510053396224976,,0.9887799024581909,,0.5806875824928284,,,,1.0612379312515259
